-6,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,Original,Mix98MinCPU60,Mix98MinCPU60,,3783,-10789,14572,0.75
,,96.01665055,,,8,,,52.04,,,0.1031228138,,,,,0,8,0,,7,,,,,,99.02846224,12,133.12,0.2178320815,6,-6,,
,,96.02056929,,,7,,,76.6,,,0.1757063887,,,,,0,7,0,,7,,,,,,99.02964999,11,139.7230823,0.2788449392,7,-4,,
,,96.02598226,,,7,,,109.64,,,0.2510147989,,,,,0,7,0,,7,,,,,,99.03082025,11,136.12,0.3047358922,6,-5,,
,,96.02736882,,,7,,,124.88,,,0.3607078199,,,,,0,7,0,,7,,,,,,99.03181038,11,124.8,0.3464549565,6,-5,,
,,96.03262752,,,7,,,135.36,,,0.4148915768,,,,,0,7,0,,7,,,,,,99.03255251,11,107.4,0.3258239337,5,-6,,
,,96.03692343,,,7,,,134.16,,,0.5150166478,,,,,0,7,0,,7,,,,,,99.0331338,11,95.12,0.2949404801,5,-6,,
,,96.04017326,,,7,,,126.28,,,0.5791472767,,,,,0,7,0,,7,,,,,,99.03398637,11,90.96,0.2375035908,4,-7,,
,,96.04315617,,,6,,,109.56,,,0.5480939498,,,,,0,6,0,,7,,,,,,99.03484342,11,96.72,0.2182134482,5,-6,,
,,96.04569556,,,6,,,97.96,,,0.5402697623,,,,,0,6,0,,,,,,,,99.03616378,11,109.56,0.2266769962,5,-6,,
,,96.0489286,,,6,,,89.32,,,0.5116868899,,,,,0,6,0,,,,,,,,99.03752217,11,129.12,0.2564170817,6,-5,,
,,96.05412092,,,6,,,92.32,,,0.4212217597,,,,,0,6,0,,,,,,,,99.03869906,10,141.36,0.3346303045,7,-3,,
,,96.05458918,,,6,,,100.52,,,0.353087174,,,,,0,6,0,,,,,,,,99.03995632,10,148.56,0.297233068,7,-3,,
,,96.04931673,,,6,,,115.96,,,0.4164464193,,,,,0,6,0,,,,,,,,99.04138457,10,151.24,0.3388453663,7,-3,,
,,96.03440478,,,6,,,125.68,,,0.4903630502,,,,,0,6,0,,,,,,,,99.04280951,10,151.92,0.3868900296,7,-3,,
,,96.02224272,,,6,,,126.6,,,0.506114377,,,,,0,6,0,,,,,,,,99.04412241,10,150.6,0.3822829387,7,-3,,
,,96.0087329,,,6,,,121.72,,,0.6420963548,,,,,0,6,0,,,,,,,,99.04524144,10,149.6,0.3975019331,7,-3,,
,,95.99490408,,,6,,,115.88,,,0.6186162702,,,,,0,6,0,,,,,,,,99.04650646,10,149.84,0.3580953599,7,-3,,
,,95.96383797,,,6,,,106.96,,,0.5696791141,,,,,0,6,0,,,,,,,,99.04771954,10,150.4,0.3830777993,7,-3,,
,,95.9506082,,,5,,,106,,,0.6310241672,,,,,0,5,0,,,,,,,,99.04880516,10,144.52,0.382918143,7,-3,,
,,95.93970846,,,5,,,103.76,,,0.6057927226,,,,,0,5,0,,,,,,,,99.04941207,10,125,0.3855854417,6,-4,,
,,95.9237169,,,5,,,109,,,0.6336374399,,,,,0,5,0,,,,,,,,99.04995988,10,103.04,0.3295563126,5,-5,,
,,95.90806948,,,5,,,108.12,,,0.6359691614,,,,,0,5,0,,,,,,,,99.05028649,10,81.12,0.2799433797,4,-6,,
,,95.90527111,,,5,,,102.52,,,0.5059771565,,,,,0,5,0,,,,,,,,99.05108629,10,60.44,0.2489627361,3,-7,,
,,95.90675247,,,5,,,94.72,,,0.6118337544,,,,,0,5,0,,,,,,,,99.05136855,10,54.44,0.1964645545,3,-7,,
,,95.90936566,,,5,,,78.28,,,0.5658162106,,,,,0,5,0,,,,,,,,99.05265531,10,76.72,0.1572724466,4,-6,,
,,95.91093103,,,5,,,62.6,,,0.4973793933,,,,,0,5,0,,,,,,,,99.05369017,9,91.88,0.1901320892,5,-4,,
,,95.91175848,,,5,,,52.12,,,0.4147383533,,,,,0,5,0,,,,,,,,99.05372535,9,84.28,0.2205587208,4,-5,,
,,95.89333587,,,5,,,65.6,,,0.2616342075,,,,,0,5,0,,,,,,,,99.05387946,9,74.36,0.2333760146,4,-5,,
,,95.86324575,,,5,,,75.36,,,0.3720121856,,,,,0,5,0,,,,,,,,99.05423696,9,58.8,0.2129167441,3,-6,,
,,95.85450053,,,5,,,70.12,,,0.4542793762,,,,,0,5,0,,,,,,,,99.05538011,9,58.72,0.1984484116,3,-6,,
,,95.85480469,,,5,,,62.64,,,0.484046117,,,,,0,5,0,,,,,,,,99.05669157,9,94.44,0.186713604,5,-4,,
,,95.85561322,,,5,,,51.12,,,0.4850286916,,,,,0,5,0,,,,,,,,99.05767708,8,123.92,0.2502442592,6,-2,,
,,95.86046922,,,5,,,45.64,,,0.3492074816,,,,,0,5,0,,,,,,,,99.05936911,8,147.88,0.3848799325,7,-1,,
,,95.83984582,,,5,,,61.2,,,0.1768726492,,,,,0,5,0,,,,,,,,99.05435928,8,150.44,0.4881354471,7,-1,,
,,95.79147873,,,5,,,87.4,,,0.1897399054,,,,,0,5,0,,,,,,,,99.04216927,8,150.84,0.5344897469,7,-1,,
,,95.73865749,,,4,,,102.52,,,0.5318769824,,,,,0,4,0,,,,,,,,99.04343159,8,149.12,0.5918883782,7,-1,,
,,95.70605225,,,4,,,103.64,,,0.6304475529,,,,,0,4,0,,,,,,,,99.04443223,8,148.6540774,0.5501844685,7,-1,,
,,95.67599671,,,4,,,101.96,,,0.8356274668,,,,,0,4,0,,,,,,,,99.04545294,8,140.3838365,0.5886545407,7,-1,,
,,95.66497592,,,4,,,96.92,,,0.7472084088,,,,,0,4,0,,,,,,,,99.04644599,8,133.36,0.516168186,6,-2,,
,,95.65127846,,,4,,,87.96,,,0.7802223064,,,,,0,4,0,,,,,,,,99.04743572,21,124.77281,0.447466698,6,-15,,
,,95.6139296,,,4,,,75.6,,,0.8060309793,,,,,0,4,0,,,,,,,,99.0485435,21,117.064912,0.4162159242,6,-15,,
,,95.60740323,,,4,,,75.92,,,0.6062044243,,,,,0,4,0,,,,,,,,99.04961417,21,124.7341833,0.4497706824,6,-15,,
,,95.60194964,,,4,,,78.64,,,0.6508504718,,,,,0,4,0,,,,,,,,99.05139371,21,131.4699167,0.4109712736,6,-15,,
,,95.60381478,,,4,,,86.4,,,0.5100513493,,,,,0,4,0,,,,,,,,99.05264885,21,141.4671387,0.2950417607,7,-14,,
,,95.59086833,,,6,,,97.11855333,,,0.5589745926,,,,,0,6,0,,,,,,,,99.05380014,21,153.75,0.2859574699,7,-14,,
,,95.5773598,,,6,,,101.9626017,,,0.5245035995,,,,,0,6,0,,,,,,,,99.0550508,21,154.88,0.260981601,7,-14,,
,,95.56454926,,,6,,,106.6252653,,,0.5888764016,,,,,0,6,0,,,,,,,,99.05612485,20,153.08,0.2577392851,7,-13,,
,,95.55411057,,,6,,,103.272548,,,0.6008686787,,,,,0,6,0,,,,,,,,99.05747251,20,153.08,0.2444254372,7,-13,,
,,95.5464279,,,6,,,104.6252627,,,0.5105288233,,,,,0,6,0,,,,,,,,99.05868112,20,150.32,0.2571831422,7,-13,,
,,95.53672409,,,6,,,100.44,,,0.5798304779,,,,,0,6,0,,,,,,,,99.059748,20,151.16,0.234783413,7,-13,,
,,95.52541449,,,6,,,97.04,,,0.5716267171,,,,,0,6,0,,,,,,,,99.06094642,20,149.56,0.2359447164,7,-13,,
,,95.50298865,,,6,,,96.36,,,0.5220439782,,,,,0,6,0,,,,,,,,99.06206454,20,149.88,0.2112545395,7,-13,,
,,95.48687001,,,6,,,100.96,,,0.5334002313,,,,,0,6,0,,,,,,,,99.06362407,20,149.92,0.1996821408,7,-13,,
,,95.47279534,,,6,,,105.28,,,0.5562716956,,,,,0,6,0,,,,,,,,99.06470024,20,146.04,0.2219443352,7,-13,,
,,95.46270542,,,6,,,114,,,0.5075156723,,,,,0,6,0,,,,,,,,99.06510274,19,125.92,0.2202188699,6,-13,,
,,95.44397791,,,6,,,118.96,,,0.5976381667,,,,,0,6,0,,,,,,,,99.06523927,19,91.72,0.2166190377,5,-14,,
,,95.4433023,,,6,,,123.56,,,0.5472451229,,,,,0,6,0,,,,,,,,99.06531198,19,58.44,0.1799228916,3,-16,,
,,95.44476369,,,6,,,119.84,,,0.6530339914,,,,,0,6,0,,,,,,,,99.06609979,19,52,0.1224151814,3,-16,,
,,95.44468603,,,6,,,96.28,,,0.6311915905,,,,,0,6,0,,,,,,,,99.06732495,19,71.92,0.1068505174,4,-15,,
,,95.44451695,,,6,,,64.64,,,0.5025590037,,,,,0,6,0,,,,,,,,99.06821129,19,94.36,0.09302110353,5,-14,,
,,95.44983441,,,6,,,49.84,,,0.3827303356,,,,,0,6,0,,,,,,,,99.0685685,18,107.9592417,0.1285320018,5,-13,,
,,95.42528294,,,6,,,56.68,,,0.2289297532,,,,,0,6,0,,,,,,,,99.0688161,18,87.76,0.1515800777,4,-14,,
,,95.39122442,,,6,,,74.56,,,0.2206962219,,,,,0,6,0,,,,,,,,99.06915511,18,55.72,0.160689677,3,-15,,
,,95.38654457,,,6,,,89.04,,,0.2940472059,,,,,0,6,0,,,,,,,,99.06929362,18,32.28,0.1281821927,2,-16,,
,,95.38824894,,,6,,,89.64,,,0.410356909,,,,,0,6,0,,,,,,,,99.0697419,18,31.52023523,0.07240177785,2,-16,,
,,95.39512657,,,6,,,53.88,,,0.4588079032,,,,,0,6,0,,,,,,,,99.07036724,18,48.52,0.04376646931,3,-15,,
,,95.3936684,,,6,,,32.64,,,0.379329747,,,,,0,6,0,,,,,,,,99.07139728,18,75.96,0.05173302189,4,-14,,
,,95.39343669,,,6,,,30.16,,,0.2444619116,,,,,0,6,0,,,,,,,,99.07240626,18,102.8,0.09989049433,5,-13,,
,,95.39640571,,,5,,,38.44,,,0.1646213133,,,,,0,5,0,,,,,,,,99.07360606,17,125.52,0.1379681281,6,-11,,
,,95.40244984,,,5,,,64.68,,,0.1186183979,,,,,0,5,0,,,,,,,,99.07469698,17,137.88,0.1596043415,7,-10,,
,,95.39824338,,,5,,,90.96,,,0.2779781401,,,,,0,5,0,,,,,,,,99.07550404,17,140.08,0.2128378215,7,-10,,
,,95.39084532,,,5,,,109.32,,,0.3872520163,,,,,0,5,0,,,,,,,,99.07641336,17,130.92,0.2461645965,6,-11,,
,,95.37846934,,,5,,,116.68,,,0.4216427321,,,,,0,5,0,,,,,,,,99.07743199,17,116.28,0.2158374135,6,-11,,
,,95.37488947,,,5,,,119.68,,,0.568649113,,,,,0,5,0,,,,,,,,99.07792387,17,100.08,0.1952955536,5,-12,,
,,95.38090041,,,5,,,115.8,,,0.6136435043,,,,,0,5,0,,,,,,,,99.07858953,17,90.56,0.1735834271,4,-13,,
,,95.38541515,,,5,,,109.12,,,0.6198542143,,,,,0,5,0,,,,,,,,99.07927148,17,90.40785333,0.1516657059,4,-13,,
,,95.38781507,,,5,,,99.8,,,0.6757114369,,,,,0,5,0,,,,,,,,99.08040219,17,102.84,0.1383183495,5,-12,,
,,95.38983789,,,5,,,92.76,,,0.543685733,,,,,0,5,0,,,,,,,,99.08153513,17,120.28,0.152627789,6,-11,,
,,95.39383361,,,5,,,87.64,,,0.5201317312,,,,,0,5,0,,,,,,,,99.08266796,17,137.6,0.1812329787,7,-10,,
,,95.39995091,,,5,,,92.44,,,0.4026479212,,,,,0,5,0,,,,,,,,99.08379271,17,147.2,0.1975738679,7,-10,,
,,95.37930619,,,5,,,100.56,,,0.4824953346,,,,,0,5,0,,,,,,,,99.08478289,16,150.96,0.2382312216,7,-9,,
,,95.35541091,,,5,,,111.6,,,0.470627001,,,,,0,5,0,,,,,,,,99.0860355,16,151.72,0.271531102,7,-9,,
,,95.32640511,,,5,,,113.32,,,0.5096662238,,,,,0,5,0,,,,,,,,99.08749551,16,150.84,0.2792825029,7,-9,,
,,95.30836891,,,5,,,110.32,,,0.5802813382,,,,,0,5,0,,,,,,,,99.08851563,16,151.16,0.2781003727,7,-9,,
,,95.27834362,,,5,,,102.56,,,0.6292074789,,,,,0,5,0,,,,,,,,99.0896359,16,148.56,0.2656290889,7,-9,,
,,95.26431848,,,4,,,93.24,,,0.7625481246,,,,,0,4,0,,,,,,,,99.09062228,16,149.64,0.2703291887,7,-9,,
,,95.25050014,,,4,,,89.64,,,0.7019932511,,,,,0,4,0,,,,,,,,99.09182953,16,148,0.2358391621,7,-9,,
,,95.2358689,,,4,,,87.32,,,0.6208909244,,,,,0,4,0,,,,,,,,99.09252178,16,133.32,0.2590417205,6,-10,,
,,95.22232419,,,4,,,89.32,,,0.7168934991,,,,,0,4,0,,,,,,,,99.09288771,16,114.32,0.2363523684,6,-10,,
,,95.19508255,,,4,,,89.1112,,,0.6491477997,,,,,0,4,0,,,,,,,,99.09334895,16,91.96,0.2046567682,5,-11,,
,,95.18451052,,,6,,,87.06974,,,0.559804971,,,,,0,6,0,,,,,,,,99.0936645,15,69.55820872,0.1775846572,4,-11,,
,,95.18628398,,,6,,,79.95284833,,,0.5116927626,,,,,0,6,0,,,,,,,,99.09396555,15,53.48,0.1350706128,3,-12,,
,,95.18801438,,,6,,,74.816132,,,0.5435705116,,,,,0,6,0,,,,,,,,99.09516009,15,69.4,0.1154179908,4,-11,,
,,95.19085607,,,6,,,62.93695467,,,0.4573997541,,,,,0,6,0,,,,,,,,99.09627197,15,88.45,0.1076724027,4,-11,,
,,95.19411871,,,6,,,55.4,,,0.3467654835,,,,,0,6,0,,,,,,,,99.09655514,15,87.80267307,0.1037448261,4,-11,,
,,95.19329171,,,6,,,57.68,,,0.3382919371,,,,,0,6,0,,,,,,,,99.09660244,15,78.96,0.142256866,4,-11,,
,,95.18076473,,,6,,,69.92,,,0.3199980041,,,,,0,6,0,,,,,,,,99.09668557,15,59.92,0.1558728624,3,-12,,
,,95.1666266,,,6,,,77.52,,,0.3451892987,,,,,0,6,0,,,,,,,,99.09689263,14,28.24,0.1382470111,2,-12,,
,,95.16620756,,,6,,,67.56,,,0.3574559155,,,,,0,6,0,,,,,,,,99.0973567,14,30.72,0.08887180692,2,-12,,
,,95.167562,,,6,,,55.16,,,0.3704351911,,,,,0,6,0,,,,,,,,99.09782869,14,48.12,0.05217946312,3,-11,,
,,95.16845099,,,6,,,34.96,,,0.3066843061,,,,,0,6,0,,,,,,,,99.09866722,14,71.6,0.06561076759,4,-10,,
,,95.16936691,,,6,,,24.84,,,0.2402414664,,,,,0,6,0,,,,,,,,99.09942063,14,89.84246,0.09772343735,4,-10,,
,,95.17102357,,,6,,,35.88,,,0.1528593747,,,,,0,6,0,,,,,,,,99.10072993,14,110.28,0.1347211558,5,-9,,
,,95.17707593,,,6,,,60.96,,,0.1624891983,,,,,0,6,0,,,,,,,,99.10178793,13,124.92,0.1813711316,6,-7,,
,,95.18281735,,,6,,,81.2,,,0.2373750157,,,,,0,6,0,,,,,,,,99.10268629,13,134.8,0.205523002,6,-7,,
,,95.17390331,,,6,,,95.16,,,0.3209468678,,,,,0,6,0,,,,,,,,99.1038445,13,142.76,0.2579499823,7,-6,,
,,95.17159169,,,6,,,108.28,,,0.3293532979,,,,,0,6,0,,,,,,,,99.1048077,13,145.04,0.2767119102,7,-6,,
,,95.15945989,,,6,,,112.52,,,0.440315721,,,,,0,6,0,,,,,,,,99.10588413,13,144.68,0.2830806727,7,-6,,
,,95.14853261,,,5,,,114.56,,,0.5657275193,,,,,0,5,0,,,,,,,,99.10686333,13,142.56,0.2944113947,7,-6,,
,,95.13700088,,,5,,,115.72,,,0.5861653737,,,,,0,5,0,,,,,,,,99.10761411,13,137.36,0.2741271243,7,-6,,
,,95.11485447,,,5,,,109.96,,,0.709971287,,,,,0,5,0,,,,,,,,99.10850799,13,130.24,0.2781512596,6,-7,,
,,95.10823049,,,5,,,108.96,,,0.5845965551,,,,,0,5,0,,,,,,,,99.10916487,13,116.24,0.2808115822,6,-7,,
,,95.11234852,,,5,,,109.68,,,0.6421138136,,,,,0,5,0,,,,,,,,99.10984896,13,97.68,0.2502328697,5,-8,,
,,95.1114246,,,5,,,109.32,,,0.719245362,,,,,0,5,0,,,,,,,,99.11020289,13,79.28,0.1974531258,4,-9,,
,,95.11637571,,,5,,,107.72,,,0.662768911,,,,,0,5,0,,,,,,,,99.11028665,13,58.72,0.1617431092,3,-10,,
,,95.121666,,,5,,,102.2,,,0.6078206356,,,,,0,5,0,,,,,,,,99.1104102,12,36.48,0.1405672842,2,-10,,
,,95.12278275,,,5,,,85.72,,,0.5967448797,,,,,0,5,0,,,,,,,,99.11035917,12,18.8,0.09578850836,1,-11,,
,,95.1238788,,,9,,,68.00278,,,0.4451855681,,,,,0,9,0,,,,,,,,99.11029905,12,8.66,0.07492247987,1,-11,,
,,95.12477132,,,9,,,43.59978889,,,0.3740657682,,,,,0,9,0,,,,,,,,99.11033613,12,3.88,0.02683298114,1,-11,,
,,95.1241467,,,9,,,27.50579167,,,0.314779356,,,,,0,9,0,,,,,,,,99.11027554,12,3.16,0.01416325592,1,-11,,
,,95.12577749,,,9,,,13.635,,,0.2337765824,,,,,0,9,0,,,,,,,,99.11041348,12,5.64,0.01023161234,1,-11,,
,,95.12471459,,,9,,,4.973397333,,,0.1137116503,,,,,0,9,0,,,,,,,,99.1104169,12,7.96,0.01353878595,1,-11,,
,,95.12456288,,,9,,,2.8,,,0.0457366807,,,,,0,9,0,,,,,,,,99.11071806,11,9.88,0.01638856831,1,-10,,
,,95.12592768,,,9,,,4.96,,,0.02286018923,,,,,0,9,0,,,,,,,,99.11085606,11,12.12,0.02118187463,1,-10,,
,,95.12561351,,,9,,,6.76,,,0.02488163837,,,,,0,9,0,,,,,,,,99.11088573,11,13.88,0.02363905575,1,-10,,
,,95.12746058,,,9,,,9,,,0.0380765002,,,,,0,9,0,,,,,,,,99.11110347,11,16,0.03017896597,1,-10,,
,,95.12688337,,,9,,,10.92,,,0.0407219616,,,,,0,9,0,,,,,,,,99.11120461,11,18.48,0.03584516968,1,-10,,
,,95.1272441,,,9,,,13.04,,,0.0439833952,,,,,0,9,0,,,,,,,,99.11127414,11,21.04,0.03665689458,1,-10,,
,,95.12903188,,,9,,,15.12,,,0.05343541221,,,,,0,9,0,,,,,,,,99.11150356,10,23.36,0.04948755579,2,-8,,
,,95.12924155,,,9,,,17.4,,,0.05469026853,,,,,0,9,0,,,,,,,,99.11165714,10,25.24,0.04863401894,2,-8,,
,,95.13132369,,,9,,,19.4,,,0.0529957896,,,,,0,9,0,,,,,,,,99.11189135,10,27.51967844,0.05099336375,2,-8,,
,,95.13145128,,,9,,,22.24,,,0.06249077396,,,,,0,9,0,,,,,,,,99.11237179,10,30.96,0.06754533234,2,-8,,
,,95.1323048,,,9,,,24.76,,,0.0716445645,,,,,0,9,0,,,,,,,,99.11253953,10,32.48,0.07099194494,2,-8,,
,,95.13458578,,,9,,,26.56,,,0.0662042886,,,,,0,9,0,,,,,,,,99.11287357,10,36.12,0.08031594111,2,-8,,
,,95.13510927,,,9,,,28.52,,,0.07886809742,,,,,0,9,0,,,,,,,,99.11327952,10,40.56046086,0.07165004475,2,-8,,
,,95.13771698,,,8,,,31.72,,,0.09620945694,,,,,0,8,0,,,,,,,,99.11357804,10,45.52,0.08673934763,2,-8,,
,,95.13838374,,,8,,,34.52,,,0.1005033658,,,,,0,8,0,,,,,,,,99.11395549,10,50.48,0.1001830623,3,-7,,
,,95.13995198,,,8,,,38.76,,,0.1118916704,,,,,0,8,0,,,,,,,,99.11441565,10,55.48,0.1052112884,3,-7,,
,,95.14313919,,,8,,,43,,,0.1243148454,,,,,0,8,0,,,,,,,,99.11476959,10,59.52,0.1296804221,3,-7,,
,,95.14459171,,,8,,,46.56,,,0.1229283478,,,,,0,8,0,,,,,,,,99.11533935,10,64.84,0.1287859511,3,-7,,
,,95.14801624,,,8,,,52.52,,,0.1601061339,,,,,0,8,0,,,,,,,,99.1157859,10,69.8,0.1572835988,4,-6,,
,,95.14999315,,,8,,,57.88,,,0.1723486993,,,,,0,8,0,,,,,,,,99.11664098,10,74.28,0.1627055968,4,-6,,
,,95.15240695,,,8,,,61.68,,,0.1745970888,,,,,0,8,0,,,,,,,,99.11726538,10,79.52,0.1568335124,4,-6,,
,,95.15669542,,,8,,,66.96,,,0.1953615463,,,,,0,8,0,,,,,,,,99.1177401,10,82.44,0.1768897124,4,-6,,
,,95.15891324,,,8,,,71.48,,,0.220567171,,,,,0,8,0,,,,,,,,99.11852642,10,87.32,0.1994839529,4,-6,,
,,95.16334612,,,8,,,76.52,,,0.2348587494,,,,,0,8,0,,,,,,,,99.11912803,10,92.84,0.1947664779,5,-5,,
,,95.16628782,,,7,,,82.28,,,0.2658758402,,,,,0,7,0,,,,,,,,99.11985353,10,96.88,0.2228589731,5,-5,,
,,95.16960965,,,7,,,85.84,,,0.2805091888,,,,,0,7,0,,,,,,,,99.12064684,10,102.64,0.2147445553,5,-5,,
,,95.17513524,,,7,,,91.68,,,0.3100733237,,,,,0,7,0,,,,,,,,99.12126726,10,105.6,0.2339074655,5,-5,,
,,95.17814893,,,7,,,94.72,,,0.3460080331,,,,,0,7,0,,,,,,,,99.12213846,10,109.8,0.231685286,5,-5,,
,,95.18346987,,,7,,,99.24,,,0.354193707,,,,,0,7,0,,,,,,,,99.12293759,10,112.8,0.2705636128,5,-5,,
,,95.18663378,,,7,,,102.88,,,0.3311655813,,,,,0,7,0,,,,,,,,99.12395858,10,114.68,0.271392713,6,-4,,
,,95.19088764,,,6,,,105.28,,,0.3948500111,,,,,0,6,0,,,,,,,,99.12481913,10,116.88,0.252357599,6,-4,,
,,95.19675001,,,6,,,107.2,,,0.4434433556,,,,,0,6,0,,,,,,,,99.12547506,10,118.08,0.2844412523,6,-4,,
,,95.20122251,,,6,,,111,,,0.4389290963,,,,,0,6,0,,,,,,,,99.12641168,10,118.92,0.300241288,6,-4,,
,,95.20525182,,,6,,,112,,,0.486320182,,,,,0,6,0,,,,,,,,99.12727844,10,120.32,0.3211282073,6,-4,,
,,95.20863363,,,6,,,112.8,,,0.5126857274,,,,,0,6,0,,,,,,,,99.1280529,10,123.28,0.2906657948,6,-4,,
,,95.21318407,,,6,,,116,,,0.4533093651,,,,,0,6,0,,,,,,,,99.1289277,10,123.32,0.2928164343,6,-4,,
,,95.21950963,,,6,,,117.52,,,0.4570673975,,,,,0,6,0,,,,,,,,99.12963146,10,125.16,0.3143171026,6,-4,,
,,95.22457838,,,6,,,119.08,,,0.5438636205,,,,,0,6,0,,,,,,,,99.13063141,10,127.56,0.3101790666,6,-4,,
,,95.22906035,,,6,,,121.76,,,0.5268829427,,,,,0,6,0,,,,,,,,99.1315397,10,127.88,0.282163936,6,-4,,
,,95.23207481,,,6,,,121,,,0.5161173061,,,,,0,6,0,,,,,,,,99.13261982,10,129.32,0.3338153943,6,-4,,
,,95.23695936,,,6,,,123.44,,,0.4677364195,,,,,0,6,0,,,,,,,,99.13350903,10,130.68,0.3195300498,6,-4,,
,,95.23917442,,,6,,,123.76,,,0.5194742136,,,,,0,6,0,,,,,,,,99.134258,10,132,0.3028140756,6,-4,,
,,95.23473362,,,6,,,121.36,,,0.5935816304,,,,,0,6,0,,,,,,,,99.13532045,10,134.6,0.2761723385,6,-4,,
,,95.23615038,,,6,,,121.8,,,0.5761611992,,,,,0,6,0,,,,,,,,99.13628493,10,134.52,0.3551262307,6,-4,,
,,95.24003039,,,6,,,121.6,,,0.5913274221,,,,,0,6,0,,,,,,,,99.13709336,10,135.8,0.35832904,6,-4,,
,,95.2457564,,,6,,,124.32,,,0.5198923889,,,,,0,6,0,,,,,,,,99.13801451,10,137.68,0.3605938874,7,-3,,
,,95.24750897,,,6,,,127.64,,,0.5160104811,,,,,0,6,0,,,,,,,,99.13884653,10,138.24,0.3221583047,7,-3,,
,,95.25287654,,,6,,,129.8,,,0.5675686775,,,,,0,6,0,,,,,,,,99.13986274,10,139.04,0.3016583801,7,-3,,
,,95.25740175,,,6,,,131.4,,,0.5816466747,,,,,0,6,0,,,,,,,,99.14083999,10,141.2,0.3607982028,7,-3,,
,,95.261154,,,6,,,133.2,,,0.5830610111,,,,,0,6,0,,,,,,,,99.14195771,10,140.68,0.3490850592,7,-3,,
,,95.26698068,,,6,,,134.6,,,0.5364378292,,,,,0,6,0,,,,,,,,99.14289113,10,142.08,0.3278296871,7,-3,,
,,95.26257734,,,6,,,132.64,,,0.5315435218,,,,,0,6,0,,,,,,,,99.14390948,10,142.52,0.3332737253,7,-3,,
,,95.2663775,,,6,,,133.28,,,0.5062612497,,,,,0,6,0,,,,,,,,99.14479441,10,144.32,0.2941944944,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.14579623,10,144.32,0.3536543481,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.14675247,10,144.36,0.3631976778,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.1475507,10,146.08,0.3025731232,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.14860494,10,145.56,0.3688819256,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.14938823,10,143.72,0.3731103364,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15041096,10,144.6,0.3371535902,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15167724,10,144.4,0.3713457574,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15244596,10,146.76,0.3279994324,7,-3,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15349302,9,146.12,0.3883129186,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15430848,9,145.04,0.4313760944,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15528958,9,145.2,0.387627065,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15627759,9,145.56,0.372453616,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.1570328,9,145.44,0.3540054575,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15805779,9,145.4,0.3753706266,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15893108,9,145.64,0.4332806894,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.15983995,9,145.8,0.4109448172,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16106924,9,146.12,0.3992369752,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16183173,9,145.52,0.3779664526,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16282881,9,146,0.4154496806,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16377802,9,145.88,0.3954456833,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.1646201,9,145.52,0.3797897585,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16555731,9,145.68,0.4150682416,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16630061,9,145.72,0.3810963535,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16731834,9,144.64,0.3849544533,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16824029,9,145.4,0.3968114487,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.16902535,9,143.8,0.4073290128,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.1701786,9,142.04,0.3982436563,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.17090788,9,142.96,0.3773746099,7,-2,,
,,,,,,,,,,,,,,,,0,0,0,,,,,,,,99.17189229,9,140.8,0.3512592351,7,-2,,
