-6,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,Original,Mix98MinCPU60,Mix98MinCPU60,,3783,-10789,14572,0.75
8232,71.49250685,96.14780226,98.01381694,2,5,21,40.4,100.72,130.4,5.76E-01,0.6467709645,1.81E-01,,,,2,5,21,98,7,,,,,,98.97487755,21,135.64,0.1784511379,6,-15,,
8238,71.48656947,96.13477198,98.01659835,2,5,21,42.84,103.12,132.5605376,8.11E-01,0.613750134,1.69E-01,,,,2,5,21,98,7,,,,,,98.97638702,21,136.8395392,0.1758792893,7,-14,,
8244,71.46415551,96.11835288,98.01950113,2,5,21,46.48,105.76,133.64,6.41E-01,0.6554028477,1.69E-01,,,,2,5,21,98,7,,,,,,98.97759727,21,137.6,0.1834779763,7,-14,,
8250,71.44940784,96.10194227,98.02203917,3,5,21,48.84423333,105.64,136.12,5.61E-01,0.6332656585,1.68E-01,,,,3,5,21,98,7,,,,,,98.97933512,21,138.64,0.1819954174,7,-14,,
8256,71.43959675,96.08632132,98.02440497,3,5,21,50.97052222,106.12,136.12,4.97E-01,0.6523426107,1.79E-01,,,,3,5,21,98,7,,,,,,98.98130641,21,139.84,0.1658501423,7,-14,,
8262,71.41178004,96.0612414,98.02757332,3,5,21,52.152368,105.36,137.8,5.12E-01,0.6309777336,1.93E-01,,,,3,5,21,98,7,,,,,,98.9826061,21,140.6806337,0.1797547919,7,-14,,
8268,71.40894612,96.04115891,98.03083014,3,5,21,53.05233333,101.04,140.92,6.95E-01,0.6211007014,1.89E-01,,,,3,5,21,98,7,,,,,,98.98416888,21,143.22272,0.1733771927,7,-14,,
8274,71.42488964,96.03113572,98.03348694,3,5,21,55.28,102.2,140.48,6.70E-01,0.6562997059,1.82E-01,,,,3,5,21,98,7,,,,,,98.98546146,21,140.64,0.1837921756,7,-14,,
8280,71.41163391,96.00153246,98.03605937,3,7,21,56.16,105.6375911,142.4,6.76E-01,0.4538915532,1.88E-01,,,,3,7,21,98,7,,,,,,98.98714453,21,145.88,0.1765607869,7,-14,,
8286,71.39255411,95.99618245,98.03856263,3,7,21,60.72,111.4613433,142.76,5.05E-01,0.5553556689,1.90E-01,,,,3,7,21,98,7,,,,,,98.98870798,21,144.8,0.1709679375,7,-14,,
8292,71.38352427,96.01063637,98.04173457,3,7,21,60.96,120.6250213,143.2,5.65E-01,0.6191779241,1.93E-01,,,,3,7,21,98,7,,,,,,98.99009114,16,144.32,0.2244130836,7,-9,,
8298,71.37850085,96.01324164,98.04503284,3,7,21,59.2,127.136224,143.52,7.00E-01,0.5914553292,1.95E-01,,,,3,7,21,98,7,,,,,,98.99164476,12,144.6,0.2739035728,7,-5,,
8304,71.38730645,96.01762583,98.04756728,3,7,21,61.04,134.990984,142.76,5.91E-01,0.523368752,2.01E-01,,,,3,7,21,98,7,,,,,,98.99299796,12,145.72,0.3197613019,7,-5,,
8310,71.3793412,96.01635758,98.05016928,3,7,21,61.2,137.84,143.12,6.84E-01,0.5519202707,1.92E-01,,,,3,7,21,98,7,,,,,,98.99462839,12,144.28,0.3306908064,7,-5,,
8316,71.36057949,96.01954448,98.05302104,3,7,21,60,139.96,143.28,6.10E-01,0.5379582654,1.84E-01,,,,3,7,21,98,7,,,,,,98.99641788,12,145.5059889,0.3218906728,7,-5,,
8322,71.34739245,96.03251845,98.05565586,3,7,21,62.32,140.4,143.24,6.06E-01,0.5676902047,1.94E-01,,,,3,7,21,98,7,,,,,,98.99791042,12,146.6043467,0.3333031322,7,-5,,
8328,71.34970652,96.03423411,98.05898763,3,7,21,62.56,141.04,144.2,6.56E-01,0.552461752,1.83E-01,,,,3,7,21,98,7,,,,,,98.9994853,12,146.48,0.2834572824,7,-5,,
8334,71.36024047,96.0426694,98.06151721,3,7,21,60.36,142.52,143.84,6.68E-01,0.556896471,1.93E-01,,,,3,7,21,98,7,,,,,,99.00084077,11,145.36,0.3300684554,7,-4,,
8340,71.34769442,96.04672637,98.06413872,3,7,21,59.96,142.44,145.8,5.58E-01,0.5816991535,1.89E-01,,,,3,7,21,98,7,,,,,,99.00248117,11,146.92,0.3593427275,7,-4,,
8346,71.33350698,96.0487717,98.06725424,3,7,21,59.68,143.4,147.28,6.91E-01,0.5944007793,1.90E-01,,,,3,7,21,98,7,,,,,,99.00383078,11,144.72,0.3513241189,7,-4,,
8352,71.32018506,96.05997272,98.06982806,3,7,21,57.36,143.04,148.44,6.05E-01,0.5091469876,1.96E-01,,,,3,7,21,98,7,,,,,,99.00524397,11,145.24,0.3703882907,7,-4,,
8358,71.31594037,96.0633456,98.07311297,3,7,21,57.76,143.08,148.52,6.74E-01,0.6004819128,2.05E-01,,,,3,7,21,98,7,,,,,,99.00680895,11,145.6,0.3525215218,7,-4,,
8364,71.32273854,96.06277409,98.07570981,3,7,21,61.28,137.8,148.76,5.26E-01,0.6222737932,2.00E-01,,,,3,7,21,98,7,,,,,,99.00834335,11,144.56,0.3601359617,7,-4,,
8370,71.30058319,96.03693744,98.07821495,4,7,21,63.93414667,133.52,147.56,5.92E-01,0.5861215746,1.91E-01,,,,4,7,21,98,7,,,,,,99.00971781,11,146.16,0.3543003204,7,-4,,
8376,71.30562083,96.0400856,98.08130984,4,7,21,65.43907778,132.68,146.48,5.75E-01,0.6245012214,1.88E-01,,,,4,7,21,98,7,,,,,,99.01140683,11,145.32,0.345119972,7,-4,,
8382,71.28604915,96.04861835,98.08374256,4,7,21,67.23865067,133.08,147,5.43E-01,0.5686011706,1.98E-01,,,,4,7,21,98,7,,,,,,99.01304898,11,145.32,0.3670248198,7,-4,,
8388,71.28770519,96.0516097,98.08696155,4,7,21,68.819584,136,146.68,6.12E-01,0.6037714318,1.87E-01,,,,4,7,21,98,7,,,,,,99.01438441,11,145.68,0.3430187719,7,-4,,
8394,71.30048964,96.05197298,98.08942685,4,7,21,70.24,140.6,147.36,5.10E-01,0.5354630089,2.03E-01,,,,4,7,21,98,7,,,,,,99.01595916,11,147,0.3577246128,7,-4,,
8400,71.29883656,96.05525938,98.09197119,4,7,21,70.56,140.3055733,146.64,6.13E-01,0.463359632,1.89E-01,,,,4,7,21,98,7,,,,,,99.01727483,11,145.48,0.353146782,7,-4,,
8406,71.31726865,96.05198047,98.09500614,4,8,21,75.44,139.72352,145.4,5.82E-01,0.5414483313,1.91E-01,,,,4,8,21,98,7,,,,,,99.01868431,11,146.72,0.3377153708,7,-4,,
8412,71.30233797,96.05415012,98.09728764,4,8,21,75.8,136.8858889,144,6.01E-01,0.5833813868,2.00E-01,,,,4,8,21,98,7,,,,,,99.02020993,11,145.72,0.346288162,7,-4,,
8418,71.31750125,96.05167442,98.10048831,4,8,21,81.16,136.66784,145.24,5.32E-01,0.5704279752,1.90E-01,,,,4,8,21,98,7,,,,,,99.02143745,11,145.52,0.3301009769,7,-4,,
8424,71.33385467,96.05875942,98.1030317,4,8,21,84.2,137.169964,146.88,4.91E-01,0.5551478578,1.93E-01,,,,4,8,21,98,7,,,,,,99.02300251,11,146.4,0.3153468042,7,-4,,
8430,71.33027165,96.06680254,98.10544538,4,8,21,84.96,140.56,145.52,6.90E-01,0.443551824,1.82E-01,,,,4,8,21,98,7,,,,,,99.02428307,11,144.08,0.3408687772,7,-4,,
8436,71.34959928,96.06959684,98.10856661,4,8,21,85.72,142.12,148.4,6.55E-01,0.5106906107,1.89E-01,,,,4,8,21,98,7,,,,,,99.02600939,11,145.32,0.3290309066,7,-4,,
,,96.07867539,98.11087119,,8,21,,145.36,147.76,,0.502155378,2.04E-01,,,,0,8,21,98,7,,,,,,99.02754089,11,143.56,0.3402602815,7,-4,,
,,96.08220201,98.11406862,,8,21,,144.4,148,,0.5242784444,2.02E-01,,,,0,8,21,98,7,,,,,,99.0287496,11,142.92,0.3331071604,7,-4,,
,,96.0898014,98.11647212,,8,21,,143.72,147.04,,0.5018181613,1.85E-01,,,,0,8,21,98,7,,,,,,99.0302199,11,142.88,0.3420600038,7,-4,,
,,96.09501173,98.11884041,,8,21,,142.56,146.08,,0.5554713143,1.85E-01,,,,0,8,21,98,7,,,,,,99.03146424,11,141.96,0.3424363382,7,-4,,
,,96.10324234,98.12176705,,8,21,,140.52,144.68,,0.430298395,1.95E-01,,,,0,8,21,98,7,,,,,,99.03277381,11,140.96,0.3452618937,7,-4,,
,,96.10695061,98.1239044,,8,21,,140.68,141.6391889,,0.5349020802,1.91E-01,,,,0,8,21,98,7,,,,,,99.03427076,11,141.12,0.2998254437,7,-4,,
,,96.11189109,98.12677029,,8,21,,139.32,139.48,,0.5194707274,1.74E-01,,,,0,8,21,98,7,,,,,,99.03535362,11,139.08,0.261860772,7,-4,,
,,96.11782124,98.12911643,,8,21,,137.8,140.32,,0.5028106873,1.78E-01,,,,0,8,21,98,7,,,,,,99.0367734,11,137.88,0.3193546959,7,-4,,
,,96.12352037,98.13076508,,8,21,,139,137.32,,0.5140697698,1.73E-01,,,,0,8,21,98,7,,,,,,99.03795856,11,138,0.327629117,7,-4,,
,,96.12944874,98.13368395,,8,21,,137.68,139.3211377,,0.4706286393,1.74E-01,,,,0,8,21,98,7,,,,,,99.03959968,11,137.52,0.3214999669,7,-4,,
,,96.13269682,98.13583494,,8,21,,137.4,139.28,,0.5095806249,1.93E-01,,,,0,8,21,98,7,,,,,,99.04097074,11,135.88,0.3141856485,6,-5,,
,,96.13765052,98.13850535,,8,21,,136.92,136.44,,0.4516367309,1.87E-01,,,,0,8,21,98,7,,,,,,99.04203383,11,133.08,0.292486872,6,-5,,
,,96.14302799,98.14079777,,8,14,,134.36,135.84,,0.4357043929,2.71E-01,,,,0,8,14,98,7,,,,,,99.04326798,10,130.32,0.3376901061,6,-4,,
,,96.1481144,98.14313947,,8,14,,133.16,136.7591361,,0.4588064042,2.74E-01,,,,0,8,14,98,7,,,,,,99.04437202,10,128.24,0.3215380659,6,-4,,
,,96.15516772,98.14548911,,8,14,,131.12,135.4,,0.4483843334,2.85E-01,,,,0,8,14,98,7,,,,,,99.04540128,10,125.24,0.3156123007,6,-4,,
,,96.15886719,98.14748085,,8,14,,130.04,136.28,,0.4625482203,2.75E-01,,,,0,8,14,98,7,,,,,,99.04658306,10,120.6,0.3296678805,6,-4,,
,,96.16368219,98.15003208,,8,14,,128.32,134.84,,0.407812259,2.66E-01,,,,0,8,14,98,7,,,,,,99.04744823,10,116.2,0.3014950927,6,-4,,
,,96.16825508,98.1521998,,8,14,,122.44,130.8008993,,0.3982801264,2.49E-01,,,,0,8,14,98,7,,,,,,99.0485128,10,112.28,0.2880974251,5,-5,,
,,96.17212179,98.15430886,,7,14,,119,129.16,,0.4411285313,2.72E-01,,,,0,7,14,98,7,,,,,,99.04938933,10,110.08,0.2829602642,5,-5,,
,,96.17847878,98.15643096,,7,13,,115.92,126.1976678,,0.4276424612,2.84E-01,,,,0,7,13,98,7,,,,,,99.05061244,9,105.04,0.3087158409,5,-4,,
,,96.18158618,98.15841535,,7,13,,113,122.72,,0.4595238092,2.92E-01,,,,0,7,13,98,7,,,,,,99.05156796,9,100.36,0.2947569844,5,-4,,
,,96.18572236,98.16062332,,7,13,,110.08,119.52,,0.4413162716,2.82E-01,,,,0,7,13,98,7,,,,,,99.05230694,9,97.08,0.2658656646,5,-4,,
,,96.18953333,98.16239381,,7,13,,105.28,114.2,,0.4198906755,2.61E-01,,,,0,7,13,98,7,,,,,,99.05316969,9,91.64,0.2731875022,5,-4,,
,,96.19236413,98.16404385,,7,13,,100.24,109,,0.4138379876,2.39E-01,,,,0,7,13,98,7,,,,,,99.05383331,9,88.9044,0.2649906197,4,-5,,
,,96.19764584,,,7,,,95.72,,,0.4018851431,,,,,0,7,0,98,7,,,,,,99.05443158,9,84,0.2618683071,4,-5,,
,,96.20014644,,,7,,,93.2,,,0.3538314423,,,,,0,7,0,98,7,,,,,,99.05517113,8,78.64,0.2415541231,4,-4,,
,,96.20335879,,,7,,,88.36,,,0.3683003888,,,,,0,7,0,98,7,,,,,,99.05565631,8,73.69417667,0.2127068203,4,-4,,
,,96.20622631,,,7,,,83.24,,,0.3491909474,,,,,0,7,0,98,7,,,,,,99.05630336,8,70.96,0.1971148875,4,-4,,
,,96.20800252,,,7,,,78.48,,,0.3110671593,,,,,0,7,0,98,7,,,,,,99.05712517,8,65.48,0.2377159142,3,-5,,
,,96.21246407,,,6,,,73.6,,,0.3194249193,,,,,0,6,0,98,7,,,,,,99.05760442,8,63.32,0.21447469,3,-5,,
,,96.21410645,,,6,,,69.64,,,0.2801095349,,,,,0,6,0,98,7,,,,,,99.05822327,8,62.04,0.1958572196,3,-5,,
,,96.21656007,,,6,,,66.2,,,0.3002455828,,,,,0,6,0,98,7,,,,,,99.05882239,7,59.76,0.1994230514,3,-4,,
,,96.21872622,,,6,,,62.88,,,0.2829447623,,,,,0,6,0,98,7,,,,,,99.05918707,7,56.76,0.2070897175,3,-4,,
,,96.22013778,,,6,,,60.88,,,0.2987834749,,,,,0,6,0,98,7,,,,,,99.05953753,7,54.6,0.2178445621,3,-4,,
,,96.22392794,,,6,,,58.48,,,0.280007447,,,,,0,6,0,98,7,,,,,,99.060052,7,52.2,0.2000458344,3,-4,,
,,96.22522187,,,6,,,56.2,,,0.24829612,,,,,0,6,0,98,7,,,,,,99.06039079,7,49.8,0.1736519618,3,-4,,
,,96.22699214,,,6,,,53.32,,,0.2339279496,,,,,0,6,0,98,7,,,,,,99.06081191,7,45.6,0.1631797862,3,-4,,
,,96.22898955,,,6,,,51.6,,,0.2043710762,,,,,0,6,0,98,7,,,,,,99.06105297,7,44.32,0.1793974797,2,-5,,
,,96.22999709,,,6,,,50.16,,,0.2255211013,,,,,0,6,0,98,7,,,,,,99.06165647,6,41.12,0.1774937529,2,-4,,
,,96.2332437,,,5,,,47.28,,,0.2504864325,,,,,0,5,0,98,7,,,,,,99.06206005,6,38.8,0.1606445715,2,-4,,
,,96.23391975,,,5,,,44.28,,,0.2484699356,,,,,0,5,0,98,7,,,,,,99.06228067,6,36.96,0.1755577661,2,-4,,
,,96.23545853,,,5,,,41.96,,,0.2091034386,,,,,0,5,0,98,7,,,,,,99.06261054,6,34.04,0.1550791269,2,-4,,
,,96.23688592,,,5,,,39.6,,,0.1844283955,,,,,0,5,0,98,7,,,,,,99.06277272,6,32.83956,0.1540621446,2,-4,,
,,96.2375608,,,5,,,38.16,,,0.2033354695,,,,,0,5,0,98,7,,,,,,99.06291701,6,29.76,0.1413792185,2,-4,,
,,96.23996118,,,5,,,35.28,,,0.2017262794,,,,,0,5,0,98,7,,,,,,99.06320302,5,27.6,0.1397504281,2,-3,,
,,96.2400532,,,4,,,33.16,,,0.2447383678,,,,,0,4,0,98,7,,,,,,99.06326541,5,24.64,0.1215162843,2,-3,,
,,96.24163597,,,4,,,31.04,,,0.1956555961,,,,,0,4,0,98,7,,,,,,99.06351089,5,22.6,0.1093135768,1,-4,,
,,96.24267021,,,4,,,26.2,,,0.1793598119,,,,,0,4,0,98,7,,,,,,99.0635592,5,20.76,0.1314369028,1,-4,,
,,96.24326383,,,4,,,24.56,,,0.1990356029,,,,,0,4,0,98,7,,,,,,99.06393892,5,18.16,0.1071921328,1,-4,,
,,96.2437513,,,4,,,22.52,,,0.1820795361,,,,,0,4,0,98,7,,,,,,99.06408347,5,15.04,0.08619668707,1,-4,,
,,96.24416202,,,4,,,20.16,,,0.1675386015,,,,,0,4,0,98,7,,,,,,99.06409466,4,13,0.1021534851,1,-3,,
,,96.24511481,,,3,,,17.64,,,0.155035732,,,,,0,3,0,98,7,,,,,,99.06422375,4,10.92,0.0953749275,1,-3,,
,,96.24572781,,,3,,,15.04,,,0.1677411353,,,,,0,3,0,98,7,,,,,,99.06414478,4,8.04,0.08316960642,1,-3,,
,,96.2459228,,,3,,,12.92,,,0.1407531577,,,,,0,3,0,98,7,,,,,,99.06407802,4,5.84,0.05129776674,1,-3,,
,,96.245923,,,3,,,10.44,,,0.1159785736,,,,,0,3,0,98,7,,,,,,99.06418923,4,5.52,0.0474937269,1,-3,,
,,96.24600694,,,3,,,8.96,,,0.1091041784,,,,,0,3,0,98,7,,,,,,99.06428723,4,8.32,0.03863309486,1,-3,,
,,96.24651071,,,3,,,6.12,,,0.09723237225,,,,,0,3,0,98,7,,,,,,99.0647669,3,17.8,0.05935865569,1,-2,,
,,96.24684037,,,3,,,5.52,,,0.05672845441,,,,,0,3,0,98,7,,,,,,99.06529426,3,38.72,0.1625151957,2,-1,,
,,96.24753524,,,3,,,8.92,,,0.05283581081,,,,,0,3,0,98,7,,,,,,99.06615825,3,53.32,0.2930214952,3,0,,
,,96.24922666,,,3,,,20.68,,,0.04212652639,,,,,0,3,0,98,7,,,,,,99.06701037,3,66.36,0.4371122792,3,0,,
,,96.24985983,,,3,,,31.76,,,0.1652343726,,,,,0,3,0,98,7,,,,,,99.06746193,3,75.92,0.4495870495,4,1,,
,,96.2442595,,,3,,,41.6,,,0.2091096519,,,,,0,3,0,98,7,,,,,,99.06353458,3,80.48,0.4371048392,4,1,,
,,96.20405459,,,2,,,51.84,,,0.3326306455,,,,,0,2,0,98,7,,,,,,99.03852551,3,76.56,0.7124604162,4,1,,
,,96.18420622,,,2,,,54.2,,,0.6468580511,,,,,0,2,0,98,7,,,,,,99.02199525,3,75.16,0.7467425722,4,1,,
,,96.1650682,,,2,,,55.6,,,0.5562678535,,,,,0,2,0,98,7,,,,,,99.00472151,3,69.86762182,0.7686993262,4,1,,
,,96.14602678,,,2,,,55.52,,,0.7096203196,,,,,0,2,0,98,7,,,,,,98.9885592,3,66.55347409,0.780793544,3,0,,
,,96.12666825,,,2,,,53.68,,,0.8449545519,,,,,0,2,0,98,7,,,,,,98.96530371,3,63.96,0.8025904342,3,0,,
,,96.08743441,,,2,,,52.48,,,0.8446641366,,,,,0,2,0,98,7,,,,,,98.96027848,15,68.44503667,0.4666813452,4,-11,,
,,96.06515801,,,2,,,52.12,,,0.9085434324,,,,,0,2,0,98,7,,,,,,98.96171616,15,80.49515391,0.4700900234,4,-11,,
,,96.04606368,,,2,,,51.04,,,0.5663194238,,,,,0,2,0,98,7,,,,,,98.96281308,15,85.99806755,0.4836403534,4,-11,,
,,96.02314872,,,2,,,51.92,,,0.8968457803,,,,,0,2,0,98,7,,,,,,98.96359949,15,90.50556233,0.4827316324,4,-11,,
,,95.99151196,,,4,,,54.90440889,,,0.6723712071,,,,,0,4,0,98,7,,,,,,98.96420895,15,88.36468533,0.3585873451,4,-11,,
,,95.97548546,,,4,,,54.41728,,,0.5400397177,,,,,0,4,0,98,7,,,,,,98.96453405,15,70.2,0.2867470199,4,-11,,
,,95.97349824,,,4,,,59.19800533,,,0.59251869,,,,,0,4,0,98,7,,,,,,98.96456087,15,51.52,0.2249016881,3,-12,,
,,95.97530696,,,4,,,58.16667067,,,0.5875289619,,,,,0,4,0,98,7,,,,,,98.96460012,15,30.88,0.1454759155,2,-13,,
,,95.97660091,,,4,,,59.7388,,,0.6091048111,,,,,0,4,0,98,7,,,,,,98.96488991,15,21.32,0.08849397254,1,-14,,
,,95.98010191,,,5,,,46.01746667,,,0.5287094141,,,,,0,5,0,98,7,,,,,,98.96513804,15,21.8,0.0691049408,1,-14,,
,,95.98028636,,,5,,,29.624545,,,0.4262836633,,,,,0,5,0,98,7,,,,,,98.96574537,15,33.32,0.05109341616,2,-13,,
,,95.98059895,,,5,,,20.92758933,,,0.2657557573,,,,,0,5,0,98,7,,,,,,98.96696628,15,52.68,0.05839706816,3,-12,,
,,95.98162477,,,5,,,20.15330933,,,0.1958496399,,,,,0,5,0,,7,,,,,,98.96782797,15,71.92,0.08033506293,4,-11,,
,,95.98337127,,,5,,,26.97288933,,,0.1538024112,,,,,0,5,0,,7,,,,,,98.96920279,15,92.36,0.1316419598,5,-10,,
,,95.9889181,,,5,,,51,,,0.1713439155,,,,,0,5,0,,7,,,,,,98.97039204,15,111.64,0.1643430247,5,-10,,
,,95.98872995,,,5,,,70.04083333,,,0.2351179361,,,,,0,5,0,,7,,,,,,98.97177654,15,124.16,0.2171022116,6,-9,,
,,95.98798418,,,5,,,84.44,,,0.3450632523,,,,,0,5,0,,7,,,,,,98.97322726,15,135.52,0.24214878,6,-9,,
,,95.99026905,,,5,,,98.64,,,0.406006775,,,,,0,5,0,,7,,,,,,98.97446425,15,141.6,0.2430052582,7,-8,,
,,95.97491248,,,5,,,104.04,,,0.6420797267,,,,,0,5,0,,7,,,,,,98.97605227,15,144.6,0.2824316948,7,-8,,
,,95.96232033,,,5,,,105.6,,,0.6702804721,,,,,0,5,0,,7,,,,,,98.97730287,15,144.92,0.2995062967,7,-8,,
,,95.93248614,,,5,,,102.52,,,0.6364869369,,,,,0,5,0,,7,,,,,,98.97861591,15,142.36,0.2934935655,7,-8,,
,,95.91735193,,,5,,,99.8,,,0.6338091455,,,,,0,5,0,,7,,,,,,98.98017005,15,136.4,0.3089220892,6,-9,,
,,95.89467002,,,5,,,100.64,,,0.519778501,,,,,0,5,0,,7,,,,,,98.98106403,15,127.28,0.2974211554,6,-9,,
,,95.8815386,,,5,,,97.04,,,0.6724880565,,,,,0,5,0,,7,,,,,,98.98207559,15,115.72,0.294364571,6,-9,,
,,95.85774806,,,5,,,99.36,,,0.6046974917,,,,,0,5,0,,7,,,,,,98.98255511,15,98.52,0.2377376716,5,-10,,
,,95.86170862,,,9,,,94.78958333,,,0.5235967591,,,,,0,9,0,,7,,,,,,98.98299932,15,79.08,0.2060163563,4,-11,,
,,95.8613159,,,9,,,92.48144222,,,0.5563722896,,,,,0,9,0,,7,,,,,,98.9832167,15,56.8,0.1783448547,3,-12,,
,,95.86280076,,,9,,,85.615767,,,0.5106158387,,,,,0,9,0,,7,,,,,,98.98312583,15,35.76,0.1318900882,2,-13,,
,,95.86353434,,,10,,,75.32228133,,,0.4583598841,,,,,0,10,0,,7,,,,,,98.98351151,15,27.32,0.1005148063,2,-13,,
,,95.86696593,,,10,,,56.82956933,,,0.305746914,,,,,0,10,0,,7,,,,,,98.98442507,15,43.36,0.06953227469,2,-13,,
,,95.86879787,,,10,,,38.074784,,,0.2808970761,,,,,0,10,0,,7,,,,,,98.98565774,15,71.32,0.06410783139,4,-11,,
,,95.86888275,,,10,,,26.680092,,,0.1635285338,,,,,0,10,0,,7,,,,,,98.98750504,15,107.16,0.08912312532,5,-10,,
,,95.87133833,,,10,,,37.011172,,,0.1050418785,,,,,0,10,0,,7,,,,,,98.98875791,15,135.52,0.1386645367,6,-9,,
,,95.87717024,,,10,,,64.84,,,0.1158553311,,,,,0,10,0,,7,,,,,,98.99040955,15,151.48,0.2341508025,7,-8,,
,,95.88502528,,,10,,,102.035752,,,0.1475826585,,,,,0,10,0,,7,,,,,,98.99187707,15,153.6,0.2875611441,7,-8,,
,,95.89190466,,,10,,,131.6262933,,,0.2080222925,,,,,0,10,0,,7,,,,,,98.99318564,15,153.76,0.2802718066,7,-8,,
,,95.8970706,,,10,,,149.04,,,0.3464171495,,,,,0,10,0,,7,,,,,,98.99456557,15,152.36,0.2947785194,7,-8,,
,,95.90259991,,,10,,,154.32,,,0.4236141205,,,,,0,10,0,,7,,,,,,98.99569971,15,149.76,0.2970696066,7,-8,,
,,95.9091614,,,10,,,156.4,,,0.4809679699,,,,,0,10,0,,7,,,,,,98.99691874,15,139.64,0.2951645997,7,-8,,
,,95.91806394,,,10,,,151.96,,,0.4777152137,,,,,0,10,0,,7,,,,,,98.99806835,15,130.6,0.2994262009,6,-9,,
,,95.92247979,,,10,,,148.96,,,0.4318874738,,,,,0,10,0,,7,,,,,,98.99900942,15,124.48,0.2765215385,6,-9,,
,,95.92647352,,,10,,,139.4,,,0.4451421414,,,,,0,10,0,,7,,,,,,99.00060771,15,123.84,0.2687646374,6,-9,,
,,95.93029225,,,10,,,132.16,,,0.422590464,,,,,0,10,0,,7,,,,,,99.00202444,15,133.56,0.2627272109,6,-9,,
,,95.93498586,,,9,,,124.96,,,0.4553170049,,,,,0,9,0,,7,,,,,,99.00344306,15,140.6714354,0.2473970496,7,-8,,
,,95.94304313,,,9,,,121.96,,,0.4090154076,,,,,0,9,0,,7,,,,,,99.00489598,15,150.4,0.2704245173,7,-8,,
,,95.9471656,,,9,,,129.6,,,0.3935923471,,,,,0,9,0,,7,,,,,,99.0061611,15,154.08,0.2447780216,7,-8,,
,,95.93900591,,,9,,,137.72,,,0.4267726094,,,,,0,9,0,,7,,,,,,99.00755394,15,153.48,0.2910177398,7,-8,,
,,95.94036132,,,9,,,146.4,,,0.4004473904,,,,,0,9,0,,7,,,,,,99.00905253,14,152.2,0.3248846168,7,-7,,
,,95.9439908,,,9,,,151.88,,,0.4394009226,,,,,0,9,0,,7,,,,,,99.01025791,14,151.2,0.307019754,7,-7,,
,,95.95212158,,,9,,,152.6,,,0.4702575449,,,,,0,9,0,,7,,,,,,99.0116424,14,150.28,0.3214151157,7,-7,,
,,95.95552084,,,9,,,152.24,,,0.5521140895,,,,,0,9,0,,7,,,,,,99.01298604,14,151.1191521,0.2645179845,7,-7,,
,,95.96066504,,,9,,,152.68,,,0.4865253421,,,,,0,9,0,,7,,,,,,99.01451656,14,150.32,0.3105926865,7,-7,,
,,95.96530675,,,9,,,150.84,,,0.4594648887,,,,,0,9,0,,7,,,,,,99.01602422,14,149.96,0.2810045763,7,-7,,
,,95.97084875,,,9,,,149.28,,,0.5094492446,,,,,0,9,0,,7,,,,,,99.0171631,14,148.76,0.28378377,7,-7,,
,,95.9783343,,,8,,,150.2,,,0.5385426169,,,,,0,8,0,,7,,,,,,99.01817606,14,140.23428,0.2976846591,7,-7,,
,,95.98304866,,,8,,,149.76,,,0.5083721522,,,,,0,8,0,,7,,,,,,99.01856437,14,111.88,0.2784464844,5,-9,,
,,95.98731851,,,8,,,149.32,,,0.5345707932,,,,,0,8,0,,7,,,,,,99.01847284,13,77.04,0.267326352,4,-9,,
,,95.99147983,,,8,,,143,,,0.495908189,,,,,0,8,0,,7,,,,,,99.01883426,13,49.12,0.1970939109,3,-10,,
,,95.99357241,,,8,,,116.48,,,0.4966823864,,,,,0,8,0,,7,,,,,,99.02000868,13,59.8,0.1500243001,3,-10,,
,,95.99484075,,,8,,,81,,,0.4827549984,,,,,0,8,0,,7,,,,,,99.02134521,13,82.96,0.119923626,4,-9,,
,,95.99497947,,,8,,,52.52,,,0.3621890285,,,,,0,8,0,,7,,,,,,99.02207265,13,100.32,0.1398905082,5,-8,,
,,95.99639493,,,8,,,57,,,0.2446610574,,,,,0,8,0,,7,,,,,,99.02267626,13,107.32,0.1882323877,5,-8,,
,,96.00123098,,,8,,,76.64,,,0.1392248405,,,,,0,8,0,,7,,,,,,99.0229235,12,74.16,0.2594355989,4,-8,,
,,96.00504989,,,8,,,97.28,,,0.1841554242,,,,,0,8,0,,7,,,,,,99.02292774,12,40.16,0.2126008588,2,-10,,
,,96.0081564,,,8,,,108,,,0.2794056862,,,,,0,8,0,,7,,,,,,99.02326481,12,31.12,0.1484142365,2,-10,,
,,96.00879847,,,8,,,83.92,,,0.3690759536,,,,,0,8,0,,7,,,,,,99.02397762,12,38.48,0.09650612632,2,-10,,
,,96.00836048,,,8,,,42.36,,,0.3298053057,,,,,0,8,0,,7,,,,,,99.02470877,12,56.67883868,0.07595142039,3,-9,,
,,96.00949987,,,8,,,30.32,,,0.2258423349,,,,,0,8,0,,7,,,,,,99.02602394,12,87.8,0.0919777252,4,-8,,
,,96.01174062,,,8,,,31.88,,,0.1315736488,,,,,0,8,0,,7,,,,,,99.02727391,12,116.64,0.1719278479,6,-6,,
