,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,259.525,260.4797867,260.375,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,9992,9828,9659,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.75,,original,,,,3815,-15533,,73,76
,93.36463764,97.61331884,99.65579363,26,24,32,452.9642857,453.8851479,459.6,7.05E-01,0.685843458,0.5417723806,20,19,19,6,5,13,97,,,,,,,,99.4291237,11,30.52,99.4291237,2,-9,0.75,,
,93.35840692,97.61295017,99.6557712,26,24,32,451.45,455.6445587,459.175,7.00E-01,0.699177372,0.5485783094,20,19,19,6,5,13,97,,,,,,,,99.42912168,11,23.52,99.42912168,2,-9,0.75,,
,93.3539465,97.6131339,99.65595152,26,24,32,448.0928571,452.0212817,456.15,7.44E-01,0.7022759907,0.5512393169,20,19,19,6,5,13,97,,,,,,,,99.42946795,11,25.32,99.42946795,2,-9,0.75,,
,93.34741185,97.6120244,99.65605608,26,24,32,446.575,445.3383628,454.45,7.11E-01,0.6754667655,0.5349440803,20,19,19,6,5,13,97,,,,,,,,99.42979565,11,39.44,99.42979565,2,-9,0.75,,
,93.34362435,97.61207449,99.65621426,26,24,32,445.85,450.71454,453.15,7.06E-01,0.6859963449,0.5109175268,20,19,19,6,5,13,97,,,,,,,,99.43026941,11,71.52,99.43026941,4,-7,0.75,,
,93.34274336,97.61253594,99.65633923,26,24,32,445.925,448.8661434,449.9729191,7.20E-01,0.6716853447,0.5409560753,20,19,19,6,5,13,97,,,,,,,,99.43086293,11,110.56,99.43086293,5,-6,0.75,,
,93.34253508,97.61319215,99.65636319,26,24,32,449.475,452.875,452.975,6.88E-01,0.6867560882,0.5206690577,20,19,19,6,5,13,97,,,,,,,,99.43137298,11,134.44,99.43137298,6,-5,0.75,,
,93.34236172,97.61216641,99.65661184,26,24,32,453.5814036,456.05,453.675,7.18E-01,0.6931176813,0.5251718986,20,19,19,6,5,13,97,,,,,,,,99.43196715,11,149.96,99.43196715,7,-4,0.75,,
,93.34186051,97.61055136,99.65670241,26,24,32,461.8357143,453.7,454.95,7.03E-01,0.6753296587,0.5098857556,20,19,19,6,5,13,97,,,,,,,,99.43242614,10,150.68,99.43242614,7,-3,0.75,,
,93.33371401,97.60752719,99.65616322,26,24,32,464.2035714,459.3,458.1,7.32E-01,0.6978177659,0.5250002944,21,20,19,5,4,13,97,,,,,,,,99.4328958,10,150.4,99.4328958,7,-3,0.75,,
,93.31993572,97.6031759,99.65574044,26,24,32,458.2464286,458.8,458.2,7.13E-01,0.6690491586,0.5419165232,20,19,19,6,5,13,97,,,,,,,,99.43326662,10,131.12,99.43326662,6,-4,0.75,,
,93.29332168,97.60286688,99.65591362,26,24,32,452.0285714,456.875,459.6,6.93E-01,0.7348494765,0.5330005828,20,19,19,6,5,13,97,,,,,,,,99.43321954,10,89.48,99.43321954,4,-6,0.75,,
,93.26729214,97.60343132,99.65565432,26,24,32,448.1535714,458.2357143,457.1271266,7.65E-01,0.697249652,0.5306101099,20,19,19,6,5,13,97,,,,,,,,99.43341255,10,59.31590727,99.43341255,3,-7,0.75,,
,93.24416834,97.60333062,99.65565127,26,24,32,444.5071429,450.2142857,454.775,7.51E-01,0.6646240549,0.5350141946,20,19,19,6,5,13,97,,,,,,,,99.43340205,10,29.6,99.43340205,2,-8,0.75,,
,93.21710788,97.60165139,99.65556678,26,24,32,445.4,446.4714286,452.9,7.41E-01,0.6700026409,0.526443895,20,19,19,6,5,13,97,,,,,,,,99.43337121,10,1.136173333,99.43337121,1,-9,0.75,,
,93.21058376,97.59981942,99.65497085,26,24,32,446.725,450.6535714,447.9,7.02E-01,0.6615562799,0.5553638288,20,19,19,6,5,13,97,,,,,,,,99.43333943,10,0,99.43333943,0,-10,0.75,,
,93.20318145,97.5964983,99.65501381,26,24,32,447.9928571,447.9178571,453.675,6.88E-01,0.6738464717,0.5422416888,20,19,19,6,5,13,97,,,,,,,,99.43330937,10,0,99.43330937,0,-10,0.75,,
,93.19811897,97.59033422,99.65459436,26,24,32,455.725,451.6,455.2928029,7.43E-01,0.6909449193,0.5021060955,20,19,19,6,5,13,97,,,,,,,,99.43346946,10,14.88,99.43346946,1,-9,0.75,,
,93.18541349,97.58283929,99.65463724,26,24,32,457.925,454.4,452.375,7.13E-01,0.6737587158,0.5349240073,20,19,19,6,5,13,97,,,,,,,,99.43389128,9,44.52,99.43389128,2,-7,0.75,,
,93.17619717,97.58124037,99.65438473,26,24,32,464.4118085,454.825,457.85,7.49E-01,0.6925538482,0.5340162857,21,19,19,5,5,13,97,,,,,,,,99.43446874,9,77.32,99.43446874,4,-5,0.75,,
,93.15659486,97.57993134,99.65422358,26,23,34,461.2035714,460.7663238,457.1299185,7.46E-01,0.6902529971,0.49528225,21,20,19,5,3,15,97,,,,,,,,99.4349768,9,114.9578563,99.4349768,6,-3,0.75,,
,93.13927127,97.57874059,99.65379232,26,23,34,446.275,455.525,460.0663456,7.66E-01,0.7302119225,0.4880175677,20,19,19,6,4,15,97,,,,,,,,99.4354873,9,150.16,99.4354873,7,-2,0.75,,
,93.11189643,97.57444061,99.65361733,26,23,34,444.175,456.175,462.4540067,7.44E-01,0.7525957644,0.5053711823,20,19,19,6,4,15,97,,,,,,,,99.43623,9,150.76,99.43623,7,-2,0.75,,
,93.08376034,97.57248971,99.65215055,26,23,34,435.3142857,455.25,454.746749,7.36E-01,0.7345084936,0.5074767201,19,19,19,7,4,15,97,,,,,,,,99.43665663,9,150,99.43665663,7,-2,0.75,,
,93.05468459,97.56767271,99.65109845,26,23,34,432.6992044,447.4,453.9203528,6.85E-01,0.7107557885,0.4862061368,19,19,19,7,4,15,97,,,,,,,,99.43715306,9,140.32,99.43715306,7,-2,0.75,,
,93.00287263,97.5612726,99.65114369,26,23,34,441.15,449.4567311,451.6226933,7.54E-01,0.7143769217,0.5073539061,20,19,19,6,4,15,97,,,,,,,,99.43736153,9,124.84,99.43736153,6,-3,0.75,,
,92.9731377,97.55984196,99.65103994,26,23,34,447.8880571,447.275,449.5780106,7.43E-01,0.7267553246,0.510822144,20,19,19,6,4,15,97,,,,,,,,99.4375923,9,101.72,99.4375923,5,-4,0.75,,
,92.95086241,97.55768077,99.65062744,26,23,34,453.8642857,451.3,455.6259584,7.51E-01,0.7459870792,0.5026811134,20,19,19,6,4,15,97,,,,,,,,99.43786826,9,86.68,99.43786826,4,-5,0.75,,
,92.93073544,97.55299483,99.6505743,26,23,34,461.075,454,455.075,7.48E-01,0.7005381729,0.4916296179,21,19,19,5,4,15,97,,,,,,,,99.43805508,9,73.72,99.43805508,4,-5,0.75,,
,92.91418996,97.54749356,99.64985144,26,23,34,466.8035714,453.1964286,458.225,7.44E-01,0.7123775702,0.5097237516,21,19,19,5,4,15,97,,,,,,,,99.43832965,9,69.6,99.43832965,4,-5,0.75,,
,92.90190679,97.5439176,99.64976267,26,23,34,462.9550819,457.775,456.7901491,7.86E-01,0.6890294893,0.5236245397,21,19,19,5,4,15,97,,,,,,,,99.43843544,9,62.56,99.43843544,3,-6,0.75,,
,92.88494248,97.53689309,99.64874849,26,23,34,459.0714286,456.125,459.3474693,7.61E-01,0.7228223093,0.5223464188,20,19,19,6,4,15,97,,,,,,,,99.43853811,9,50.64,99.43853811,3,-6,0.75,,
,92.86851619,97.53050798,99.64661307,26,23,34,436.7107143,453.45,462.0740344,7.83E-01,0.7373069442,0.4896392867,20,19,19,6,4,15,97,,,,,,,,99.43869404,9,37.04,99.43869404,2,-7,0.75,,
,92.84026855,97.52671132,99.64639352,26,23,34,433.7535714,458,456.2730353,7.49E-01,0.6946387253,0.511915894,19,19,19,7,4,15,97,,,,,,,,99.4386631,8,21.48,99.4386631,1,-7,0.75,,
,92.81477541,97.52410024,99.64559126,26,23,34,429.3214286,451.75,455.4506938,6.67E-01,0.7025648972,0.5144859317,19,19,19,7,4,15,97,,,,,,,,99.43866616,8,6.28,99.43866616,1,-7,0.75,,
,92.78867995,97.52072254,99.6455101,26,23,34,422.9071429,447.0321429,453.4519503,7.09E-01,0.7261129367,0.518893833,19,19,19,7,4,15,97,,,,,,,,99.4386407,8,1.4,99.4386407,1,-7,0.75,,
,92.74797325,97.5157449,99.64523155,26,23,34,432.0141429,448.325,447.55,7.21E-01,0.6954511228,0.5192353515,19,19,19,7,4,15,97,,,,,,,,99.43863335,8,0,99.43863335,0,-8,0.75,,
,92.70724084,97.51131438,99.64465501,26,23,34,449.1,447.9,454.425,7.17E-01,0.7111615696,0.4905500026,20,19,19,6,4,15,97,,,,,,,,99.43860891,8,0,99.43860891,0,-8,0.75,,
,92.68292272,97.50718806,99.64411725,26,23,34,459.75,449.9892857,454.2,7.01E-01,0.7077586234,0.5257843088,21,19,19,5,4,15,97,,,,,,,,99.43858013,8,0.72,99.43858013,1,-7,0.75,,
,92.67096903,97.50252749,99.64380135,26,23,34,465.9892857,452.925,453.0509732,7.31E-01,0.7353595897,0.521368661,21,19,19,5,4,15,97,,,,,,,,99.43892012,8,31.08,99.43892012,2,-6,0.75,,
,92.65807543,97.4986436,99.64361076,26,23,34,472.375,453.7,456.6013153,7.82E-01,0.7464086487,0.5086897357,21,19,19,5,4,15,97,,,,,,,,99.43939998,7,64.72,99.43939998,3,-4,0.75,,
,92.65029782,97.4957579,99.64358185,26,23,34,468.3448533,457.55,456.375,7.83E-01,0.7257821653,0.5041922654,21,19,19,5,4,15,97,,,,,,,,99.43976803,7,84.64,99.43976803,4,-3,0.75,,
,92.63817541,97.49158857,99.64337141,26,23,34,456.65,453.675,458.6452647,7.76E-01,0.7364286999,0.4965729379,20,19,19,6,4,15,97,,,,,,,,99.44010249,7,96.44,99.44010249,5,-2,0.75,,
,92.61971102,97.48648385,99.64312109,26,23,34,434.6321429,452.925,464.275,7.38E-01,0.6929805806,0.5154231866,19,19,19,7,4,15,97,,,,,,,,99.44016539,7,87.16,99.44016539,4,-3,0.75,,
,92.58847781,97.48009702,99.6429837,26,23,34,428.3527665,457.575,458.275,6.94E-01,0.7256586478,0.5062016359,19,19,19,7,4,15,97,,,,,,,,99.44016725,7,42.32,99.44016725,2,-5,0.75,,
,92.56121792,97.47852644,99.64314283,26,23,34,423.1887181,447.6433864,456.4,7.53E-01,0.7491147529,0.5282119231,19,19,19,7,4,15,97,,,,,,,,99.44012209,7,18.2,99.44012209,1,-6,0.75,,
,92.5328729,97.4736259,99.64327073,26,23,34,413.9464895,448.325,454.0996707,7.07E-01,0.716353479,0.512660673,19,19,19,7,4,15,97,,,,,,,,99.44014131,7,4.44,99.44014131,1,-6,0.75,,
,92.49354455,97.47056113,99.64316809,26,23,34,424.2619676,448.675,451.1464286,6.72E-01,0.7272757192,0.504226473,19,19,19,7,4,15,97,,,,,,,,99.44011171,7,0.76,99.44011171,1,-6,0.75,,
,92.43681705,97.47002055,99.64319934,26,23,34,449.7372404,451.6,454.925,6.98E-01,0.6369505994,0.5106511917,20,19,19,6,4,15,97,,,,,,,,99.44007646,7,0,99.44007646,0,-7,0.75,,
,92.4060776,97.46705743,99.64293544,26,23,34,461.2642857,452.2035714,456.079846,7.04E-01,0.688452958,0.5023092285,21,19,19,5,4,15,97,,,,,,,,99.44006666,7,0,99.44006666,0,-7,0.75,,
,92.39118448,97.456995,99.64281908,26,23,34,477.6373434,454.0714286,456,7.80E-01,0.7044998168,0.4738073696,21,19,19,5,4,15,97,,,,,,,,99.44002338,7,0,99.44002338,0,-7,0.75,,
,92.38165821,97.4516597,99.64218717,26,23,34,475.72596,460.375,454.675,7.69E-01,0.7203016911,0.5126038504,21,20,19,5,3,15,97,,,,,,,,99.44003568,7,0,99.44003568,0,-7,0.75,,
,92.37223096,97.44822729,99.64189155,26,23,34,476.35,454.0464286,458.85,7.73E-01,0.7189731048,0.5010416105,21,19,19,5,4,15,97,,,,,,,,99.44018646,6,0,99.44018646,0,-6,0.75,,
,92.35777572,97.44378491,99.64208885,26,23,34,457.2928571,453.6392857,462.8035714,7.40E-01,0.697102195,0.507916031,21,19,19,5,4,15,97,,,,,,,,99.44021568,6,0,99.44021568,0,-6,0.75,,
,92.33625565,97.44008956,99.64207408,26,23,34,437.7142857,458.175,459.4607143,7.52E-01,0.7490750664,0.5108968975,20,20,19,6,3,15,97,,,,,,,,99.44015945,6,0,99.44015945,0,-6,0.75,,
,92.31196046,97.43972567,99.64186061,26,23,34,428.9257775,451.6535714,455.3464286,7.42E-01,0.7290064403,0.4875630773,19,19,19,7,4,15,97,,,,,,,,99.44012368,6,1,99.44012368,1,-5,0.75,,
,92.29871213,97.43749263,99.64117053,26,23,34,409.2051266,446.025,454.1,7.25E-01,0.685679482,0.5036516205,18,19,19,8,4,15,97,,,,,,,,99.44019508,6,5.4,99.44019508,1,-5,0.75,,
,92.25982483,97.43240012,99.64091583,26,23,33,410.5,448.65,446.87732,7.04E-01,0.7399465817,0.5061572295,18,19,19,8,4,14,97,,,,,,,,99.44020547,6,7.44,99.44020547,1,-5,0.75,,
,92.23769488,97.42997179,99.64000997,26,23,33,414.5934679,447.537902,453.7938295,6.40E-01,0.7319553286,0.5141986315,19,19,19,7,4,14,97,,,,,,,,99.44024278,5,10.08,99.44024278,1,-4,0.75,,
,92.19164049,97.42568132,99.63806098,26,23,33,440.0176071,451.15,455.875,6.41E-01,0.7161393712,0.5159865427,20,19,19,6,4,14,97,,,,,,,,99.44027673,5,16.08,99.44027673,1,-4,0.75,,
,92.14520207,97.41728052,99.63344658,26,23,33,474.575,450.925,455.3,7.35E-01,0.7216979934,0.5174005498,21,19,19,5,4,14,97,,,,,,,,99.44049493,5,32.4,99.44049493,2,-3,0.75,,
,92.12104215,97.40293146,99.63260085,26,23,33,480.95,453.8678571,456.15,7.15E-01,0.7127659163,0.5405511928,22,19,19,4,4,14,97,,,,,,,,99.44089618,5,51.08,99.44089618,3,-2,0.75,,
,92.10910525,97.39534667,99.63278149,26,23,33,480.125,459.75,458.5,7.56E-01,0.7087396378,0.5138816217,22,20,19,4,3,14,97,,,,,,,,99.44140419,5,75.84,99.44140419,4,-1,0.75,,
,92.09792334,97.39130995,99.63218245,26,23,33,471.1,453.975,457.15,8.14E-01,0.6992768585,0.5365427806,21,19,19,5,4,14,97,,,,,,,,99.44153551,5,107.72,99.44153551,5,0,0.75,,
,92.08474144,97.38677832,99.6316456,26,23,33,444.5431829,453.025,461.325,7.71E-01,0.7483765684,0.536024579,20,19,19,6,4,14,97,,,,,,,,99.43622089,5,117.6,99.43622089,6,1,0.75,,
,92.04373594,97.38083184,99.63112777,26,23,33,444.2674743,457.7781094,455.3314627,7.56E-01,0.7512273352,0.5202515366,20,19,19,6,4,14,97,,,,,,,,99.419341,5,114.08,99.419341,5,0,0.75,,
,92.01580384,97.37699331,99.63079868,26,23,33,426.7464165,448.825,453.5,7.22E-01,0.7119562174,0.5269369179,19,19,19,7,4,14,97,,,,,,,,99.41685017,5,110.72,99.41685017,5,0,0.75,,
,91.9911048,97.36851992,99.62996664,26,23,33,402.0864692,449.025,452.4,6.90E-01,0.7432925682,0.5331691794,18,19,19,8,4,14,97,,,,,,,,99.41707467,5,108.16,99.41707467,5,0,0.75,,
,91.95770716,97.36025286,99.63000106,26,23,33,408.1821429,448.95,450.55,6.76E-01,0.7068786438,0.5120344974,18,19,19,8,4,14,97,,,,,,,,99.41754679,5,101.68,99.41754679,5,0,0.75,,
,91.92661574,97.35568615,99.63006154,26,23,33,414.225,451.775,454.775,6.78E-01,0.7415038668,0.5263022829,19,19,19,7,4,14,97,,,,,,,,99.41761092,5,91.2012385,99.41761092,4,-1,0.75,,
,91.89069169,97.35289102,99.62921268,26,23,33,438.2750756,450.25,454.9857143,6.86E-01,0.7367368795,0.5056074147,20,19,19,6,4,14,97,,,,,,,,99.41766323,5,59.32,99.41766323,3,-2,0.75,,
,91.84275628,97.34949238,99.62841213,26,23,33,469.5974356,449.25,456,6.84E-01,0.7388076254,0.5052687449,21,19,19,5,4,14,97,,,,,,,,99.41764255,18,40.73551667,99.41764255,2,-16,0.75,,
,91.79794891,97.34139282,99.62696272,26,23,33,481.9785714,455.425,456.4016408,7.56E-01,0.6976062475,0.5181783911,22,19,19,4,4,14,97,,,,,,,,99.41797972,18,30.45420889,99.41797972,2,-16,0.75,,
,91.78464255,97.33266608,99.626005,26,23,33,486.4892857,455.45,459.45,8.21E-01,0.7059963917,0.5252940068,22,19,19,4,4,14,97,,,,,,,,99.41843341,18,41.72230967,99.41843341,2,-16,0.75,,
,91.77770988,97.32521691,99.62554689,26,23,33,465.1,450.95,460.4,7.95E-01,0.7169753364,0.5343595568,21,19,19,5,4,14,97,,,,,,,,99.41886244,18,70.9446,99.41886244,4,-14,0.75,,
,91.75789753,97.32251506,99.62569274,26,23,33,442.6678571,456.175,460.9,7.84E-01,0.7522209717,0.5179755755,20,19,19,6,4,14,97,,,,,,,,99.41945958,18,103.1010467,99.41945958,5,-13,0.75,,
,91.72157109,97.32215811,99.62578568,26,23,33,448.1,452.925,455.025,7.72E-01,0.7304436016,0.5363240811,20,19,19,6,4,14,97,,,,,,,,99.41989653,18,127.3221,99.41989653,6,-12,0.75,,
,91.69685905,97.31738305,99.62574461,26,23,33,417.25,446.3072967,453.375,7.27E-01,0.7446629482,0.5179697133,19,19,19,7,4,14,97,,,,,,,,99.42032505,17,136.68,99.42032505,6,-11,0.75,,
,91.66284111,97.31212056,99.6258801,26,23,33,407.9071429,451.4,448.6740007,7.33E-01,0.7422232311,0.5191378689,18,19,19,8,4,14,97,,,,,,,,99.4208917,17,139.4,99.4208917,7,-10,0.75,,
,91.63690245,97.3068964,99.62598088,26,23,33,403.1178571,450.3928571,450.25,6.83E-01,0.7250489065,0.5278181379,18,19,19,8,4,14,97,,,,,,,,99.42144291,17,141.8,99.42144291,7,-10,0.75,,
,91.60656935,97.30572179,99.62616013,26,23,33,423.0857143,450.7107143,454.725,6.83E-01,0.7447999117,0.503589986,19,19,19,7,4,14,97,,,,,,,,99.42188821,17,137.44,99.42188821,7,-10,0.75,,
,91.56795726,97.30459909,99.62594355,26,23,33,458.875,452.2,454.825,6.81E-01,0.6717490159,0.5208340207,21,19,19,5,4,14,97,,,,,,,,99.42219129,17,129,99.42219129,6,-11,0.75,,
,91.53495587,97.30284225,99.62595559,26,23,33,470.4375809,447.7,456.875,6.93E-01,0.7055086129,0.5153113756,21,19,19,5,4,14,97,,,,,,,,99.42263052,17,114.16,99.42263052,5,-12,0.75,,
,91.49422512,97.30273839,99.6257662,26,23,33,487.725,460.3,457.5740251,7.81E-01,0.7302585452,0.506469682,22,20,19,4,3,14,97,,,,,,,,99.42273416,17,87.33504,99.42273416,4,-13,0.75,,
,91.48688035,97.30255835,99.62565637,26,23,33,479.375,456.3571429,457.9390179,7.84E-01,0.735194871,0.5164849352,22,19,19,4,4,14,97,,,,,,,,99.42271027,17,52.78507333,99.42271027,3,-14,0.75,,
,91.48214739,97.29942164,99.62405314,26,23,33,446.8678571,452.4678571,463.251052,7.68E-01,0.7258973694,0.5291936127,20,19,19,6,4,14,97,,,,,,,,99.42268697,17,25.24,99.42268697,2,-15,0.75,,
,91.45551931,97.29596048,99.62409291,26,23,33,450.7464286,458.025,456.175,7.71E-01,0.6696716839,0.5345276021,20,20,19,6,3,14,97,,,,,,,,99.4226182,17,6.92,99.4226182,1,-16,0.75,,
,91.43330589,97.29369443,99.62337657,26,23,33,445.2107143,451.4357143,456.65,7.41E-01,0.7280040063,0.5231773217,20,19,19,6,4,14,97,,,,,,,,99.42267895,16,0.16,99.42267895,1,-15,0.75,,
,91.4127409,97.28753012,99.62360861,26,23,33,417.1911041,448.1,451.575,7.48E-01,0.7089347872,0.5294299164,19,19,19,7,4,14,97,,,,,,,,99.42262086,16,0,99.42262086,0,-16,0.75,,
,91.37684688,97.28563714,99.62380968,26,23,33,412.6763626,451.25,447.625,7.20E-01,0.7110812625,0.5018927863,19,19,19,7,4,14,97,,,,,,,,99.42259932,16,0.36,99.42259932,1,-15,0.75,,
,91.35180157,97.28523421,99.6239123,26,23,33,402.725,455.3597218,453.1009563,7.04E-01,0.7182061882,0.4916844834,18,19,19,8,4,14,97,,,,,,,,99.422609,16,2.36,99.422609,1,-15,0.75,,
,91.3195684,97.28412365,99.62393613,26,23,33,429.5,452.65,454.9990082,6.72E-01,0.6565009068,0.5197867749,20,19,19,6,4,14,97,,,,,,,,99.42263804,16,10.6,99.42263804,1,-15,0.75,,
,91.28705328,97.28013217,99.62391239,26,23,33,465.8535714,449.175,456.0742263,6.61E-01,0.7186815052,0.4944162863,21,19,19,5,4,14,97,,,,,,,,99.42322703,16,35.84,99.42322703,2,-14,0.75,,
,91.25633029,97.2764164,99.62379138,26,23,33,473.3535714,455.2928571,456.4010351,7.52E-01,0.7164189085,0.5013376293,21,19,19,5,4,14,97,,,,,,,,99.42363854,16,65.96,99.42363854,3,-13,0.75,,
,91.22337059,97.27180791,99.62394338,26,23,33,496.5,457.0821429,458.875,7.76E-01,0.6758987761,0.5110874366,22,19,19,4,4,14,97,,,,,,,,99.42427447,15,104.44,99.42427447,5,-10,0.75,,
,91.21681157,97.26991302,99.62418161,26,23,33,473.2035714,454.25,461.15,7.96E-01,0.7600302648,0.5160246427,21,19,19,5,4,14,97,,,,,,,,99.42474747,15,133.36,99.42474747,6,-9,0.75,,
,91.1958351,97.26817367,99.62376772,26,23,33,441.8653524,456.9479827,464.85,7.69E-01,0.7167858732,0.5269854915,20,19,19,6,4,14,97,,,,,,,,99.42517228,15,145.84,99.42517228,7,-8,0.75,,
,91.15891055,97.26487836,99.62376266,26,23,33,451.325,454.325,455.5190193,7.64E-01,0.7265159803,0.5270228854,21,19,19,5,4,14,97,,,,,,,,99.4257689,15,148.88,99.4257689,7,-8,0.75,,
,91.14412225,97.26265627,99.62369343,26,23,33,429.4274298,445.825,451.8188566,7.45E-01,0.7194326074,0.5129840656,20,19,19,6,4,14,97,,,,,,,,99.42622225,15,149.44,99.42622225,7,-8,0.75,,
,91.12253152,97.25976377,99.62340935,26,23,33,416.8303994,449.9571429,448.65068,7.10E-01,0.7081463017,0.5144940989,19,19,19,7,4,14,97,,,,,,,,99.4268413,15,150.48,99.4268413,7,-8,0.75,,
,91.08776123,97.2557819,99.62299928,26,23,33,412.975,453.525,450.525,6.93E-01,0.7360185095,0.5077869169,19,19,19,7,4,14,97,,,,,,,,99.42732665,15,150.96,99.42732665,7,-8,0.75,,
,91.06357802,97.2526692,99.62285977,26,23,33,413.536,451.2,455.45,6.71E-01,0.6574039571,0.5114655587,19,19,19,7,4,14,97,,,,,,,,99.42773583,15,148.68,99.42773583,7,-8,0.75,,
,91.03523021,97.24616512,99.62222471,26,23,33,452.0892857,450.975,452.65,6.58E-01,0.7045342623,0.4881346293,21,19,19,5,4,14,97,,,,,,,,99.42815277,15,123,99.42815277,6,-9,0.75,,
,91.00113929,97.24291907,99.62228798,26,23,33,463.9642857,449.2268927,456.275,7.42E-01,0.746144836,0.5045720941,21,19,19,5,4,14,97,,,,,,,,99.42808851,15,87.45576,99.42808851,4,-11,0.75,,
,90.97007566,97.24135972,99.62212516,26,23,33,475.4321429,459.2214286,455.4809912,7.31E-01,0.7135548741,0.5245907984,22,20,19,4,3,14,97,,,,,,,,99.42813363,15,48.96,99.42813363,3,-12,0.75,,
,90.94405776,97.23992289,99.62152384,26,23,33,492.5800472,457.5,457.825,7.96E-01,0.7304053078,0.5021041942,22,20,19,4,3,14,97,,,,,,,,99.42818999,15,22.52,99.42818999,1,-14,0.75,,
,90.93933822,97.23433607,99.62089238,26,23,33,444.9264811,454.35,463.275,7.73E-01,0.6946542574,0.5227104865,20,19,19,6,4,14,97,,,,,,,,99.42826992,15,19.12,99.42826992,1,-14,0.75,,
,90.91531085,97.22819323,99.62074112,26,23,33,446.475,455.4,453.8,7.61E-01,0.723567554,0.5201066785,20,19,19,6,4,14,97,,,,,,,,99.42846273,15,27.84,99.42846273,2,-13,0.75,,
,90.88456586,97.22658439,99.62044746,26,23,33,452.6535714,448.85,454.725,7.66E-01,0.7451325056,0.5048441932,21,19,19,5,4,14,97,,,,,,,,99.42857823,14,36.12,99.42857823,2,-12,0.75,,
,90.87012921,97.22518719,99.61960914,26,23,33,426.525,446.9321429,452.775,7.42E-01,0.7288442977,0.5129322767,19,19,19,7,4,14,97,,,,,,,,99.42869811,14,38.68,99.42869811,2,-12,0.75,,
,90.84084845,97.22109974,99.61954979,26,23,33,417.42832,450.725,449.05,7.23E-01,0.7380649985,0.5308500903,19,19,19,7,4,14,97,,,,,,,,99.42876293,14,38.48,99.42876293,2,-12,0.75,,
,90.81715946,97.22046284,99.61943434,26,23,33,409.8785714,455.9214286,456.2492988,6.63E-01,0.7007317581,0.5383908446,19,19,19,7,4,14,97,,,,,,,,99.42883833,14,33.64,99.42883833,2,-12,0.75,,
,90.79004244,97.21874666,99.61930498,26,23,33,425.6,449.775,456.025,6.30E-01,0.7256128451,0.5406848612,19,19,19,7,4,14,97,,,,,,,,99.42900895,14,24.76,99.42900895,2,-12,0.75,,
,90.76399325,97.21537344,99.61902821,26,23,33,460.8821429,447.5,453.675,7.16E-01,0.7442838858,0.5059238529,21,19,19,5,4,14,97,,,,,,,,99.42898878,14,14.44,99.42898878,1,-13,0.75,,
,90.73962817,97.20827288,99.61908051,26,23,33,465.6456349,454.95,457.5928571,7.34E-01,0.7600758594,0.5275417212,21,19,19,5,4,14,97,,,,,,,,99.42897551,14,5.56,99.42897551,1,-13,0.75,,
,90.70954264,97.20573114,99.61885529,26,23,33,485.125,457.15,458.15,7.20E-01,0.7251658008,0.5415371518,22,20,19,4,3,14,97,,,,,,,,99.4289152,13,0.08,99.4289152,1,-12,0.75,,
,90.7042249,97.20151011,99.61895898,26,23,33,466.9,452.9035241,460.125,7.05E-01,0.7242142436,0.5152386316,21,19,19,5,4,14,97,,,,,,,,99.42896807,13,0,99.42896807,0,-13,0.75,,
,90.68135778,97.194401,99.61874894,26,23,33,437.4946343,453.8,462.4506763,8.08E-01,0.7472684384,0.5381727634,20,19,19,6,4,14,97,,,,,,,,99.4289152,13,0,99.4289152,0,-13,0.75,,
,90.64371191,97.1923599,99.61849926,26,23,33,443.4428571,454.35,455.5892857,7.54E-01,0.7598887931,0.534431278,20,19,19,6,4,14,97,,,,,,,,99.42890224,13,0,99.42890224,0,-13,0.75,,
,90.61654448,97.19200104,99.61816619,26,23,33,444.025,448.95,452.4989325,7.51E-01,0.7214665425,0.5354465833,20,19,19,6,4,14,97,,,,,,,,99.42888267,13,0,99.42888267,0,-13,0.75,,
,90.60070824,97.18864072,99.61809707,26,23,33,423.0392768,451.2214612,448.875,7.53E-01,0.7274615636,0.5157760808,19,19,19,7,4,14,97,,,,,,,,99.42881172,13,0,99.42881172,0,-13,0.75,,
,90.57103104,97.18315744,99.61801022,26,23,33,413.9905232,452.725,452.325,7.48E-01,0.7108627229,0.5118996112,19,19,19,7,4,14,97,,,,,,,,99.42886483,13,0,99.42886483,0,-13,0.75,,
,90.54389237,97.18104651,99.61816515,26,23,33,408.5301429,453.125,455.05,7.07E-01,0.7229612378,0.5121255521,19,19,19,7,4,14,97,,,,,,,,99.42899278,12,0,99.42899278,0,-12,0.75,,
,90.51796761,97.17965189,99.61832994,26,23,33,461.2,450.0901339,453.55,6.93E-01,0.71497442,0.5012975623,21,19,19,5,4,14,97,,,,,,,,99.42903183,12,0,99.42903183,0,-12,0.75,,
,90.50509503,97.17916176,99.61851113,26,23,33,462.2211712,449.65,456.65,7.31E-01,0.7140727805,0.5191871214,21,19,19,5,4,14,97,,,,,,,,99.42896255,12,0,99.42896255,0,-12,0.75,,
