,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
6042,77.0160947,92.64855879,98.04817929,2,5,7,39.6,95.08,105.4571617,0.7817190909,0.6917964056,0.5354793901,3,5,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
6048,76.98737724,92.64310722,98.05021064,2,6,7,40.6,97,111.298528,0.6491491191,0.6373231918,0.573757881,3,5,5,-1,1,2,98,7,,,,,0.65,,,,,,,,0.7
6054,76.96756974,92.64128119,98.05120121,2,6,7,41.2,95.93642667,114.3444373,0.7869029503,0.6244123157,0.5889373348,3,5,5,-1,1,2,98,7,,,,,0.65,,,,,,,,0.7
6060,76.94998277,92.6294061,98.04432587,2,6,7,42,94.30284047,119.8,0.7879894061,0.5545326469,0.5334942844,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6066,76.92703201,92.61961939,98.04597627,2,6,7,42.08,97.727248,123.44,0.7878866692,0.5348371165,0.6112042944,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6072,76.90767143,92.61736385,98.04281203,2,6,7,42.12,99.39175733,123.92,0.7114793882,0.5849148686,0.5513081883,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6078,76.8816589,92.60328348,98.0411882,2,6,7,40.8,102.52,124.72,0.4336894433,0.6188769582,0.5823424638,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6084,76.8653839,92.59173145,98.04147279,2,6,7,40.16,103.28,127.72,0.7642418573,0.6026714582,0.5729663892,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6090,76.84610282,92.58141442,98.04554476,2,6,7,39,104.04,131.4,0.6454489753,0.5833527888,0.5168192006,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6096,76.82569522,92.57611945,98.04973763,2,6,7,37.24,107,133.52,0.7703680351,0.561591003,0.5347363004,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6102,76.81099257,92.5776828,98.05066373,2,6,7,36.95857291,110.04,135.48,0.709539973,0.5261756912,0.5295367834,3,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6108,76.78562544,92.57344461,98.05231511,2,6,7,37.4,113.64,137.16,0.7533278932,0.615057941,0.582347991,3,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6114,76.76720702,92.56129838,98.05099112,2,6,7,39.64,114.8,136.16,0.7693471425,0.6117240002,0.5339847934,3,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6120,76.73601804,92.54819471,98.04543208,2,6,7,43,115.16,132.72,0.7651885915,0.6654941037,0.4639895723,3,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6126,76.71303233,92.55829143,98.03444748,3,6,7,44.2173,116.64,131.64,0.5418032749,0.6276386096,0.5871699496,3,6,6,0,0,1,98,7,,,,,0.65,,,,,,,,0.7
6132,76.6777085,92.54603851,98.0355692,3,6,7,47.03846889,115.84,132.72,0.6445759103,0.6047317475,0.5460730155,3,6,6,0,0,1,98,7,,,,,0.65,,,,,,,,0.7
6138,76.67089129,92.53904377,98.03747056,3,6,7,49.706032,113.92,135.48,0.5771970405,0.635234206,0.5057004372,3,6,6,0,0,1,98,7,,,,,0.65,,,,,,,,0.7
6144,76.65499109,92.51975408,98.03994665,3,6,7,53.09956,110.52,138.64,0.5882460014,0.5938953037,0.6182773749,3,6,7,0,0,0,98,7,,,,,0.65,,,,,,,,0.7
6150,76.64219293,92.50275973,98.04399006,3,6,7,58.16880533,105.8,142.32,0.6610540311,0.6073430567,0.6079214597,4,5,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
6156,76.62209051,92.48501345,98.04814148,3,7,7,58.68,103.3328967,143.84,0.6757090536,0.5709467747,0.5939497996,4,5,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
6162,76.61627377,92.48323712,98.04945765,3,7,7,62.08,105.2838289,144.92,0.57334716,0.5512887946,0.514793707,4,5,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
6168,76.61571596,92.46739063,98.05076835,3,7,7,62.08,112.002095,145.68,0.6234297382,0.5371599221,0.536690881,4,6,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
6174,76.60200849,92.47593766,98.05068128,3,7,7,63.28,118.1302933,143.92,0.6713499463,0.4904751872,0.5916198188,4,6,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
6180,76.58909756,92.47973763,98.04730795,3,7,7,63.68,124.2970027,143.92,0.7153574655,0.5907769219,0.5926532658,4,6,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
6186,76.56960861,92.47332716,98.05012302,3,7,7,65.12,132.16,145.12,0.6551972809,0.5533951309,0.5627465125,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6192,76.53455741,92.49061506,98.05173263,3,7,7,64.64,137.16,145.24,0.7166161034,0.5294418937,0.5705529483,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6198,76.4971457,92.49614789,98.05406581,3,7,7,65.68,136.3215649,146.24,0.7825267488,0.6245701978,0.5924470474,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6204,76.44675689,92.49469577,98.05545532,3,7,7,67.16,138.28,146.04,0.6565165244,0.6087396337,0.5624724482,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6210,76.41355594,92.4998679,98.06053054,3,7,7,68.64,140.32,146.64,0.6029578403,0.5402982358,0.4795998885,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6216,76.40262452,92.51541339,98.05825374,3,7,7,69.2,140.96,144.4,0.7737220636,0.5031907407,0.5817163175,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6222,76.39236384,92.52913096,98.05349615,3,7,7,64.72,142.12,144.08,0.7251217975,0.6308544762,0.6022210697,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6228,76.39245547,92.53950144,98.05615669,3,7,7,62.52,143.68,144.84,0.783775786,0.6019853176,0.6332315808,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6234,76.37813092,92.54043814,98.05770743,3,7,7,62.95655735,142.52,144.76,0.7796437666,0.609263336,0.6200493689,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6240,76.36413425,92.54668274,98.06211903,3,7,7,62.2,142.4,145.28,0.779011787,0.6323413632,0.5676313757,4,7,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
6246,76.34560243,92.56102594,98.05963278,4,7,9,63.61543333,142.4,145.0678,0.560202858,0.5735533198,0.5847442231,4,7,7,0,0,2,98,7,,,,,0.65,,,,,,,,0.7
6252,76.31591024,92.5668341,98.05489764,4,9,9,68.53619,140.58778,141.6738767,0.5386482026,0.5068554641,0.5520608961,4,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6258,76.34332925,92.57256077,98.05163375,4,9,9,69.84455781,140.92066,141.1757533,0.5603744418,0.5633878471,0.546875011,4,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6264,76.32545984,92.57046244,98.05506776,4,9,9,76.4358,137.37974,140.4994933,0.6139616276,0.4965835656,0.5743776991,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6270,76.30517396,92.58222115,98.05676238,4,9,9,85.02127733,134.7358413,141.0021013,0.5993521721,0.5765909141,0.5150567678,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6276,76.28953266,92.59614127,98.0596234,4,9,9,86.64,140.4045867,145.36,0.6557021815,0.5491180094,0.4687402924,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6282,76.30183887,92.60893511,98.06180323,4,9,9,87.64,142.32,146.8,0.6610330917,0.4894679443,0.4745289514,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6288,76.30103613,92.6198265,98.06349758,4,9,9,87.96,145.32,146.92,0.5655473335,0.5350080608,0.522067877,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6294,76.29313977,92.62991968,98.06689355,4,9,9,87.68,145.44,148,0.6815647395,0.5481159843,0.5212965135,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6300,76.28487432,92.64621583,98.06991055,4,9,9,89.04,146.8,148.08,0.6958723229,0.5366515486,0.430270598,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6306,76.27696794,92.65636672,98.07341299,4,9,9,91.19711555,146.1586785,147.84,0.6902049356,0.4248235665,0.5043431557,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6312,76.26798607,92.67111571,98.07555219,4,9,9,92.63,146.88,147.96,0.6437992457,0.5296826539,0.4479880761,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6318,76.2606283,92.68203575,98.07810179,4,9,9,93.4,145.88,148,0.6141109637,0.5240043414,0.4630359115,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6324,76.24029665,92.69227324,98.07845728,4,9,9,92.88,145.56,146.52,0.7923668139,0.5009096754,0.5042470252,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6330,76.23603267,92.706999,98.08083275,4,9,9,96.04282754,144.3593763,146.28,0.7514807037,0.5036941151,0.4316428788,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6336,76.2327118,92.71667095,98.08367079,4,9,9,98.03811215,143.16,146,0.6621253307,0.5154506858,0.4959489692,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6342,76.24982354,92.73095112,98.08592968,4,9,9,99,143.04,146.08,0.8437216138,0.4888008749,0.4836502291,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6348,76.25248592,92.74130307,98.08626561,4,9,9,102.7179426,142.1218818,144.24,0.8585129564,0.4957883706,0.441250258,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6354,76.24428032,92.75101493,98.089501,4,9,9,101.68,140.56,143.88,0.8767937652,0.4476247026,0.4992866398,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6360,76.24011119,92.76595483,98.09244306,4,9,9,99.76205456,142.92,144.56,0.8187503578,0.4697883153,0.4750344153,6,7,7,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
6366,76.21784432,92.77515828,98.09546627,6,9,9,100.6486933,142.56,142.56,0.6193695191,0.4953596357,0.457977793,6,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6372,76.23584738,92.78866529,98.0976788,6,9,9,93.2361572,140.24,143.96,0.6376540276,0.4054743131,0.4506055097,6,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6378,76.2561264,92.79850186,98.09973799,6,9,9,91.709538,139.32,142.12,0.4853271291,0.5067320274,0.4107134161,6,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6384,76.27654697,92.80786887,98.10290014,6,9,9,96.40515052,137.24,141.04,0.6098094766,0.4436874402,0.4542063397,6,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6390,76.3055368,92.82067392,98.10563778,6,9,9,103.6017227,133.56,141.12,0.6115336834,0.4386809645,0.4371099106,6,7,7,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
6396,76.33682139,92.82930921,98.10838989,6,9,9,107.92,131.0386721,138.88,0.5476908918,0.3902469337,0.4570208734,7,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
6402,76.40029993,92.8417718,98.11046958,6,9,9,114.72,129.3187905,136.94,0.5961955646,0.4122572342,0.419446309,7,6,6,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
6408,76.45385328,92.85136528,98.11262259,6,9,9,116.8414945,128.88,134.68,0.6252240642,0.4262956214,0.4102339431,7,6,6,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
6414,76.48821864,92.85933766,98.11548284,6,9,9,115.96,125.16,131.04,0.6244176406,0.3761301418,0.4228218425,7,6,6,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
6420,76.52127015,92.87052935,98.11776114,6,8,9,115.92,122.5612577,127.6,0.6272535638,0.4195317264,0.3678055127,7,6,6,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
6426,76.56793336,92.87799329,98.12025182,6,8,9,111.96,119.3212353,124.68,0.5318060853,0.3697077274,0.3852073161,7,6,6,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
6432,76.61843546,92.88901763,98.12201801,6,8,9,108.56,115.52,122.16,0.5494065572,0.4208103875,0.3356028623,7,6,6,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
6438,76.66283533,92.89663093,98.12386045,6,8,9,105.04,112,118.72,0.5428805449,0.4228303202,0.378911924,6,6,6,0,2,3,98,7,,,,,0.65,,,,,,,,0.7
6444,76.69265441,92.90357301,98.12635335,6,8,9,102.28,109.6784066,115.68,0.5016168655,0.3545136548,0.3673857245,6,6,6,0,2,3,98,7,,,,,0.65,,,,,,,,0.7
6450,76.72244307,92.91289416,98.12825345,6,8,9,99.2,104.64,110.32,0.531205393,0.3750920211,0.3473909047,6,5,5,0,3,4,98,7,,,,,0.65,,,,,,,,0.7
6456,76.75818778,92.91911124,98.13028556,6,8,9,95.28,100.76,105.84,0.4158622618,0.3626303568,0.3384190497,6,5,5,0,3,4,98,7,,,,,0.65,,,,,,,,0.7
6462,76.79657276,92.92828045,98.13165802,6,8,9,90.04,96.92,101.76,0.4808274917,0.3474258161,0.2991503491,5,5,5,1,3,4,98,7,,,,,0.65,,,,,,,,0.7
6468,76.83193044,92.93443042,98.13303902,6,8,9,85.48,93.48,96.4,0.4313676706,0.3338571523,0.304841405,5,5,5,1,3,4,98,7,,,,,0.65,,,,,,,,0.7
6474,76.85528965,92.93952483,98.13499123,6,8,9,81.64,88.68,91.44,0.4026153965,0.3305236974,0.3088320685,5,5,4,1,3,5,98,7,,,,,0.65,,,,,,,,0.7
6480,76.87816121,92.94602384,98.1365128,6,8,9,77.72,81.96,86.72,0.3857912637,0.3177817684,0.2699242062,5,4,4,1,4,5,98,7,,,,,0.65,,,,,,,,0.7
6486,76.90289468,92.95123933,98.13810016,6,8,9,73.2,78.96,83.52,0.380761283,0.3078937113,0.2535143145,5,4,4,1,4,5,98,7,,,,,0.65,,,,,,,,0.7
6492,76.93430787,92.95891326,98.13898041,6,7,9,68.8,75.68,77.84,0.3655982984,0.3445080855,0.2174316779,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.7
6498,76.96016805,92.96364462,98.14008839,6,7,9,65.36,72.96,75,0.3186556308,0.3168351679,0.2227763604,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.7
6504,76.97909123,92.96750984,98.14169763,6,7,9,63,70.92,71.84,0.3247591999,0.2776858223,0.2212812607,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.7
6510,76.99690584,92.97336778,98.14317923,6,7,9,60.72,67.64,68.64,0.2576919841,0.2729706977,0.2023626015,4,4,3,2,3,6,98,7,,,,,0.65,,,,,,,,0.7
6516,77.01681103,92.97751878,98.14423117,6,7,9,58.64,65.64,66.36,0.2457648693,0.2765103872,0.21345911,4,4,3,2,3,6,98,7,,,,,0.65,,,,,,,,0.7
6522,77.04141897,92.98316027,98.14501591,6,7,8,55.44,61.2,64.16,0.2841435996,0.2611727958,0.2113711899,4,3,3,2,4,5,98,7,,,,,0.65,,,,,,,,0.7
6528,77.06244543,92.98678728,98.14588725,6,7,8,53.24,57.88,61.24,0.2453192304,0.2625352919,0.2066037059,3,3,3,3,4,5,98,7,,,,,0.65,,,,,,,,0.7
6534,77.07768737,92.98927281,98.14709939,6,7,8,51.36,54.12,57.28,0.23945546,0.2333477936,0.2093229721,3,3,3,3,4,5,98,7,,,,,0.65,,,,,,,,0.7
6540,77.0921616,92.99428981,98.14830612,6,7,8,48.68,51.88,55.56,0.2173894018,0.2356837389,0.1970574493,3,3,3,3,4,5,98,7,,,,,0.65,,,,,,,,0.7
6546,77.1060298,92.99841521,98.14901326,6,7,8,45.92,50.44,51.8,0.2205543182,0.2006869062,0.1882459054,3,3,3,3,4,5,98,7,,,,,0.65,,,,,,,,0.7
6552,77.13442816,93.00170344,98.14961419,6,6,8,45,48.72,49.32,0.2161759189,0.1833435464,0.150082989,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
6558,77.14257478,93.00500769,98.15029616,6,6,8,41.4,48.08,47.68,0.1706588434,0.2243364887,0.1581474866,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
6564,77.15340028,93.0072737,98.15123705,6,6,6,39.44,45.08,44.72,0.2188421252,0.2044947525,0.2085899719,3,3,2,3,3,4,98,7,,,,,0.65,,,,,,,,0.7
6570,77.16396348,93.01098539,98.15214458,4,6,6,37.56,40.52,40.96,0.2699748791,0.1958463623,0.1728648664,3,2,2,1,4,4,98,7,,,,,0.65,,,,,,,,0.7
6576,77.17089778,93.01342814,98.15262903,4,6,6,33.2,38.24,38.28,0.2437928796,0.1929189504,0.1851201116,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
6582,77.19385817,93.01611117,98.15300811,4,6,6,31.52,36.2,36.08,0.2266666507,0.1696906154,0.1707068513,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
6588,77.20129764,93.01803989,98.15351123,4,6,6,29.8,32.44,34.56,0.2160396296,0.1657455329,0.1640471674,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
6594,77.20780005,93.01916441,98.15414116,4,6,6,27.48,29.56,31.28,0.2254817413,0.1490937914,0.1306676861,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
6600,77.21270919,93.02190237,98.15473246,3,6,5,25.32,27.48,27.92,0.237445203,0.1415768177,0.153763015,2,2,2,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
6606,77.21815263,93.02366786,98.15496208,3,6,4,23.64,24.6,25.32,0.2141393195,0.1402914876,0.2021551843,2,2,2,1,4,2,98,7,,,,,0.65,,,,,,,,0.7
6612,77.23176188,93.02495638,98.15514858,3,5,4,19.12,22.16,22,0.2107522902,0.1260537512,0.1837142473,2,2,1,1,3,3,98,7,,,,,0.65,,,,,,,,0.7
6618,77.23509796,93.0262556,98.15530002,3,5,4,17,19.92,18.96,0.2004198239,0.1234052194,0.1751041716,1,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.7
6624,77.23784188,93.0260788,98.15582123,3,5,4,15.32,16.32,16.36,0.1585602726,0.1129651981,0.1156447234,1,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.7
6630,77.24010888,93.0270979,98.15605733,2,5,4,13.04,12.04,13.48,0.1927560139,0.09211182855,0.1196788621,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
6636,77.24217122,93.02779546,98.15608907,2,5,4,11.04,9.84,10.96,0.1768357433,0.0911489899,0.11700561,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
6642,77.24594106,93.02842712,98.15597151,2,5,4,7.04,7.68,7.76,0.1540435855,0.05723600459,0.0815085369,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
6648,77.24603408,93.02886381,98.15593572,2,5,3,4.96,5.88,5.36,0.1371292463,0.04520332211,0.0827200479,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.7
6654,77.24573039,93.02771332,98.15619622,2,5,3,3.28,3.16,3.12,0.09282431938,0.03670464259,0.07871653968,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.7
6660,77.24638071,93.02815035,98.15631042,1,5,3,2.12,2.16,2.48,0.04166807779,0.02759811616,0.03394956404,1,1,1,0,4,2,98,7,,,,,0.65,,,,,,,,0.7
6666,77.24775455,93.0288275,98.15636678,1,5,3,1.8,2.4,3.04,0.0548930281,0.01968461917,0.03305226715,1,1,1,0,4,2,98,7,,,,,0.65,,,,,,,,0.7
6672,77.2499803,93.02966705,98.15631095,1,5,3,3.56,3.76,4.48,0.07336226029,0.01227702464,0.02451967195,1,1,1,0,4,2,98,7,,,,,0.65,,,,,,,,0.7
6678,77.25308026,93.03013985,98.15641056,1,4,3,5.36,5.32,6.4,0.1178917688,0.02772900661,0.02866185508,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
6684,77.25679128,93.0303729,98.1568201,1,4,3,7.16,8.24,8.24,0.1540715483,0.0280309042,0.05540760888,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
6690,77.26117878,93.03210063,98.15730043,1,4,2,9.12,11.12,12.6,0.1540715483,0.04558069915,0.1039507922,1,1,1,0,3,1,98,7,,,,,0.65,,,,,,,,0.7
6696,77.2662411,93.03340938,98.15750507,1,4,1,11.12,13.32,14.44,0.1553723074,0.0525005312,0.2005185898,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.7
6702,77.27491238,93.03485931,98.15778318,1,4,1,14.6,15.6,16.44,0.2852256272,0.06352853042,0.3469045547,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.7
6708,77.28181402,93.03641018,98.15810285,1,4,1,16.68,18.04,18.64,0.2214048086,0.103621419,0.3469045547,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.7
6714,77.28879808,93.03807508,98.15843792,1,4,1,18.44,21.6,20.52,0.231358808,0.116440652,0.3017044085,2,1,1,-1,3,0,98,7,,,,,0.65,,,,,,,,0.7
6720,77.29611902,93.04067101,98.15931154,1,4,1,19.92,23.76,24.32,0.4573073683,0.1387249341,0.243953392,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.7
6726,77.30374283,93.0426509,98.15974645,1,4,1,21.6,25.48,26.44,0.5288832808,0.1731442427,0.5969576252,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.7
6732,77.31837157,93.04498653,98.16019601,1,4,1,24.44,27.76,28.2,0.5827475149,0.1564149169,0.675941201,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.7
6738,77.32757492,93.04734687,98.16063659,1,4,1,25.76,30,29.64,0.3744194311,0.1811436546,0.5745430526,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.7
6744,77.33731994,93.05047647,98.16110369,1,4,1,27.28,33.96,30.88,0.4371168857,0.2188486795,0.834717328,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.7
6750,77.3461156,93.05396831,98.15714203,1,3,1,28.28,37,30.08,0.7578443241,0.3021461954,0.6708159433,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
6756,77.35322756,93.0571232,98.14767906,1,3,1,29.2,39.44,28.68,0.8192718717,0.2893428999,0.8826415203,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
6762,77.35024533,93.06071816,98.137402,1,3,1,28.08,42.96,27.24,0.8192718717,0.2019754402,0.7265148651,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
6768,77.33933595,93.0645383,98.12232349,1,3,3,27.2,47.48,25.96663667,0.7454885993,0.4030743946,0.4529882127,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6774,77.32277071,93.07027781,98.10651125,1,3,3,26.52,55.36,29.85604,0.9858352278,0.4277977984,0.5448036506,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6780,77.30128157,93.07573791,98.10120277,1,3,3,25.6,60.56,34.987905,0.989924423,0.4339476754,0.4363152018,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6786,77.2530959,93.08058389,98.10156584,1,3,3,25.44,64.92,42.82516,0.989924423,0.5091581993,0.5463285949,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
6792,77.22712194,93.08562586,98.09793391,1,3,3,25.36,67.92,52.90211467,0.9935011616,0.5589348444,0.5086541377,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6798,77.20501651,93.09040608,98.09407779,1,3,3,24.88,71.2,64.312024,0.993826354,0.5766073529,0.5599981327,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6804,77.17864984,93.09590663,98.08557559,1,3,3,25.32,74.48,66.92,0.4990395733,0.6756909661,0.6711177801,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6810,77.15374435,93.0974149,98.0706836,1,3,3,25.12,76.88,68,0.9966977533,0.5904924251,0.5422232213,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6816,77.10037332,93.09773767,98.06597274,1,3,3,24.96,78.28,68.24,0.9966977533,0.74445971,0.768981552,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6822,77.07510579,93.09290521,98.03726252,1,3,3,25.4,78,66.04,0.8049884776,0.7574510814,0.7152321698,2,4,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
6828,77.05129787,93.07935932,98.01700789,1,3,5,24.96,76.76,67.95256,0.9967078882,0.7987023676,0.5886634113,2,4,3,-1,-1,2,98,7,,,,,0.65,,,,,,,,0.7
6834,77.02560499,93.06368323,97.99911779,1,5,5,25.08,74.7255,70.05596,0.9952055169,0.7315050445,0.6045981595,2,4,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6840,77.00078158,93.04984787,97.98896951,1,5,5,25,73.04526,67.04676889,0.9941360495,0.6099208185,0.642219219,2,4,3,-1,1,2,98,7,,,,,0.65,,,,,,,,0.7
6846,76.95242595,93.03846523,97.97494025,2,5,5,25.88988,75.51953333,69.76590667,0.6159611114,0.640523374,0.5456063637,2,4,4,0,1,1,98,7,,,,,0.65,,,,,,,,0.7
6852,76.94003819,93.02910569,97.97072444,2,5,5,27.36637333,80.55064,73.81105333,0.4950532914,0.5483738634,0.5630380788,2,4,4,0,1,1,98,7,,,,,0.65,,,,,,,,0.7
6858,76.92516963,93.00978097,97.96065128,2,5,9,29.61909167,80.739288,83.6702,0.6316699863,0.5356677605,0.4807427165,2,4,4,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
6864,76.90822,93.01669401,97.95353382,2,5,9,32.436952,92.56,91.37954333,0.6762497368,0.57876414,0.5309739444,2,5,4,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
6870,76.88502325,93.00330812,97.95400244,2,6,9,37.351984,93.2924,101.7086378,0.7407221951,0.5085193992,0.5255905395,3,5,5,-1,1,4,98,7,,,,,0.65,,,,,,,,0.7
6876,76.87081956,92.98750906,97.95407446,2,6,9,39.36,93.5013,108.5549067,0.7435119842,0.569206308,0.5532918053,3,5,5,-1,1,4,98,7,,,,,0.65,,,,,,,,0.7
6882,76.85483075,92.97620006,97.95776217,2,6,9,39.68,96.51797,114.3181253,0.762586205,0.5242532812,0.5851082041,3,5,5,-1,1,4,98,7,,,,,0.65,,,,,,,,0.7
6888,76.83684188,92.96532134,97.95962784,2,6,11,39.32,94.664736,124.7824113,0.7719707144,0.6016762708,0.4689646716,3,5,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
6894,76.82014415,92.96204109,97.96380462,2,6,11,38.84,93.57519733,128.1285744,0.7171655933,0.5435624018,0.48004073,3,5,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
6900,76.7964318,92.95784032,97.96553556,2,6,11,41.2,100.68,129.10654,0.6414286225,0.5838653578,0.4695557947,3,5,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
