,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
5184,77.24465335,92.77820869,97.99975814,2,2,5,34.1819,48.16,84.73501067,0.7266208845,0.8119149851,0.5083682269,2,3,4,0,-1,1,98,7,,,,,0.65,,,,,,,,0.75
5190,77.22076422,92.74389399,97.98389376,2,4,5,37.36,52.47837,89.84,0.8122707284,0.6402962922,0.5566492009,3,3,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
5196,77.19785636,92.72694197,97.96996328,2,4,5,39.48,53.81938222,91.12,0.7892931231,0.6323315883,0.5799311759,3,3,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
5202,77.17789132,92.71218409,97.95790266,2,4,5,39.48,56.27490167,93.04,0.6102168576,0.6015024301,0.5825874681,3,3,5,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
5208,77.1471091,92.67252601,97.95169927,2,4,6,39.8,64.26841333,99.45846,0.7704576548,0.5962196135,0.6582446127,3,3,5,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
5214,77.12867071,92.66174126,97.94348685,2,4,6,41.2,74.37941333,95.82995556,0.7817108032,0.5630704856,0.5770854934,3,4,5,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
5220,77.10631288,92.64362295,97.92330043,2,5,6,41.88,79,90.75874167,0.7817108032,0.5698981982,0.5352235074,3,4,4,-1,1,2,98,7,,,,,0.65,,,,,,,,0.75
5226,77.06440514,92.62471336,97.90441486,2,5,6,43.92,79.72446,88.73672133,0.5150002012,0.6151868169,0.6171555197,3,4,4,-1,1,2,98,7,,,,,0.65,,,,,,,,0.75
5232,77.03247753,92.59687249,97.90000754,2,5,10,44.52,83.88041667,92.06511333,0.6409646515,0.5788470201,0.5404132215,3,4,5,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
5238,77.00057805,92.59511603,97.89476164,2,5,10,44.68,84.538592,101.8413378,0.8430004424,0.5203318146,0.4809621718,3,4,5,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
5244,76.99110093,92.5656083,97.90220293,2,5,10,44.56,88.492816,114.0569911,0.8676524428,0.659119739,0.484856309,3,5,5,-1,0,5,98,7,,,,,0.65,,,,,,,,0.75
5250,76.96703544,92.54644036,97.90272358,2,5,10,42.24,95.36,123.1415083,0.849598701,0.6634090966,0.4566455265,3,5,6,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
5256,76.94309186,92.52725558,97.90022938,2,5,12,40.24,94.56,126.555568,0.751920262,0.5968302715,0.4686652606,3,5,6,-1,0,6,98,7,,,,,0.65,,,,,,,,0.75
5262,76.92075345,92.50992925,97.90684473,2,5,12,38.6,100.4,132.0294833,0.6562615834,0.6486579185,0.4988876393,3,5,6,-1,0,6,98,7,,,,,0.65,,,,,,,,0.75
5268,76.89808553,92.49275792,97.90947464,2,5,12,38.28,103.85,134.9799167,0.7781621091,0.5555690022,0.4761051829,3,5,6,-1,0,6,98,7,,,,,0.65,,,,,,,,0.75
5274,76.87690941,92.47776139,97.91644581,2,5,12,39,98.72,134.84128,0.6942597984,0.5943681609,0.4676443087,3,5,6,-1,0,6,98,7,,,,,0.65,,,,,,,,0.75
5280,76.85112107,92.46290267,97.91886771,3,5,12,39.68,95.84,138.3914187,0.5366395215,0.7328265073,0.4037276263,3,5,7,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
5286,76.81676709,92.44183926,97.92051403,3,5,12,42.3372,93.56,141.32,0.5472855278,0.6633471703,0.3732908969,3,5,7,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
5292,76.76684223,92.43189778,97.92582379,3,6,12,46.10725333,88.88,141.16,0.5959510124,0.6070670247,0.3621825714,3,5,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5298,76.77173943,92.42700116,97.92868459,3,6,12,49.942336,92.36773333,143.68,0.5551439816,0.5463418662,0.3712024065,3,5,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5304,76.75518451,92.39684139,97.93515135,3,6,12,53.926832,96.99001,143.28,0.6879296663,0.6248154085,0.3698050316,3,5,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5310,76.74134946,92.37997292,97.93824693,3,6,12,58.88,96.49174933,145.84,0.691311316,0.6113928969,0.3798410741,4,5,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5316,76.71956731,92.36664877,97.94045372,3,6,12,57.68,100.6271067,144.8,0.70453933,0.5650627813,0.3523925104,4,5,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5322,76.70121952,92.35127995,97.94482077,3,7,12,59.08,104.98028,146.36,0.7223730592,0.565455039,0.3228079534,4,5,7,-1,2,5,98,7,,,,,0.65,,,,,,,,0.7
5328,76.71051012,92.35072303,97.94774384,3,7,12,59.08,110.7936667,146,0.6074924278,0.5533164957,0.3850015823,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5334,76.69105463,92.33541026,97.95386408,3,7,12,58.44,120.3881067,146.28,0.7115231511,0.6066712254,0.3149327267,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5340,76.66759587,92.32332068,97.95706162,3,7,12,61.88,120.9131333,148.44,0.7061325166,0.6409369352,0.3623932671,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5346,76.61097805,92.30748423,97.95945598,3,7,12,62.28,121.2931067,147.52,0.7050054155,0.5843950108,0.3746935516,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5352,76.563401,92.31843331,97.96378242,3,7,12,64.08,127.56,148.2,0.7251934579,0.5188074437,0.3210273447,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5358,76.56960838,92.34098155,97.96896904,3,7,12,64.56,130.28,148.76,0.7226610787,0.5674764759,0.3683005692,4,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5364,76.55636649,92.34682157,97.97261841,3,7,12,62.48,133.68,148.24,0.7169817765,0.6105560471,0.3330281655,4,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5370,76.53805718,92.34226896,97.97577522,3,7,12,58.36,137.32,148.84,0.660509579,0.6614933614,0.3412600953,4,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5376,76.52102455,92.32754873,97.97828361,3,7,12,55.16,132.84,148.84,0.7164811894,0.5977018628,0.395732022,4,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5382,76.50449068,92.34094996,97.98244949,3,7,12,53.8,134.12,148.16,0.6663967215,0.6194103364,0.3610945723,3,7,7,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
5388,76.50951906,92.34627132,97.98730603,3,7,12,56.76,129.88,148.44,0.599485153,0.6573359969,0.362124608,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5394,76.49131386,92.3357306,97.99091255,3,7,12,60.2,128.96,148.68,0.6947125477,0.5777807303,0.3697943757,4,6,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5400,76.47150607,92.34057144,97.99407524,3,7,12,63.84,133.12,147.48,0.6735316027,0.6098886051,0.3396286785,4,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5406,76.44930875,92.34784333,97.99665964,4,7,12,64.71032,133.08,148.48,0.6281916901,0.581015264,0.3778993117,4,7,7,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
5412,76.42342829,92.36349284,98.00062205,4,7,12,68.60092444,136.96,149.56,0.6466981736,0.5940379787,0.3495475329,4,7,7,0,0,5,98,7,,,,,0.65,,,,,,,,0.7
5418,76.43063893,92.3665457,98.00645122,4,7,12,72.49995,138.96,149.48,0.519090688,0.559844334,0.3364932994,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5424,76.400113,92.37587225,98.00896287,4,7,12,76.40121067,140.84,149.96,0.7071136161,0.5004140639,0.3194917881,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5430,76.38514135,92.38612932,98.01209995,4,7,12,85.026544,141.72,149.2,0.6813219488,0.6473320124,0.2924085823,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5436,76.35715017,92.39528133,98.01457352,4,7,12,83.39831373,141.8,147.8,0.658047767,0.5706278943,0.3701082825,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5442,76.31694031,92.39911378,98.01839845,4,7,12,86.2,141.24,147.8,0.6105623262,0.6347759587,0.3436860523,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5448,76.33463513,92.39707206,98.02405472,4,7,12,85.8,138.92,148.56,0.7472302147,0.5849370216,0.3442491727,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5454,76.33825366,92.40272921,98.02647286,4,7,12,82.88,137.92,149.04,0.6864049516,0.5246614195,0.3540782688,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5460,76.31554358,92.41227528,98.02964692,4,7,12,87.88170574,137.8,148.84,0.6921385137,0.5765298033,0.3704337065,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5466,76.2892292,92.41078608,98.03217897,4,7,12,87.52,137.32,149.2,0.8039543596,0.5461271086,0.377035909,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5472,76.27359916,92.40336991,98.03595156,4,7,12,87.76,135,148.8,0.7069033714,0.6035675412,0.3453016273,5,7,7,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
5478,76.2196096,92.41679584,98.04126513,4,7,12,93.32,133.28,148.84,0.7840206771,0.6215942395,0.3534647708,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5484,76.20141068,92.42501847,98.04368129,4,7,12,89.68,133.08,148.8,0.755034449,0.5977291685,0.3639031318,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5490,76.18450514,92.43419386,98.04672582,4,7,12,90.48,134.8,146.68,0.7131021566,0.6724356571,0.3313558051,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5496,76.16083565,92.44497339,98.05042523,4,7,12,90.28,140.6,148.4,0.7751397785,0.5947072256,0.3853316634,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5502,76.15278675,92.45322514,98.05336913,4,7,12,92.8,141.05,148.68,0.7132784557,0.6154680909,0.3592650788,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5508,76.15734238,92.47683084,98.05794849,4,7,12,94.56,139,147.16,0.7031209488,0.6430099551,0.3736884096,6,7,7,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
5514,76.16907934,92.48625014,98.06042203,4,8,12,93.72,138.32,146.32,0.806364704,0.5355451861,0.3345757728,6,7,7,-2,1,5,98,7,,,,,0.65,,,,,,,,0.7
5520,76.15935947,92.48659456,98.06351317,4,8,12,93.8,135.4858833,146.08,0.7532575852,0.5968715413,0.3235386401,6,7,7,-2,1,5,98,7,,,,,0.65,,,,,,,,0.7
5526,76.13609175,92.47750097,98.06661005,6,8,12,92.12885667,132.2480711,145.32,0.6653276657,0.5556115267,0.3390136615,6,7,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5532,76.16899287,92.49157052,98.06969941,6,8,12,89.16260556,131.08619,144.68,0.5749259561,0.5655883633,0.3026773291,5,7,7,1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5538,76.17259593,92.51861363,98.07397691,6,8,12,87.99034133,131.3664112,144.76,0.5557836338,0.5570002881,0.343241327,5,7,7,1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5544,76.20732074,92.5287142,98.07640326,6,8,12,93.837656,136.56,143.48,0.5990428504,0.4406084848,0.3433428666,6,7,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5550,76.26300794,92.53500616,98.07920434,6,8,12,104.24,138.76,142.88,0.4923964634,0.5230152355,0.3524611089,6,7,7,0,1,5,98,7,,,,,0.65,,,,,,,,0.7
5556,76.30694612,92.54614184,98.08240615,6,8,12,112.8,138.76,142.32,0.6279832046,0.4441117638,0.3500066004,7,7,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5562,76.37753243,92.55896516,98.08534543,6,8,12,121,135.84,141.32,0.6405004816,0.4848004217,0.3220650344,7,7,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5568,76.41611152,92.58097098,98.08928612,6,8,12,119.72,134.68,139,0.5816407269,0.5058792975,0.2969152129,7,7,7,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
5574,76.46228792,92.59023035,98.09148564,6,8,12,118.64,133.4,136.08,0.696664812,0.4793861748,0.3338962152,7,7,6,-1,1,6,98,7,,,,,0.65,,,,,,,,0.7
5580,76.51432977,92.59286183,98.09406166,6,8,12,116.88,129.431518,133.36,0.6828467378,0.4889294856,0.3367389592,7,6,6,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
5586,76.55831665,92.60288774,98.09688255,6,8,12,115.08,126.84,130.4,0.670479841,0.4455317068,0.3328025727,7,6,6,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
5592,76.62748835,92.6140813,98.09930238,6,8,12,114.64,121.8,125.76,0.5876278492,0.49158913,0.3036044824,7,6,6,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
5598,76.66794389,92.632405,98.10284275,6,8,12,111.4,117.6,123.76,0.595668495,0.4793233448,0.2944577477,7,6,6,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
5604,76.71328993,92.6402429,98.10465897,6,8,12,108.04,115.2077416,119.8,0.6133287246,0.4164471756,0.278435301,7,6,6,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
5610,76.75375807,92.64732342,98.10681635,6,8,12,104.64,109.88,116.2,0.4815075947,0.4065615502,0.2811338456,6,6,6,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
5616,76.78904632,92.65549397,98.1092114,6,8,12,100.677338,107.04,113.4,0.5496662667,0.3584411818,0.2795655495,6,5,5,0,3,7,98,7,,,,,0.65,,,,,,,,0.7
5622,76.84503845,92.66447034,98.11122566,6,8,12,95.6,101.2,108.72,0.4819739515,0.4365013211,0.2616648411,6,5,5,0,3,7,98,7,,,,,0.65,,,,,,,,0.7
5628,76.87832387,92.67932635,98.1141283,6,8,12,92.24,98.04,104.04,0.4493481797,0.3925555082,0.2456650919,6,5,5,0,3,7,98,7,,,,,0.65,,,,,,,,0.7
5634,76.91239844,92.68564557,98.11551045,6,7,12,87.44,95.44,99.24,0.48300801,0.3377203132,0.2411720522,5,5,5,1,2,7,98,7,,,,,0.65,,,,,,,,0.7
5640,76.9424942,92.6918525,98.11716293,6,7,12,82.92237478,92.16,94.04,0.4628958839,0.3985517393,0.2165907249,5,5,5,1,2,7,98,7,,,,,0.65,,,,,,,,0.7
5646,76.9684256,92.69816874,98.11899288,6,7,12,79.16,88.8,89.12,0.3839568675,0.3700170748,0.2043839566,5,5,4,1,2,8,98,7,,,,,0.65,,,,,,,,0.7
5652,77.01322778,92.70548231,98.12046275,6,7,12,75.2,84.36,83.96,0.3254314922,0.3861646898,0.18949539,5,4,4,1,3,8,98,7,,,,,0.65,,,,,,,,0.7
5658,77.03850074,92.71704226,98.12287819,6,7,12,71.64,79.04,80.08,0.3556019066,0.348192015,0.1934488576,4,4,4,2,3,8,98,7,,,,,0.65,,,,,,,,0.7
5664,77.06477666,92.72208029,98.12373765,6,7,12,68.04,76.04,76.16,0.3598956135,0.2779377298,0.1858470132,4,4,4,2,3,8,98,7,,,,,0.65,,,,,,,,0.7
5670,77.08707305,92.72692461,98.12512399,6,7,12,64.76,73.28,73.44,0.2884946275,0.3248258458,0.1773072748,4,4,4,2,3,8,98,7,,,,,0.65,,,,,,,,0.7
5676,77.10565647,92.73256354,98.12667471,6,7,12,61.28,71.68,71.92,0.3006961262,0.288135832,0.1801202619,4,4,4,2,3,8,98,7,,,,,0.65,,,,,,,,0.7
5682,77.14151333,92.73799799,98.12777923,6,7,12,57.76,68.6,67.32,0.2939150616,0.2693421507,0.1598017331,4,4,3,2,3,9,98,7,,,,,0.65,,,,,,,,0.7
5688,77.16121999,92.74627356,98.12974204,6,7,12,55.36,63.72,64.44,0.2635121342,0.279498485,0.152367453,4,3,3,2,4,9,98,7,,,,,0.65,,,,,,,,0.7
5694,77.1817942,92.75087616,98.1305205,6,6,11,53.56,61.52,62.44,0.2632696634,0.2712237029,0.1691131374,3,3,3,3,3,8,98,7,,,,,0.65,,,,,,,,0.7
5700,77.20089048,92.75519511,98.13145312,6,6,8,51.68,59.2,58.96,0.2434439998,0.2981281181,0.2283753431,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
5706,77.21304907,92.75991387,98.13257817,6,6,8,48.56,55.32,55.24,0.2265020399,0.2656758808,0.2006196204,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
5712,77.24367976,92.76352133,98.13353558,6,6,8,46.24,52.44,53.44,0.2215027145,0.2277427203,0.1664363468,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
5718,77.25946681,92.76923379,98.13526921,6,6,8,44.96,48.32,51.36,0.2414342448,0.2493191318,0.1911554126,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
5724,77.27540244,92.77278366,98.13580046,6,6,8,42,45.72,49.52,0.2465465311,0.2285587736,0.1850424016,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.7
5730,77.28614799,92.77551768,98.13639842,5,6,8,39.68,42.84,46.56,0.2724545366,0.2232145538,0.1881436318,3,2,3,2,4,5,98,7,,,,,0.65,,,,,,,,0.7
5736,77.29737127,92.779018,98.13731685,5,6,7,37.52,40.28,43.52,0.2274133048,0.2025944509,0.1774011374,3,2,2,2,4,5,98,7,,,,,0.65,,,,,,,,0.7
5742,77.32328774,92.7817711,98.13789693,5,6,6,35.84,38.64,40.52,0.2114217203,0.1746487879,0.1834177577,2,2,2,3,4,4,98,7,,,,,0.65,,,,,,,,0.7
5748,77.33252474,92.78593511,98.13926591,5,6,6,33.64,34.92,37.68,0.1958752062,0.1921678442,0.194784752,2,2,2,3,4,4,98,7,,,,,0.65,,,,,,,,0.7
5754,77.34384995,92.78823475,98.13941842,5,6,6,30.52,33.28,34.68,0.1925916075,0.1492215936,0.1670037706,2,2,2,3,4,4,98,7,,,,,0.65,,,,,,,,0.7
5760,77.35024529,92.7903675,98.1399318,4,5,6,28.6,31.04,32.4,0.2271340179,0.1820065391,0.1605390158,2,2,2,2,3,4,98,7,,,,,0.65,,,,,,,,0.7
5766,77.35680786,92.79195808,98.14050248,4,5,6,26.16,27.32,29.52,0.1789115028,0.1758822212,0.1592615063,2,2,2,2,3,4,98,7,,,,,0.65,,,,,,,,0.7
5772,77.37439083,92.79345573,98.14089946,4,5,6,22.84,24.88,27.32,0.1944731172,0.1639564921,0.1452622348,2,2,2,2,3,4,98,7,,,,,0.65,,,,,,,,0.7
5778,77.38027029,92.79670111,98.14182963,4,5,5,21.28,21.96,23.84,0.1421382324,0.1358360183,0.1497378664,2,2,2,2,3,3,98,7,,,,,0.65,,,,,,,,0.7
5784,77.38421132,92.79795781,98.14193224,4,5,4,18.72,19.88,21.56,0.164280398,0.1081149135,0.1721660405,2,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.7
5790,77.38874607,92.79904008,98.14216275,2,5,4,17.12,18,18.08,0.2600426441,0.1119203849,0.1656723383,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5796,77.39201215,92.79910513,98.142126,2,5,4,14.52,14.04,15.52,0.2270807216,0.0902010375,0.1200636457,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5802,77.39843982,92.79947387,98.14228742,2,5,4,10.72,11.84,12.88,0.2293941541,0.08674444194,0.1306832958,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5808,77.39951228,92.80149106,98.14293395,2,5,4,8.32,9.24,9.16,0.1484307545,0.0745667955,0.07225319568,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5814,77.40003538,92.80170079,98.14289391,2,5,4,6.12,6.96,6.04,0.1332977811,0.05890499145,0.06906707822,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5820,77.40073492,92.80174652,98.14271786,1,4,3,4.24,4.68,4.44,0.2202071182,0.06317472806,0.0780838957,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5826,77.4013158,92.8010108,98.14263139,1,4,3,2.68,2.6,2.88,0.07655584889,0.04226108956,0.05975968657,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5832,77.40259323,92.80086586,98.14272593,1,4,3,2,2.28,2.44,0.08288235424,0.03095976595,0.04453640904,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5838,77.40426432,92.80273239,98.14316617,1,4,3,2.76,2.76,3.48,0.08288235424,0.01602908225,0.01777858084,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5844,77.40735336,92.80336035,98.14329535,1,4,3,4.24,4.48,5.32,0.07934977459,0.0126104014,0.02170664453,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5850,77.41120372,92.80403913,98.14337472,1,4,3,6.12,6.52,7.36,0.07934977459,0.03365393126,0.02130685457,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.7
5856,77.41567894,92.80540766,98.14348624,1,3,3,7.92,9.96,9.24,0.1007964815,0.05798146551,0.05122740021,1,1,1,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
5862,77.42070988,92.80670222,98.14444299,1,3,3,9.88,12.55946246,13.76,0.1897069393,0.09002671488,0.07108349061,1,1,1,0,2,2,98,7,,,,,0.65,,,,,,,,0.7
5868,77.42994787,92.80836668,98.14456058,1,3,1,13.36,14.52,15.6,0.1416889512,0.08761225644,0.2729373578,1,1,1,0,2,0,98,7,,,,,0.65,,,,,,,,0.7
5874,77.43674372,92.81017987,98.14489063,1,3,1,15.08,16.6,17.44,0.3287961923,0.07343616259,0.4032648551,1,1,1,0,2,0,98,7,,,,,0.65,,,,,,,,0.7
5880,77.44398526,92.812126,98.14526135,1,3,1,16.8,18.59892493,19.4,0.4031017794,0.1384815818,0.2879848752,1,1,1,0,2,0,98,7,,,,,0.65,,,,,,,,0.7
5886,77.45240189,92.81547102,98.14565247,1,3,1,18.6,22.84135856,21.04,0.4567132004,0.1375136957,0.4893403028,2,2,1,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
5892,77.46109129,92.81753726,98.14670155,1,2,1,20.4,24.8,24.96,0.4567132004,0.2439531165,0.4510785301,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5898,77.47761402,92.82000752,98.14719433,1,2,1,23.96,26.88,26.92,0.3834789004,0.2987265225,0.6556957976,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5904,77.48739254,92.82259324,98.14771419,1,2,1,25.48,28.92178581,28.72,0.6056767994,0.3167575554,0.7155781066,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5910,77.49826643,92.82550979,98.14823731,1,2,1,27.04,31.16,30.24,0.6909718188,0.3436993856,0.7935289828,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5916,77.50995922,92.83068445,98.14870235,1,2,1,28.84,35.96,30.6,0.6909718188,0.3212733964,0.8425203597,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5922,77.52078525,92.83438717,98.14029426,1,2,1,30,38.84,29.04,0.7758874075,0.4407560812,0.7406738117,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5928,77.52301319,92.83804205,98.1296722,1,2,1,29.64,42.12,27.68,0.8621929553,0.482539489,0.714746307,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
5934,77.51634644,92.84230583,98.11601781,1,2,3,28.64,45.64,29.88868,0.9163313535,0.4434423969,0.6159530666,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.7
5940,77.50305192,92.84678905,98.11558029,1,2,3,27.24,49.96,34.77295111,0.9163313535,0.588267429,0.5173634751,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.7
5946,77.48119738,92.83954449,98.11441852,1,2,3,25.96,53.04,41.20260667,0.5338979022,0.4511036518,0.566668888,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.7
5952,77.45551615,92.82905887,98.11437447,1,2,3,25.84,52.48,49.25996,0.9934838188,0.6865995352,0.5382676155,2,3,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
5958,77.4006113,92.82733166,98.11407313,1,2,3,25.2,53.28,61.57907733,0.9934838188,0.7436339519,0.5527997699,2,3,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.7
5964,77.37045153,92.81785201,98.1132875,1,2,5,25.08,51.6,63.44698667,0.9934401199,0.7907638906,0.5021191238,2,3,3,-1,-1,2,98,7,,,,,0.65,,,,,,,,0.7
5970,77.34347254,92.80265639,98.10585731,1,2,5,25,49.68,70.53981667,0.9934401199,0.8014832961,0.578345604,2,3,4,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.7
5976,77.31343867,92.76335333,98.09958124,1,2,5,25.08,52.24,73.11195867,0.4863277067,0.7275172688,0.5402125267,2,3,4,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.7
5982,77.28459928,92.75411807,98.09704855,1,4,5,25.12,49.02693333,73.65072667,0.9936656791,0.6878701066,0.5472610047,2,3,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
5988,77.22573832,92.73006934,98.09470467,1,4,5,24.96,53.93102444,81.014556,0.9936656791,0.6026646145,0.5595725823,2,3,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
5994,77.19622519,92.72405624,98.09605426,1,4,5,25.48,59.16834333,87.32,0.9917207823,0.6069818832,0.5133096963,2,3,4,-1,1,1,98,7,,,,,0.65,,,,,,,,0.7
6000,77.16864019,92.71426346,98.09235196,1,4,5,24.92,64.369728,92.32,0.9934200249,0.6604020253,0.5429881537,2,3,5,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
6006,77.13625495,92.70096616,98.08233346,2,4,5,26.89287356,68.18700133,93.76,0.6320827997,0.5622497138,0.6279688612,2,4,5,0,0,0,98,7,,,,,0.65,,,,,,,,0.7
6012,77.12104005,92.68609843,98.07613963,2,4,5,27.36075333,73.34,95.8,0.6898807454,0.5105372637,0.5427328216,2,4,5,0,0,0,98,7,,,,,0.65,,,,,,,,0.7
6018,77.08965181,92.67934384,98.07741809,2,5,5,31.44087867,73.73298333,98.68,0.7338221858,0.6119026825,0.5084940565,2,4,5,0,1,0,98,7,,,,,0.65,,,,,,,,0.7
6024,77.07090518,92.66740811,98.06145426,2,5,5,34.10163333,78.08938667,98.2,0.5883983549,0.6165164934,0.631218136,2,4,5,0,1,0,98,7,,,,,0.65,,,,,,,,0.7
6030,77.05303998,92.67674088,98.06268316,2,5,7,38.32376075,90.81846,102.4677833,0.6618231818,0.5622356213,0.6156109722,3,5,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
6036,77.03448891,92.67350577,98.05315424,2,5,7,40.6,91.755728,105.9817444,0.6535847088,0.5162133368,0.5921228899,3,5,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
