,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,9468,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,#REF!,#REF!,0.75,73,76
9192,30.24534409,74.45769891,98.57714942,0,9,15,22.33010682,158.3,161.8,0.00E+00,0.6342042284,0.35604623,3,9,7,-3,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9198,30.24722369,74.4651963,98.57791798,0,9,15,22.42370592,141.0714286,160.875,0.00E+00,0.5879676696,0.3714146884,3,8,7,-3,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9204,30.24722399,74.45684561,98.57822897,2,9,15,19.48627111,157.075,162.675,3.04E-01,0.5615490421,0.3759764491,3,9,7,-1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9210,30.26045241,74.45644979,98.57917577,2,9,15,15.72432222,162.125,164.975,1.86E-01,0.5930727566,0.3754233754,3,9,7,-1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9216,30.20240605,74.44250779,98.57944854,2,9,15,16.55664762,161.6,173.825,2.17E-01,0.593397187,0.381046876,3,9,8,-1,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9222,30.14903029,74.446983,98.58018948,2,9,15,19.175,163.525,167.475,1.82E-01,0.6273985717,0.4186783138,3,9,7,-1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9228,30.14654115,74.45364832,98.58118806,2,9,14,13.58464,173.025,171.0084074,2.99E-01,0.6267408854,0.4361611972,2,10,8,0,-1,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9234,30.15037437,74.46470641,98.5818258,2,8,14,13.075,167.925,154.375,3.66E-01,0.6850010506,0.4218130261,2,10,7,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9240,30.15328393,74.46750457,98.5827238,2,8,14,12.97393651,176.7600947,158.8241732,6.41E-01,0.747919372,0.4091082732,2,10,7,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9246,30.1544022,74.47303376,98.5830396,2,8,14,12.89909259,153.925,172.1,6.98E-01,0.7609805932,0.3785521142,2,9,8,0,-1,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9252,30.15584155,74.45349018,98.5800745,2,8,14,10.87776,154.4714286,167.425,8.11E-01,0.7063374963,0.4197832003,2,9,7,0,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9258,30.15962457,74.40640768,98.58070061,2,8,14,2.96337037,165.25,167.975,8.44E-01,0.6330187095,0.4048264779,1,9,7,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9264,30.15932419,74.39887577,98.58136856,2,8,14,0.4652742857,166.0285714,162.025,8.75E-01,0.7232833036,0.4169035464,1,10,7,1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9270,30.16400122,74.39512842,98.58234967,0,8,14,0.4382133333,167.95,164.975,0.00E+00,0.6505478191,0.418825142,1,10,7,-1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9276,30.18258104,74.40772309,98.58291213,0,8,14,0.8999212618,162.7,184.45,0.00E+00,0.7180454307,0.4315483626,1,9,8,-1,-1,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9282,30.18973324,74.41878857,98.58374516,2,8,14,0.5777777778,164.1029254,170.9000395,8.59E-01,0.6537003548,0.4570656911,1,9,8,1,-1,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9288,30.18281016,74.41218364,98.57550813,2,8,14,1.709346032,166.3256197,160.325,8.45E-01,0.7377555986,0.4354503153,1,10,7,1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9294,30.1746184,74.35385447,98.57138344,2,8,14,2.753974643,176.775,153.2,7.75E-01,0.6734602144,0.4218538458,1,10,7,1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9300,30.17385614,74.36099182,98.57200894,0,8,14,2.712524556,164.225,160.9321429,0.00E+00,0.6710686425,0.4049923587,1,9,7,-1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9306,30.17354989,74.37430201,98.57268195,0,8,14,2.614352433,154.075,176,0.00E+00,0.7675767531,0.40282919,1,9,8,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9312,30.17406092,74.38243524,98.57287553,0,8,14,2.559387375,156.41592,177.95,0.00E+00,0.6853186643,0.4519268446,1,9,8,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9318,30.17406092,74.35261578,98.5688625,0,8,14,3.303747633,164.7146705,169.25,0.00E+00,0.6493590139,0.4516385179,1,9,7,-1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9324,30.17406092,74.29500424,98.56968855,0,8,14,2.09964236,177.925,175.7509376,0.00E+00,0.7152086748,0.4305232982,1,10,8,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9330,30.17406092,74.27638897,98.57060132,0,8,14,0,176.075,177.25,0.00E+00,0.7544067258,0.4510197134,0,10,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9336,30.17406092,74.27812932,98.57129897,0,8,14,0,175.6,183.075,0.00E+00,0.7698620871,0.4475022326,0,10,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9342,30.17406092,74.29054525,98.57206018,0,8,14,0,175.575,170.55,0.00E+00,0.6742915257,0.4396124521,0,10,7,0,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9348,30.17406092,74.29780313,98.57300243,1,8,14,0,183.85,157.0244463,3.07E-04,0.7557614332,0.443754847,0,11,7,1,-3,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9354,30.1821749,74.31004143,98.57375538,1,8,14,0.22706,180.2,155.85,2.59E-04,0.7847416046,0.4281054117,1,10,7,0,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9360,30.17726704,74.31607624,98.57444461,1,8,14,1.984369524,165.55,152.075,4.50E-04,0.7449151196,0.4082548102,1,10,7,0,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9366,30.18215747,74.3088299,98.57507804,1,8,14,2.099695556,159.075,166.375,2.68E-01,0.7365711614,0.381924673,1,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9372,30.18554302,74.3154353,98.57588255,1,8,14,2.642442222,153,168.725,3.00E-01,0.5939011538,0.4063654063,1,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9378,30.18909623,74.30792864,98.57272374,1,8,14,2.80163,157.55,168.3,3.74E-01,0.7124448386,0.3799590028,1,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9384,30.19672403,74.27874851,98.573604,1,9,14,3.112417222,169.4790815,162.8,3.20E-01,0.63269892,0.4203736813,1,10,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9390,30.19670967,74.28834134,98.57428601,1,9,14,3.206190476,168.8047133,172.175,6.55E-01,0.5646782869,0.425775011,1,10,8,0,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9396,30.20009237,74.29768741,98.57475124,1,9,14,1.838266667,164.1722178,177.65,7.92E-01,0.6247778475,0.4083032721,1,9,8,0,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9402,30.2033294,74.30356467,98.57472886,1,9,14,1.55,164.8814127,187.225,8.89E-01,0.6777204868,0.4386492283,1,9,8,0,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9408,30.20420714,74.27143166,98.57423175,0,9,14,1.55,172.11,190.675,0.00E+00,0.6067615599,0.4473511379,1,10,8,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9414,30.20686808,74.24801771,98.57347105,0,9,14,1.1,186.6526,179.925,0.00E+00,0.6940589642,0.4744572372,1,11,8,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9420,30.20778641,74.24079496,98.57456326,0,9,14,1.828571429,188.5465016,176.0142857,0.00E+00,0.6840570134,0.451157759,1,11,8,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9426,30.23521105,74.23156573,98.57515424,1,9,14,4.06464127,180.475,192.875,6.72E-01,0.7374046555,0.4441486035,1,10,8,0,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9432,30.20361321,74.2407914,98.57519411,1,9,14,7.225,172.6,173.425,7.35E-01,0.6509462778,0.4396525151,1,10,8,0,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9438,30.20353081,74.21558291,98.55753984,1,9,14,7.082869841,186.325,180.1,6.34E-01,0.6923484292,0.4328872441,1,11,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9444,30.20273951,74.20881214,98.55790883,0,9,14,7.9,179.8607143,180.7,0.00E+00,0.6890598566,0.4288076923,2,10,8,-2,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9450,30.24676682,74.19400597,98.55764543,0,9,14,13.125,174.3045905,161.425,0.00E+00,0.6318054279,0.4595668895,2,10,7,-2,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9456,30.26895276,74.15548002,98.55866688,0,9,14,13.225,181.375,164.2,0.00E+00,0.7150263197,0.4243436629,2,10,7,-2,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9462,30.32333698,74.16011089,98.55917006,0,9,14,12.525,164.275,157,0.00E+00,0.6884294715,0.4096587322,2,9,7,-2,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9468,30.32333409,74.1712379,98.55973502,1,9,14,9.8,164.4,154.75,4.28E-01,0.6521967677,0.4130036925,2,9,7,-1,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9474,30.32824416,74.18253824,98.56040519,1,9,14,8.825,164.825,166.375,3.21E-01,0.6569985999,0.3743652191,2,9,7,-1,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9480,30.3096123,74.19503427,98.56105259,1,9,14,10.58903492,155.8061201,154.225,3.98E-01,0.6333351241,0.4181079181,2,9,7,-1,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9486,30.29284111,74.18678207,98.56212921,1,9,14,9.3,164.8071429,155.25,5.22E-01,0.5920077147,0.4114375333,2,9,7,-1,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9492,30.29371688,74.18410319,98.56319417,1,9,14,6.6,162.225,165.2,5.83E-01,0.5662593512,0.4045654423,1,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9498,30.29547417,74.19084121,98.56391341,1,9,14,5.7,157.375,166.95,4.35E-01,0.6478607672,0.4198537756,1,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9504,30.29635028,74.20341689,98.56476517,1,9,14,4.15,162.925,168.3,3.82E-01,0.6654344776,0.4254050945,1,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9510,30.29987087,74.21622705,98.56542855,2,9,14,4.657142857,167.15,159.125,3.44E-01,0.6156885189,0.4283283646,1,10,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9516,30.3025534,74.22303961,98.56617251,2,9,14,3.925,167.95,166.025,4.63E-01,0.6574867338,0.4166545005,1,10,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9522,30.30261735,74.23326948,98.56657648,2,9,14,2.012906667,161.737631,166.15,4.63E-01,0.6077611346,0.4139460285,1,9,7,1,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9528,30.30888626,74.23070639,98.55724209,1,8,14,1.85,149.6126362,169.375,4.02E-04,0.6339802156,0.4182910363,1,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9534,30.30871895,74.16938128,98.5580756,1,8,14,1.873148148,158.825,166.425,3.52E-01,0.6624298252,0.4143725471,1,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9540,30.29463219,74.13323671,98.55851234,1,8,14,6.694444444,166.225,175.525,5.56E-01,0.6442425495,0.4276098064,1,10,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9546,30.29460218,74.14120562,98.55922572,2,8,14,7.102935873,166.875,184.55,8.09E-01,0.6469660975,0.4229307881,1,10,8,1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9552,30.28396681,74.1554819,98.56013833,2,8,14,8.135720635,174.275,183.025,8.97E-01,0.6900404365,0.4742016462,2,10,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9558,30.28393126,74.16808026,98.56117174,1,8,14,7.966008889,180.825,164.375,8.95E-01,0.7378333836,0.4647518495,2,10,7,-1,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9564,30.28396402,74.18024369,98.56199669,1,8,14,7.721066667,187.725,163.95,7.71E-01,0.7215581217,0.417708992,2,11,7,-1,-3,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9570,30.28396402,74.19421423,98.56272363,0,8,14,10.07477333,177.3,181.625,0.00E+00,0.76833677,0.4318905974,2,10,8,-2,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9576,30.28396402,74.2032453,98.56366,0,8,14,8.850566667,166.35,190.9,0.00E+00,0.7598187619,0.4397239862,2,10,8,-2,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9582,30.28027047,74.18756089,98.56278161,0,8,14,5.19116,168.7847384,188.475,0.00E+00,0.7227625286,0.4663426575,1,10,8,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9588,30.26843141,74.13421219,98.56402359,1,8,14,1.568019822,181.85,175.35,8.67E-01,0.7528872943,0.4568469903,1,10,8,0,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9594,30.2351002,74.10635487,98.56474934,1,8,14,4.763213023,186.6,166.6602725,7.79E-01,0.739761653,0.4174940677,1,11,7,0,-3,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9600,30.23516615,74.11114952,98.5652643,0,8,14,4.8,175.725,171.05,0.00E+00,0.708994805,0.4549588909,1,10,8,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9606,30.23523209,74.11806058,98.56589173,0,8,14,4.8,166.4857143,155.4,0.00E+00,0.7771067346,0.4223084857,1,10,7,-1,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9612,30.235298,74.12326814,98.56651844,0,8,14,4.8,168.7,158.375,0.00E+00,0.7803217034,0.3927463702,1,10,7,-1,-2,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9618,30.23328081,74.131912,98.56720942,0,8,14,6.651829253,163.225,153.45,0.00E+00,0.7527693458,0.3962463735,1,9,7,-1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9624,30.23622691,74.13117085,98.56832669,2,8,14,9.295664444,150.6586241,154.1,2.89E-04,0.74329159,0.3999933539,2,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9630,30.19879112,74.07891258,98.56920455,3,8,14,14.131616,152.0486667,164.525,1.20E-01,0.6527710182,0.3986612444,2,9,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9636,30.16652594,74.05567574,98.56994178,3,8,14,15.30169333,153.85,156.625,1.95E-01,0.6214745882,0.3949223143,3,9,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9642,30.13255549,74.06806021,98.57061413,3,9,14,18.50053867,164.0299033,159.2,3.13E-01,0.5184061382,0.4129323452,3,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9648,30.12126581,74.07704083,98.57121499,3,9,14,18.65703704,162.163224,168.65,4.27E-01,0.6002574803,0.4016820077,3,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9654,30.12133268,74.08862111,98.57188959,3,9,14,18.46385926,157.1088074,166.65,5.26E-01,0.6277668354,0.4208463763,3,9,7,0,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9660,30.12139556,74.09277922,98.5723729,3,9,14,17.3064,169.8292952,155.15,5.93E-01,0.5599434151,0.4404177218,3,10,7,0,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9666,30.1213075,74.06239777,98.55898399,3,9,14,13.04852222,169.173625,156.575,7.60E-01,0.6341551301,0.3999980494,2,10,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9672,30.1213075,74.06237307,98.55949018,3,9,14,5.930413333,161.0053794,165.7,6.69E-01,0.6222818127,0.393453674,1,9,7,2,0,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9678,30.1213075,74.07224232,98.56032564,3,9,14,1.953244444,155.2224356,175.45,8.00E-01,0.6084005015,0.3995829077,1,9,8,2,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9684,30.1213075,74.08383369,98.56119683,3,9,14,0,161.65,186.95,9.51E-01,0.633710144,0.4143694095,0,9,8,3,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9690,30.11753349,74.09387168,98.56206981,0,9,14,0,174.65,185.675,0.00E+00,0.5780518406,0.4515036201,0,10,8,0,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9696,30.1257632,74.08859683,98.55819778,0,9,14,1.033471387,175.7892857,175.425,0.00E+00,0.6142288656,0.4699791708,1,10,8,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9702,30.16558587,74.03355267,98.5545644,2,9,14,2.417514903,187.975,171.7,9.99E-01,0.6279784681,0.4593317445,1,11,8,1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9708,30.16598279,74.04158004,98.55527346,3,9,14,7.535674691,178.325,170.35,8.02E-01,0.6998955896,0.4321258433,2,10,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9714,30.16039036,74.05023867,98.55564675,3,9,14,8.438888889,171.775,168.7017703,8.15E-01,0.6645305605,0.4299847008,2,10,7,1,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9720,30.13810555,74.06160228,98.55653419,0,9,14,16.1970533,169.5,159.875,0.00E+00,0.6795338542,0.4494359202,3,10,7,-3,-1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9726,30.13218669,74.07416584,98.55740662,0,9,14,19.67993981,169,137.4,0.00E+00,0.6621620303,0.3999207441,3,10,6,-3,-1,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9732,30.11004768,74.08448125,98.55808089,0,9,14,20.73710826,164.7,135.35,0.00E+00,0.6630148307,0.3630809621,3,9,6,-3,0,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9738,30.13848695,74.09581754,98.55876145,0,9,14,22.34723112,154.325,139.225,0.00E+00,0.668029855,0.3561784847,3,9,6,-3,0,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9744,30.13504067,74.10792135,98.55932257,2,9,14,22.71185333,135.7,150.15,1.77E-01,0.568887905,0.3497116627,4,8,7,-2,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9750,30.13270612,74.11612892,98.56004215,2,9,14,20.31828889,134.4,156.875,1.84E-01,0.550484481,0.3596795547,3,8,7,-1,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9756,30.09325291,74.13074821,98.5609148,2,9,14,17.95238095,147.2928571,144.1,2.53E-01,0.5591159156,0.3620215075,3,9,6,-1,0,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9762,30.07011742,74.12121405,98.55569817,2,9,14,16.81938159,155.525,141.025,3.66E-01,0.5615131433,0.3745500015,3,9,6,-1,0,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9768,30.07558603,74.12005438,98.5560873,2,9,14,14.23991429,146.25,140.95,4.62E-01,0.5315917722,0.3624337006,2,8,6,0,1,8,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9774,30.07870839,74.13115531,98.55665427,2,9,14,14.28387037,141,155.975,4.36E-01,0.5794733961,0.3456123926,2,8,7,0,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9780,30.07843115,74.14084565,98.55726739,2,9,13,12.88369422,141.8,153.4775083,6.11E-01,0.5486863732,0.3761984661,2,8,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9786,30.07984332,74.14278201,98.55063833,2,9,13,11.09614667,139.6048,160.8,7.01E-01,0.5231108632,0.4049411294,2,8,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9792,30.08008447,74.10834862,98.54642292,2,9,13,4.817813333,153.5964286,161.3,8.88E-01,0.5840654003,0.4150204563,1,9,7,1,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9798,30.08032553,74.10447769,98.50500453,2,9,13,1.663621333,139.1886051,172.9,8.25E-01,0.5577877487,0.4085326098,1,8,8,1,1,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9804,30.0799407,74.03025336,98.49492829,2,9,13,0.1307166667,153.625,164.325,9.91E-01,0.6021375106,0.4472044907,1,9,7,1,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9810,30.0799407,74.01771103,98.49585011,0,8,13,0.129762963,171.7805111,170.3,0.00E+00,0.5705386971,0.4744238746,1,10,7,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9816,30.11671513,74.02701981,98.49625571,0,8,13,0.65,163.8067751,169.825,0.00E+00,0.6779730062,0.4672615215,1,9,7,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9822,30.1047306,74.03092505,98.49706358,2,8,13,5.736507937,164.9892857,178.8816407,9.88E-01,0.6910747958,0.4672539492,1,10,8,1,-2,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9828,30.1037291,74.00794033,98.49539925,2,8,13,6.888888889,167.5964286,167.025,9.05E-01,0.7422496286,0.4571494474,1,10,7,1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9834,30.10382479,73.96585701,98.47757801,2,8,13,6.725925926,174.5804781,160.1,8.54E-01,0.7634402324,0.4415370921,1,10,7,1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9840,30.10350852,73.92784432,98.47524612,0,8,13,6.725925926,180.0854778,164.825,0.00E+00,0.7167211864,0.4479229038,1,10,7,-1,-2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9846,30.10377168,73.92079861,98.4756646,0,8,13,6.725925926,164.2964286,180.525,0.00E+00,0.7240841965,0.4401396673,1,9,8,-1,-1,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9852,30.10377168,73.93324424,98.47656873,0,8,13,7.205479512,161.175,183.175,0.00E+00,0.6940574892,0.4625777773,1,9,8,-1,-1,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9858,30.10377168,73.94342232,98.47746775,0,8,13,3.499506667,176.2,173,0.00E+00,0.6853597102,0.4517327517,1,10,8,-1,-2,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9864,30.10377168,73.94781022,98.47759783,0,10,13,0.7960577778,185.30262,160.575,0.00E+00,0.5800294354,0.4356341194,1,11,7,-1,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9870,30.10377168,73.956721,98.47794343,0,10,13,0,185.0286111,158.75,0.00E+00,0.5703558742,0.45924986,0,11,7,0,-1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9876,30.10377168,73.97018001,98.47843024,0,10,13,0,169.3038871,161.55,0.00E+00,0.631576832,0.4204173946,0,10,7,0,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9882,30.10377168,73.97783544,98.47914806,0,10,13,0,157.3521431,161.375,0.00E+00,0.6096822911,0.4318189817,0,9,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9888,30.10377168,73.99147561,98.47980606,1,10,13,0,160.4361659,146.075,2.34E-04,0.557782536,0.4218140006,0,9,6,1,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9894,30.10786776,74.00868132,98.48066813,1,10,13,0.5895413333,161.7962494,132.75,3.91E-04,0.553218376,0.4147129839,1,9,6,0,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9900,30.0883872,74.01923967,98.48125836,1,10,13,2.455555556,147.9707917,138.35,3.70E-04,0.4973655487,0.3717207724,1,9,6,0,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9906,30.08543079,74.02816539,98.48180959,1,10,13,3.748533333,134.975,155.575,2.30E-01,0.5141382764,0.3986622651,1,8,7,0,2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9912,30.08627416,74.04066546,98.48053879,1,10,13,3.86239,132.0678571,163.2,2.61E-01,0.4979214544,0.3844212788,1,8,7,0,2,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9918,30.08796351,74.02977019,98.47910037,1,10,13,4.001921667,151.575,157.4,2.27E-01,0.4883834006,0.4116240702,1,9,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9924,30.08844313,74.04433105,98.47965588,1,10,13,4.211952381,162.35,150.775,5.71E-01,0.532145829,0.428008436,1,9,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9930,30.09437065,74.05633618,98.48026703,1,10,13,3.75,159.0544802,175.625,6.37E-01,0.5370711728,0.4516492271,1,9,8,0,1,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9936,30.09690545,74.06489372,98.4808638,1,10,13,1.825,149.2363116,179.425,8.10E-01,0.5608324954,0.460514555,1,9,8,0,1,5,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9942,30.09859501,74.07324406,98.47880738,1,10,13,0.675,160.9508057,159.975,9.07E-01,0.5414698673,0.4514595963,1,9,7,0,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9948,30.09868719,74.03260116,98.47704189,0,10,13,1,178,157.4,0.00E+00,0.5083289391,0.4709149873,1,10,7,-1,0,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9954,30.11771642,74.0398911,98.47610037,0,10,13,2.275,163.975,144.125,0.00E+00,0.6396971034,0.4554821196,1,9,6,-1,1,7,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9960,30.14703388,74.03625545,98.47614374,0,10,13,4.525,161.575,147.075,0.00E+00,0.5812304506,0.4146577832,1,9,7,-1,1,6,97,,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
