-6,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,
3150,69.07826053,98.81893908,98.31112898,3,7,6,65.84,92.24260852,100.84,0.614476552,3.69E-01,0.4256759823,5,4,5,-2,3,1,98,7,,,,,0.65,,,,,,,,0.7
3156,69.13408836,98.82038824,98.31270921,3,7,6,62.6,73.12,85.72,0.606209983,3.19E-01,0.3929014532,4,4,4,-1,3,2,98,7,,,,,0.65,,,,,,,,0.7
3162,69.17111359,98.82106877,98.31374284,3,7,6,57.36,50.76,64.4,0.6391318122,2.49E-01,0.3208146083,4,3,3,-1,4,3,98,7,,,,,0.65,,,,,,,,0.7
3168,69.18627271,98.82098954,98.31445873,3,7,6,47.36,32.12,42.88,0.5123039321,1.90E-01,0.2173746648,3,2,2,0,5,4,98,7,,,,,0.65,,,,,,,,0.7
3174,69.20481313,98.82107404,98.31444514,3,7,6,29.48,20.92,24.96,0.4201099772,1.14E-01,0.1357289214,2,1,2,1,6,4,98,7,,,,,0.65,,,,,,,,0.7
3180,69.23634358,98.8219984,98.31559968,3,7,6,22.36,21.24,19.04,0.3381490573,9.37E-02,0.08948944912,2,1,1,1,6,5,98,7,,,,,0.65,,,,,,,,0.7
3186,69.29331743,98.8238868,98.31693789,3,6,6,27.64,30.84,22.28,0.1676879696,9.20E-02,0.08259014642,2,2,1,1,4,5,98,7,,,,,0.65,,,,,,,,0.7
3192,69.36598364,98.82622359,98.31951235,3,6,6,40.6,51.8,38.28,0.218645419,1.31E-01,0.1009408225,3,3,2,0,3,4,98,7,,,,,0.65,,,,,,,,0.7
3198,69.41638504,98.82825162,98.32314109,3,6,6,55.16,68.76,59.32,0.3220453925,2.70E-01,0.2174761091,4,3,3,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
3204,69.38693634,98.83139772,98.32667349,3,6,6,70.04,93.72,79.4,0.4096745529,3.81E-01,0.2216976068,5,5,4,-2,1,2,98,7,,,,,0.65,,,,,,,,0.7
3210,69.39395519,98.83363034,98.32768723,3,6,6,73.84,107.52,98.12,0.5708696049,4.87E-01,0.4014142421,5,5,5,-2,1,1,98,7,,,,,0.65,,,,,,,,0.7
3216,69.38732641,98.82272835,98.31972798,3,6,5,72.28,119.12,110.4,0.5787372763,5.73E-01,0.5266973753,5,6,5,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
3222,69.389426,98.82232744,98.28152884,3,6,5,73.36,129.88,116.88,0.72128458,5.95E-01,0.5628911908,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3228,69.39234054,98.82417097,98.2717518,3,6,5,75.44,134.68,122.32,0.6989841151,5.90E-01,0.6527318119,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3234,69.36711525,98.82651438,98.2277051,3,6,5,74.92,137.4,121.76,0.7111579198,6.22E-01,0.5657711303,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3240,69.36504876,98.82866011,98.19231424,3,6,5,74.12,139.9970867,116.64,0.6718030232,6.96E-01,0.6587253292,5,7,6,-2,-1,-1,98,7,,,,,0.65,,,,,,,,0.7
3246,69.35783489,98.83127986,98.155582,3,6,5,71.48,138.76,117.24,0.6403407862,6.34E-01,0.6612311232,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3252,69.35453051,98.83451397,98.15571803,3,6,5,70.96,133.96,117.76,0.6030641193,5.81E-01,0.6434525725,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3258,69.34914063,98.83672526,98.16059221,3,6,5,69.88,127.2,116.12,0.726898258,5.97E-01,0.5371672539,5,6,6,-2,0,-1,98,7,,,,,0.65,,,,,,,,0.7
3264,69.32582718,98.83874613,98.15313899,3,6,7,69.52,110.5915528,111.15766,0.6206784279,5.27E-01,0.4810659952,5,5,5,-2,1,2,98,7,,,,,0.65,,,,,,,,0.7
3270,69.38868851,98.83997765,98.15631879,3,6,7,71.8,95.38031617,103.2257567,0.7171729858,4.69E-01,0.5154511179,5,5,5,-2,1,2,98,7,,,,,0.65,,,,,,,,0.7
3276,69.44440721,98.84142099,98.15798007,4,6,7,69.24896,73.44,88.923716,0.5539713309,3.67E-01,0.4768573904,5,4,4,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
3282,69.48079927,98.84220195,98.1599058,4,21,7,63.34378444,53.89219277,62.72835733,0.6005596102,4.03E-01,0.3296711806,4,3,3,0,18,4,98,7,,,,,0.65,,,,,,,,0.7
3288,69.50605063,98.84237066,98.16033333,4,21,7,52.90597,37.51069695,49.92,0.5784308384,3.59E-01,0.2312430054,4,2,3,0,19,4,98,7,,,,,0.65,,,,,,,,0.7
3294,69.51709017,98.84214565,98.16115152,4,21,7,31.09188,20.80499608,30.36,0.5068665287,2.83E-01,0.1505332084,2,1,2,2,20,5,98,7,,,,,0.65,,,,,,,,0.7
3300,69.53757287,98.8429917,98.16180289,4,21,7,21.74263467,19.47480767,19.64,0.2266515411,1.52E-01,0.1081157772,2,1,1,2,20,6,98,7,,,,,0.65,,,,,,,,0.7
3306,69.58434327,98.84464274,98.16285385,4,21,7,24.32,26.06286658,19.6,0.2278846426,9.18E-02,0.08847032798,2,2,1,2,19,6,98,7,,,,,0.65,,,,,,,,0.7
3312,69.64588899,98.84668029,98.16583449,4,21,7,33.76,43.291728,32,0.1721279725,9.58E-02,0.07651532876,3,2,2,1,19,5,98,7,,,,,0.65,,,,,,,,0.7
3318,69.7198036,98.84885468,98.16929373,4,21,7,50,63.18075042,51.32,0.2728719892,1.30E-01,0.1436969773,4,3,3,0,18,4,98,7,,,,,0.65,,,,,,,,0.7
3324,69.82181823,98.85128314,98.17255249,4,21,7,76.64,85.25451467,72.4,0.3028186902,1.61E-01,0.1727002743,5,4,4,-1,17,3,98,7,,,,,0.65,,,,,,,,0.7
3330,69.8822426,98.85428948,98.17685739,4,21,6,89,103.8,89.96,0.5206079186,1.75E-01,0.3679649725,6,5,4,-2,16,2,98,7,,,,,0.65,,,,,,,,0.7
3336,69.84291559,98.85816378,98.17593303,4,21,6,90.52,120.48,105.8,0.552953889,1.92E-01,0.3912637387,6,6,5,-2,15,1,98,7,,,,,0.65,,,,,,,,0.7
3342,69.77087186,98.86133522,98.15427658,4,21,6,88.48,131.56,119.2,0.4943342356,1.93E-01,0.40412554,6,6,6,-2,15,0,98,7,,,,,0.65,,,,,,,,0.7
3348,69.76728918,98.86457559,98.14818282,4,21,6,84.08,138.6,122.64,0.6474754507,2.27E-01,0.5464450553,6,6,6,-2,15,0,98,7,,,,,0.65,,,,,,,,0.7
3354,69.74273708,98.8674451,98.12601236,4,21,6,76.32,142.72,126.44,0.7064591408,2.27E-01,0.6109333822,5,7,6,-1,14,0,98,7,,,,,0.65,,,,,,,,0.7
3360,69.74978858,98.87074168,98.1156956,3,21,6,75.08,145.48,129.12,0.7672741691,2.28E-01,0.6796846796,5,7,6,-2,14,0,98,7,,,,,0.65,,,,,,,,0.7
3366,69.74614592,98.87460074,98.07693983,3,21,5,74.4,145.32,126.68,0.5577059597,2.22E-01,0.6299456303,5,7,6,-2,14,-1,98,7,,,,,0.65,,,,,,,,0.7
3372,69.74333305,98.87727824,98.06333584,3,21,5,74.52,138.64,122,0.7667893543,2.11E-01,0.6129126533,5,6,6,-2,15,-1,98,7,,,,,0.65,,,,,,,,0.7
3378,69.73458091,98.87959435,98.06724519,3,21,5,71.96,132.08,122.64,0.7512214775,2.09E-01,0.7072640189,5,6,6,-2,15,-1,98,7,,,,,0.65,,,,,,,,0.7
3384,69.7107171,98.88133619,98.07108602,3,21,5,71.88,119.16,115.76,0.6125543168,1.93E-01,0.5609143003,5,6,6,-2,15,-1,98,7,,,,,0.65,,,,,,,,0.7
3390,69.75278573,98.88346095,98.07471669,3,20,7,71.72,101.44,108.8389333,0.648421902,1.83E-01,0.5499028682,5,5,5,-2,15,2,98,7,,,,,0.65,,,,,,,,0.7
3396,69.81309071,98.88457404,98.07748793,3,20,7,71.08,82.52,98.47063556,0.5985265895,1.51E-01,0.4241609875,5,4,5,-2,16,2,98,7,,,,,0.65,,,,,,,,0.7
3402,69.86083158,98.88515362,98.07966213,3,20,7,67.64,62.4,75.04581667,0.645619064,1.09E-01,0.3925747288,5,3,4,-2,17,3,98,7,,,,,0.65,,,,,,,,0.7
3408,69.89095009,98.88539753,98.08048387,3,20,7,59.48,43.6,59.05666,0.5810763494,8.65E-02,0.3359680847,4,2,3,-1,18,4,98,7,,,,,0.65,,,,,,,,0.7
3414,69.90792972,98.88516762,98.08032912,3,20,7,39.64,25.72,37.36322667,0.5181150061,5.72E-02,0.2394705957,3,2,2,0,18,5,98,7,,,,,0.65,,,,,,,,0.7
3420,69.91878154,98.88606881,98.08101413,3,20,7,25.24,19.31988001,24.24,0.3374603715,3.79E-02,0.1647160744,2,1,2,1,19,5,98,7,,,,,0.65,,,,,,,,0.7
3426,69.95475316,98.88719406,98.08230021,3,20,7,23.08,23.72,20.48,0.3521564476,3.99E-02,0.1040758108,2,2,1,1,18,6,98,7,,,,,0.65,,,,,,,,0.7
3432,70.00950758,98.88859921,98.08477507,3,20,7,29.88,38.36,27.88,0.1736288629,4.38E-02,0.07931164291,2,2,2,1,18,5,98,7,,,,,0.65,,,,,,,,0.7
3438,70.07325233,98.89042425,98.08718036,3,20,7,43.52,58.24,42.2,0.2503801346,8.91E-02,0.133684123,3,3,2,0,17,5,98,7,,,,,0.65,,,,,,,,0.7
3444,70.10712502,98.89242852,98.09145732,3,20,7,65.32,77.32,68,0.2423533842,1.24E-01,0.1297960894,4,4,3,-1,16,4,98,7,,,,,0.65,,,,,,,,0.7
3450,70.10317652,98.89567315,98.09500404,3,19,7,74.4,99.16,84.48,0.4067964299,1.53E-01,0.2694161429,5,5,4,-2,14,3,98,7,,,,,0.65,,,,,,,,0.7
3456,70.0362646,98.89876174,98.09592885,3,19,7,75.48,116,104,0.5916197244,1.84E-01,0.3738015069,5,5,5,-2,14,2,98,7,,,,,0.65,,,,,,,,0.7
3462,70.02184785,98.90171061,98.09483735,3,19,7,73.32,128.9955673,118.96,0.6482830316,1.81E-01,0.3387680309,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
3468,70.01076986,98.90454033,98.08002507,3,19,7,71.68,137.56,126.36,0.6940193144,2.18E-01,0.4814571763,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
3474,69.98406986,98.90735827,98.08423926,3,19,7,71.84,143.28,133.2,0.6739590361,2.26E-01,0.4533155878,5,7,6,-2,12,1,98,7,,,,,0.65,,,,,,,,0.7
3480,69.98897118,98.91079829,98.08849547,3,19,7,72.44,144.64,136.88,0.6859444353,2.38E-01,0.5374231354,5,7,6,-2,12,1,98,7,,,,,0.65,,,,,,,,0.7
3486,69.98711781,98.91397205,98.08881108,3,19,7,73.84,145.1246842,138.08,0.614604332,2.31E-01,0.5280238126,5,7,6,-2,12,1,98,7,,,,,0.65,,,,,,,,0.7
3492,69.98222268,98.91653485,98.09438934,3,19,7,74,140.76,141.56,0.6907995392,2.22E-01,0.489146833,5,7,7,-2,12,0,98,7,,,,,0.65,,,,,,,,0.7
3498,69.96833035,98.91873391,98.09821468,3,19,7,71.24188495,134.16,137.72,0.6261366085,2.29E-01,0.5218394214,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
3504,69.92329442,98.92072815,98.10251353,3,19,7,67.36,124.28,129.72,0.5528736055,2.08E-01,0.403160673,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
3510,69.93630547,98.92269074,98.10524327,3,19,7,63.6,108.84,120.2,0.7107422144,1.87E-01,0.4691963022,4,5,6,-1,14,1,98,7,,,,,0.65,,,,,,,,0.7
3516,70.00143127,98.92393725,98.10888996,3,18,7,65.2,89.08,102.64,0.6657721918,1.53E-01,0.4301166747,4,4,5,-1,14,2,98,7,,,,,0.65,,,,,,,,0.7
3522,70.05100407,98.92466512,98.11105559,3,18,7,64.72,69.91974722,83.96,0.5725851483,1.29E-01,0.3603905734,4,4,4,-1,14,3,98,7,,,,,0.65,,,,,,,,0.7
3528,70.08515817,98.92483127,98.11171965,3,18,7,61.16,49.72,64.32,0.5444807612,9.66E-02,0.2944384275,4,3,3,-1,15,4,98,7,,,,,0.65,,,,,,,,0.7
3534,70.10740742,98.92472197,98.11199856,3,18,7,44.36,31.11977923,41.2,0.5820168685,6.87E-02,0.2016745427,3,2,2,0,16,5,98,7,,,,,0.65,,,,,,,,0.7
3540,70.1099126,98.9255262,98.11197502,3,18,7,26.56,20.64,27.32,0.4330003469,4.41E-02,0.1602191619,2,1,2,1,17,5,98,7,,,,,0.65,,,,,,,,0.7
3546,70.14027529,98.92643077,98.11342839,3,18,7,22.76,23.04009921,19.16,0.2611899201,3.27E-02,0.08928210723,2,1,1,1,17,6,98,7,,,,,0.65,,,,,,,,0.7
3552,70.18465655,98.92763526,98.11540562,3,18,7,26.24,33.28,23.24,0.214013246,3.37E-02,0.04995492072,2,2,2,1,16,5,98,7,,,,,0.65,,,,,,,,0.7
3558,70.24467343,98.92912617,98.11731604,3,18,7,37.12,52.32036484,36.32,0.232093735,8.22E-02,0.1247557732,3,3,2,0,15,5,98,7,,,,,0.65,,,,,,,,0.7
3564,70.31542811,98.93109112,98.12065892,3,18,7,63.24,73.92,58.72,0.2317069404,8.76E-02,0.1669163603,4,4,3,-1,14,4,98,7,,,,,0.65,,,,,,,,0.7
3570,70.32226543,98.93386354,98.12373294,3,18,7,72.44,92.88,75.48,0.498657048,1.18E-01,0.2411762857,5,5,4,-2,13,3,98,7,,,,,0.65,,,,,,,,0.7
3576,70.31272387,98.9366964,98.12910235,3,18,7,75.52,111.44,98.08,0.5753158466,1.77E-01,0.2901517057,5,5,5,-2,13,2,98,7,,,,,0.65,,,,,,,,0.7
3582,70.30806985,98.93939839,98.13436265,3,18,7,75.32,125.64,117.08,0.4608043371,1.88E-01,0.283758429,5,6,6,-2,12,1,98,7,,,,,0.65,,,,,,,,0.7
3588,70.30499036,98.94194634,98.13827209,3,17,7,71.17,135.16,125.84,0.680387982,2.47E-01,0.4246433512,5,6,6,-2,11,1,98,7,,,,,0.65,,,,,,,,0.7
3594,70.27533229,98.94463597,98.14344758,3,17,7,71.32,141.04,137.4,0.6795305806,2.52E-01,0.4630499684,5,7,6,-2,10,1,98,7,,,,,0.65,,,,,,,,0.7
3600,70.27171388,98.94783833,98.14751302,3,17,7,71.48,144.64,140.44,0.6427968681,2.79E-01,0.5536030705,5,7,7,-2,10,0,98,7,,,,,0.65,,,,,,,,0.7
3606,70.2708625,98.95050843,98.1529846,3,17,6,71.88,144,143.84,0.6160707136,2.67E-01,0.6065535289,5,7,7,-2,10,-1,98,7,,,,,0.65,,,,,,,,0.7
3612,70.25851763,98.95300309,98.15837634,3,17,6,70.6,141.64,142.76,0.5196166526,2.47E-01,0.5733260438,5,7,7,-2,10,-1,98,7,,,,,0.65,,,,,,,,0.7
3618,70.20470439,98.95512534,98.16199643,3,17,6,68.56,137,140.24,0.7200643401,2.86E-01,0.6210978061,5,6,7,-2,11,-1,98,7,,,,,0.65,,,,,,,,0.7
3624,70.20241619,98.9570999,98.16640224,3,17,6,66.8,127.76,133.72,0.6168095166,2.40E-01,0.5117443332,5,6,6,-2,11,0,98,7,,,,,0.65,,,,,,,,0.7
3630,70.19755385,98.95901219,98.16941665,3,17,6,63.4,112.8,125.56,0.6459362709,2.22E-01,0.4951318736,4,5,6,-1,12,0,98,7,,,,,0.65,,,,,,,,0.7
3636,70.22437258,98.96032068,98.17262203,3,17,6,64.96,94.64,108.64,0.612700973,1.83E-01,0.5416914022,4,5,5,-1,12,1,98,7,,,,,0.65,,,,,,,,0.7
3642,70.27916399,98.96113801,98.17517117,3,17,6,65.16,75.64,91.28,0.6350577272,1.65E-01,0.4364528577,4,4,4,-1,13,2,98,7,,,,,0.65,,,,,,,,0.7
3648,70.33311901,98.96129301,98.17603765,3,16,6,59.84,54.8,71.68,0.6608616827,1.29E-01,0.3659617939,4,3,4,-1,13,2,98,7,,,,,0.65,,,,,,,,0.7
3654,70.34843381,98.96140551,98.17686337,3,16,6,48.04,36.08,51.08,0.5146035691,1.03E-01,0.222936083,3,2,3,0,14,3,98,7,,,,,0.65,,,,,,,,0.7
3660,70.34608138,98.9619879,98.17686651,3,16,6,31.08,22.88,34.84,0.401996159,6.42E-02,0.162272958,2,1,2,1,15,4,98,7,,,,,0.65,,,,,,,,0.7
3666,70.36714604,98.96263863,98.17740729,3,16,6,23.44,21.04,20.6,0.3268720849,4.16E-02,0.1269188209,2,1,1,1,15,5,98,7,,,,,0.65,,,,,,,,0.7
3672,70.40496332,98.96368347,98.17904924,3,16,6,23.4,28.64,20.44,0.2239030611,4.34E-02,0.07035828489,2,2,1,1,14,5,98,7,,,,,0.65,,,,,,,,0.7
3678,70.4852277,98.96489287,98.18057102,3,16,6,37.2,46.52,30.12,0.1989022071,6.73E-02,0.1108514748,3,3,2,0,13,4,98,7,,,,,0.65,,,,,,,,0.7
3684,70.5330023,98.96670776,98.18358117,3,16,6,57.52,67.08,50.08,0.1866436236,8.91E-02,0.1046727609,4,3,3,-1,13,3,98,7,,,,,0.65,,,,,,,,0.7
3690,70.54575242,98.96930855,98.18620015,3,16,6,72.28,88.52,66.8,0.4313329039,1.45E-01,0.148785243,5,4,3,-2,12,3,98,7,,,,,0.65,,,,,,,,0.7
3696,70.5423833,98.97189173,98.18994446,3,16,6,77.16,108.8791697,85.96,0.4739242721,1.73E-01,0.3300916024,5,5,4,-2,11,2,98,7,,,,,0.65,,,,,,,,0.7
3702,70.53594225,98.97433529,98.18761577,3,16,6,77.64,122.56,104.28,0.5795958741,1.84E-01,0.4945851322,5,6,5,-2,10,1,98,7,,,,,0.65,,,,,,,,0.7
3708,70.50575475,98.97673198,98.17665538,3,15,5,73.52,133.36,115.24,0.6796333906,2.48E-01,0.5976946033,5,6,6,-2,9,-1,98,7,,,,,0.65,,,,,,,,0.7
3714,70.50917589,98.97922182,98.14525166,3,15,5,70.6,140.16,122.52,0.539873283,2.64E-01,0.5762105793,5,7,6,-2,8,-1,98,7,,,,,0.65,,,,,,,,0.7
3720,70.50456744,98.98234583,98.14214658,3,15,5,72.24,144.9211473,126.64,0.7427128741,2.85E-01,0.5974970876,5,7,6,-2,8,-1,98,7,,,,,0.65,,,,,,,,0.7
3726,70.48262128,98.98509042,98.1464352,3,15,5,73.36,144.96,129.16,0.6669901559,2.70E-01,0.7299804702,5,7,6,-2,8,-1,98,7,,,,,0.65,,,,,,,,0.7
3732,70.4533259,98.98733057,98.11073771,3,15,5,74.16,144.12,129.88,0.6749131692,2.39E-01,0.6662798006,5,7,6,-2,8,-1,98,7,,,,,0.65,,,,,,,,0.7
3738,70.41746376,98.98944046,98.10842589,3,15,5,73.6,138.2,128.6,0.7935021933,2.79E-01,0.6723975682,5,6,6,-2,9,-1,98,7,,,,,0.65,,,,,,,,0.7
3744,70.41709762,98.99134107,98.10670041,3,15,5,71.64,131.32,125.16,0.6607095955,2.60E-01,0.6400695491,5,6,6,-2,9,-1,98,7,,,,,0.65,,,,,,,,0.7
3750,70.41211374,98.99329318,98.10967965,3,15,5,69.76,115.28,119.24,0.7266553289,2.60E-01,0.6136131158,5,5,6,-2,10,-1,98,7,,,,,0.65,,,,,,,,0.7
3756,70.42128323,98.99458811,98.11260438,3,15,5,68.36,98.8,112.4,0.7911671584,2.06E-01,0.5598600192,5,5,5,-2,10,0,98,7,,,,,0.65,,,,,,,,0.7
3762,70.47872679,98.99550691,98.11573398,3,15,8,69.76,83.2,97.77974667,0.7081728495,1.91E-01,0.5071118125,5,4,5,-2,11,3,98,7,,,,,0.65,,,,,,,,0.7
3768,70.54312899,98.99581894,98.11700469,3,15,8,63.2,61.28,78.56428889,0.6127861361,1.39E-01,0.3860277146,4,3,4,-1,12,4,98,7,,,,,0.65,,,,,,,,0.7
3774,70.55499962,98.99595297,98.11831211,3,14,8,50,42.56,58.426385,0.5586673794,9.56E-02,0.3223132565,4,2,3,-1,12,5,98,7,,,,,0.65,,,,,,,,0.7
3780,70.55880769,98.99629968,98.11846845,3,14,8,36.8,25.4,41.09884533,0.5372127802,8.13E-02,0.2237293847,3,2,2,0,12,6,98,7,,,,,0.65,,,,,,,,0.7
3786,70.57231929,98.99689224,98.11859536,3,14,8,25.56,20.24,25.30311333,0.3585639376,4.57E-02,0.1301506288,2,1,2,1,13,6,98,7,,,,,0.65,,,,,,,,0.7
3792,70.60014071,98.99778058,98.11997207,3,14,8,21.84,25.92013121,20.12,0.1810205006,3.84E-02,0.08111739461,2,2,1,1,12,7,98,7,,,,,0.65,,,,,,,,0.7
3798,70.67941523,98.99881458,98.12142044,3,14,8,34.08,40.92,26.56,0.197486833,7.63E-02,0.06989561937,3,2,2,0,12,6,98,7,,,,,0.65,,,,,,,,0.7
3804,70.73873835,99.0004714,98.12429745,3,14,8,53.96,62.8,43.48,0.187543812,1.16E-01,0.06862041657,4,3,2,-1,11,6,98,7,,,,,0.65,,,,,,,,0.7
3810,70.7419342,99.0030122,98.12681572,3,13,8,65.84,85.96,60.52,0.2658186328,1.41E-01,0.175346614,4,4,3,-1,9,5,98,7,,,,,0.65,,,,,,,,0.7
3816,70.75319694,99.005123,98.1306003,3,13,8,75.12,103.92,82.48,0.3771265939,1.97E-01,0.2946610008,5,5,4,-2,8,4,98,7,,,,,0.65,,,,,,,,0.7
3822,70.74301734,99.00731798,98.13572071,3,13,8,79.2,118.36,104.24,0.6875750694,2.21E-01,0.2974335726,5,6,5,-2,7,3,98,7,,,,,0.65,,,,,,,,0.7
3828,70.71679333,99.0096443,98.13969511,3,13,8,77.96,131.36,119.08,0.7294765581,2.68E-01,0.3453016989,5,6,6,-2,7,2,98,7,,,,,0.65,,,,,,,,0.7
3834,70.71425906,99.01203305,98.13405564,3,13,8,78.76,139.08,128.4,0.7648524987,2.94E-01,0.3820309125,5,6,6,-2,7,2,98,7,,,,,0.65,,,,,,,,0.7
3840,70.70748821,99.01503229,98.12779728,3,13,7,75.68,143.16,134.76,0.4443813034,3.05E-01,0.5209515726,5,7,6,-2,6,1,98,7,,,,,0.65,,,,,,,,0.7
3846,70.69707138,99.01749584,98.13255068,3,13,7,75.36,145,138.92,0.6002006175,2.98E-01,0.5577984454,5,7,7,-2,6,0,98,7,,,,,0.65,,,,,,,,0.7
3852,70.69969253,99.01955852,98.13893084,3,13,7,76.08,142.92,140.64,0.7792516208,2.93E-01,0.5209933422,5,7,7,-2,6,0,98,7,,,,,0.65,,,,,,,,0.7
3858,70.66004147,99.021651,98.14289468,3,13,7,71.28,140.32,141.68,0.7836795665,2.92E-01,0.5341294598,5,7,7,-2,6,0,98,7,,,,,0.65,,,,,,,,0.7
3864,70.65808236,99.02395391,98.14642791,3,13,7,70.88,133.96,138.92,0.7690585278,2.85E-01,0.4974383364,5,6,7,-2,7,0,98,7,,,,,0.65,,,,,,,,0.7
3870,70.65929816,99.02567384,98.1495213,3,13,7,70.48,121.8,133.32,0.6844108896,2.59E-01,0.5015973465,5,6,6,-2,7,1,98,7,,,,,0.65,,,,,,,,0.7
3876,70.66184795,99.02688519,98.15354763,3,13,7,68.48,105.12,119.48,0.6553575509,2.62E-01,0.4449057674,5,5,6,-2,8,1,98,7,,,,,0.65,,,,,,,,0.7
3882,70.67799754,99.02775479,98.15621295,3,12,7,68.32,89.28,104.68,0.6362896587,2.41E-01,0.4107714043,5,4,5,-2,8,2,98,7,,,,,0.65,,,,,,,,0.7
3888,70.75014908,99.02812736,98.15754013,3,12,7,66.08,67.6,87.2,0.6705471622,1.63E-01,0.3521767232,4,3,4,-1,9,3,98,7,,,,,0.65,,,,,,,,0.7
3894,70.77191239,99.02862806,98.15888095,3,12,7,53.84,45.92,68.44,0.5912855233,1.25E-01,0.2855021499,4,2,3,-1,10,4,98,7,,,,,0.65,,,,,,,,0.7
3900,70.77856786,99.02872249,98.1592405,3,12,7,41.36,27.84,49.48,0.6085796977,9.48E-02,0.2436076699,3,2,3,0,10,4,98,7,,,,,0.65,,,,,,,,0.7
3906,70.78521737,99.0290296,98.15924306,3,12,7,30.32,20.2,26.84,0.441706407,4.88E-02,0.1316286452,2,1,2,1,11,5,98,7,,,,,0.65,,,,,,,,0.7
3912,70.80737558,99.02973198,98.16032695,3,12,7,23.08,23.16,19.88,0.2448723168,4.67E-02,0.09306339503,2,1,1,1,11,6,98,7,,,,,0.65,,,,,,,,0.7
3918,70.87475759,99.03062734,98.1614466,3,12,7,30.2,35.08,23.08,0.2317786965,6.08E-02,0.07743117496,2,2,2,1,10,5,98,7,,,,,0.65,,,,,,,,0.7
3924,70.94015,99.03243378,98.16385543,3,12,7,49.44,56.36,35.68,0.1522013333,9.90E-02,0.1155648358,3,3,2,0,9,5,98,7,,,,,0.65,,,,,,,,0.7
3930,70.96886139,99.03432409,98.16577852,3,12,7,62.68,79.16,52.84,0.3299825547,1.50E-01,0.1896119667,4,4,3,-1,8,4,98,7,,,,,0.65,,,,,,,,0.7
3936,70.96129137,99.03619723,98.16950614,3,12,6,71.08,96.32,79.32,0.3822622795,1.87E-01,0.3184337451,5,5,4,-2,7,2,98,7,,,,,0.65,,,,,,,,0.7
3942,70.95224538,99.03816776,98.17355736,3,12,6,75.4,112.48,96.16,0.4776820379,2.36E-01,0.3501565516,5,5,5,-2,7,1,98,7,,,,,0.65,,,,,,,,0.7
3948,70.85400346,99.04059832,98.17743676,3,11,6,74.76,129.08,113.2,0.5734972411,3.05E-01,0.4229739414,5,6,5,-2,5,1,98,7,,,,,0.65,,,,,,,,0.7
3954,70.86046184,99.04312693,98.16101145,3,11,6,73.52,136.48,122.88,0.6004442806,3.32E-01,0.4734174478,5,6,6,-2,5,0,98,7,,,,,0.65,,,,,,,,0.7
3960,70.85410373,99.04562358,98.1408128,3,11,6,73.64,143.1590049,126.24,0.7567206919,3.49E-01,0.4527182344,5,7,6,-2,4,0,98,7,,,,,0.65,,,,,,,,0.7
3966,70.84212816,99.04772399,98.08864392,3,11,6,71.92,144.68,125.96,0.6902232163,3.73E-01,0.6391077357,5,7,6,-2,4,0,98,7,,,,,0.65,,,,,,,,0.7
3972,70.83889621,99.04981208,98.06203954,3,11,5,72.84,143.32,122.88,0.7717746679,3.56E-01,0.6414361533,5,7,6,-2,4,-1,98,7,,,,,0.65,,,,,,,,0.7
3978,70.81144693,99.05187245,98.04126157,3,11,5,72.24,140.36,118.68,0.7507211132,3.47E-01,0.664285993,5,7,6,-2,4,-1,98,7,,,,,0.65,,,,,,,,0.7
3984,70.80579661,99.05405684,98.03513934,3,11,5,70,136.1609473,117.68,0.7507211132,3.32E-01,0.63804187,5,6,6,-2,5,-1,98,7,,,,,0.65,,,,,,,,0.7
3990,70.80066963,99.05582485,98.03839223,3,11,5,71.52,125,117.56,0.5902313596,3.16E-01,0.5914433037,5,6,6,-2,5,-1,98,7,,,,,0.65,,,,,,,,0.7
3996,70.78850648,99.05687583,98.04214924,3,11,5,68.12,109.24,111.6,0.6842541378,2.78E-01,0.4400038648,5,5,5,-2,6,0,98,7,,,,,0.65,,,,,,,,0.7
4002,70.81673581,99.05772795,98.04231724,3,11,7,68.4,92.6,104.2698133,0.6111887436,2.28E-01,0.4574891723,5,4,5,-2,7,2,98,7,,,,,0.65,,,,,,,,0.7
4008,70.88964612,99.05822729,98.04401645,3,11,7,67.64,70.6,89.67275556,0.7035735036,2.28E-01,0.4521179834,5,4,4,-2,7,3,98,7,,,,,0.65,,,,,,,,0.7
