-6,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,
4590,71.70666731,98.95563752,98.10650952,3,7,7,58.24,136.8,143.12,0.5797100806,5.76E-01,0.5092501398,4,6,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
4596,71.68264257,98.95716215,98.11040595,3,7,7,52.4,130.88,140.04,0.6360711639,5.54E-01,0.5240392365,4,6,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
4602,71.62917783,98.95897167,98.11331704,3,7,7,46.28,119.72,132.92,0.5578406383,5.05E-01,0.4894477443,3,6,6,0,1,1,98,7,,,,,0.65,,,,,,,,0.7
4608,71.60463385,98.96020997,98.11620813,2,7,7,47.28,104.4,119.6,0.7811388584,4.47E-01,0.4439826661,3,5,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.7
4614,71.59781324,98.96095021,98.11810448,2,7,7,48.56,83.84,107.36,0.7811388584,3.54E-01,0.3919691841,3,4,5,-1,3,2,98,7,,,,,0.65,,,,,,,,0.7
4620,71.61930075,98.96132668,98.11959179,2,7,7,47.84,65.04,87.08,0.8404256867,2.85E-01,0.3460050279,3,3,4,-1,4,3,98,7,,,,,0.65,,,,,,,,0.7
4626,71.6405718,98.96117886,98.12098021,2,7,7,45.36,41.12,67.44,0.7687043481,2.21E-01,0.2822795554,3,2,3,-1,5,4,98,7,,,,,0.65,,,,,,,,0.7
4632,71.65618496,98.96158821,98.12096116,2,7,7,33.72,26.16,46.04,0.7615240941,1.72E-01,0.2037251472,3,2,2,-1,5,5,98,7,,,,,0.65,,,,,,,,0.7
4638,71.66073563,98.96219267,98.12113493,2,7,7,23.68,20.64,26.8,0.5216986325,7.60E-02,0.1398392068,2,1,2,0,6,5,98,7,,,,,0.65,,,,,,,,0.7
4644,71.67993354,98.96291314,98.12174132,3,7,7,21.44,24.96,20.36,0.4720679339,8.67E-02,0.09335913996,2,2,1,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
4650,71.70789791,98.9636752,98.1228827,3,7,7,27.6684,36.36,22.56,0.2180135415,1.00E-01,0.04921063102,2,2,1,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
4656,71.72770263,98.96493045,98.12507276,3,7,7,37.81293667,60.04,34.44,0.3385976356,2.11E-01,0.1163400492,3,3,2,0,4,5,98,7,,,,,0.65,,,,,,,,0.7
4662,71.75705498,98.96672695,98.12726784,3,7,7,54.75548,79.92,56.84,0.3605391497,2.88E-01,0.1336094861,4,4,3,-1,3,4,98,7,,,,,0.65,,,,,,,,0.7
4668,71.75432752,98.96871037,98.13006837,3,6,7,63.240152,97.8,77.24,0.5792567399,3.91E-01,0.2333773164,4,5,4,-1,1,3,98,7,,,,,0.65,,,,,,,,0.7
4674,71.74412205,98.97087431,98.13290128,3,6,7,66.12,116.48,92.8,0.622940017,4.10E-01,0.291817786,4,6,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
4680,71.7311176,98.9710303,98.13679446,3,6,7,63.93,126.36,112,0.6449728426,4.51E-01,0.4322441659,4,6,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
4686,71.70544615,98.96283948,98.13997573,3,6,6,61.88,132.56,124.24,0.6528511428,6.04E-01,0.525239182,4,6,6,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
4692,71.71240962,98.93429977,98.13993012,3,6,6,62.52,135.16,134.4,0.6313138399,5.68E-01,0.5306958089,4,6,6,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
4698,71.70152903,98.93442692,98.14315433,3,6,6,66.28,134.28,138.16,0.6794712917,6.08E-01,0.5640366104,4,6,6,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
4704,71.63041701,98.9365311,98.143398,3,6,6,66.36,134.08,139.72,0.5416961462,6.64E-01,0.5736312337,4,6,7,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
4710,71.62558933,98.93793054,98.1472291,3,6,6,57.6,132.96,141.52,0.5729843102,5.41E-01,0.5733063659,4,6,7,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
4716,71.59928379,98.93951436,98.15095406,3,6,6,53.76,129.32,139,0.6976151023,5.89E-01,0.5518904304,4,6,7,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
4722,71.54633842,98.94096692,98.15403817,3,7,6,48.4,122.0466067,133.04,0.6340986846,5.32E-01,0.5463265061,3,6,6,0,1,0,98,7,,,,,0.65,,,,,,,,0.7
4728,71.52850956,98.94216768,98.15692606,2,7,6,47.32,107.0504756,125.08,0.6975728153,5.03E-01,0.5077752767,3,5,6,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
4734,71.51987364,98.94293675,98.15887706,2,7,6,48.4,87.30216667,114.32,0.5732781917,4.55E-01,0.4644409124,3,4,5,-1,3,1,98,7,,,,,0.65,,,,,,,,0.7
4740,71.54243213,98.94323069,98.16110037,2,7,6,49.08,70.47770667,95.2,0.797884681,2.95E-01,0.4748316482,3,4,5,-1,3,1,98,7,,,,,0.65,,,,,,,,0.7
4746,71.56710027,98.94315554,98.16201456,2,7,6,47.72,48.52101333,75.36,0.7442233384,2.68E-01,0.3494323655,3,3,4,-1,4,2,98,7,,,,,0.65,,,,,,,,0.7
4752,71.58749611,98.94391702,98.16219912,2,7,6,37.88,30.2,52.68,0.7442233384,1.65E-01,0.3203849081,3,2,3,-1,5,3,98,7,,,,,0.65,,,,,,,,0.7
4758,71.58598262,98.94427408,98.16247125,2,7,6,25.6,19.88,32.2,0.4934127646,1.04E-01,0.1536046169,2,1,2,0,6,4,98,7,,,,,0.65,,,,,,,,0.7
4764,71.60048557,98.94479646,98.16278947,3,7,6,21.615,21.64,22.24,0.4307436538,7.02E-02,0.1186015607,2,1,1,1,6,5,98,7,,,,,0.65,,,,,,,,0.7
4770,71.62425191,98.94541886,98.16421987,3,7,6,22.43509333,30.64,21,0.356124881,6.33E-02,0.09447890271,2,2,1,1,5,5,98,7,,,,,0.65,,,,,,,,0.7
4776,71.66456246,98.94634811,98.16551332,3,7,6,32.52969167,51.04,29,0.302043428,1.80E-01,0.1382596069,2,3,2,1,4,4,98,7,,,,,0.65,,,,,,,,0.7
4782,71.66719334,98.94863597,98.1672389,3,7,6,48.67708,74.04,47.32,0.3033040743,2.68E-01,0.1526977263,3,4,3,0,3,3,98,7,,,,,0.65,,,,,,,,0.7
4788,71.67145755,98.95056988,98.16985543,3,7,6,60.70132,95.16,68.04,0.4198436302,2.85E-01,0.1989930651,4,5,3,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
4794,71.66404104,98.95040538,98.17158349,3,7,6,65.68,111.24,84.48,0.4470660329,3.63E-01,0.2475775834,4,5,4,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
4800,71.65139554,98.95075194,98.17482847,3,7,5,63.2,123.2,106.44,0.5834230615,4.39E-01,0.4629911682,4,6,5,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
4806,71.64031798,98.95271224,98.1696188,3,7,5,63.8,134.44,119.44,0.6971600931,5.32E-01,0.5872237767,4,6,6,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
4812,71.63716154,98.95228436,98.14356362,3,7,5,62.12,136.16,119.36,0.4988270904,5.04E-01,0.6177175752,4,6,6,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
4818,71.62563313,98.95498578,98.09527727,3,7,5,62.72,142.76,116.48,0.6838138501,4.46E-01,0.5893034998,4,7,6,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.7
4824,71.55757945,98.95184227,98.07024794,3,7,5,61.44,141.24,104.6,0.6721856585,5.53E-01,0.6059589089,4,7,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
4830,71.51004014,98.95286762,98.01918541,3,7,5,58.04,138.96,93.72,0.6434905732,6.53E-01,0.6523427772,4,6,5,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
4836,71.48982067,98.95444127,97.99408871,3,6,5,54.32,133.48,93.24,0.6415388545,6.38E-01,0.7090200291,4,6,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
4842,71.49384741,98.95646579,97.98317928,3,6,4,49.76,124.68,94.72,0.5419094013,5.61E-01,0.658049351,3,6,5,0,0,-1,98,7,,,,,0.65,,,,,,,,0.7
4848,71.42203474,98.95808663,97.98338077,2,6,4,49.12,107.96,97.04,0.8279162427,4.85E-01,0.6100902495,3,5,5,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
4854,71.40637713,98.95872344,97.98026704,2,6,4,48.76,94.04,94.92,0.6707896293,5.00E-01,0.6392772428,3,5,5,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
4860,71.4271903,98.95912258,97.98310067,2,6,4,50.04,78.8,86.8,0.8153180918,3.92E-01,0.6883826937,3,4,4,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
4866,71.45665348,98.95918188,97.98418851,2,6,4,51.48,56.36,76.96,0.7297701377,2.87E-01,0.4523578116,4,3,4,-2,3,0,98,7,,,,,0.65,,,,,,,,0.7
4872,71.48299621,98.96000514,97.98475562,2,6,8,43.64,33.88,58.80561444,0.4406842593,1.97E-01,0.3852911139,3,2,3,-1,4,5,98,7,,,,,0.65,,,,,,,,0.7
4878,71.48104272,98.96012266,97.98501044,2,6,8,30.56,21.2,37.98190111,0.679403681,1.33E-01,0.3120168847,2,1,2,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
4884,71.49274829,98.96045255,97.98511558,3,6,8,24.24,20.4,25.56976567,0.5936856075,9.86E-02,0.249562901,2,1,2,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
4890,71.52082193,98.96099044,97.98649589,3,6,8,23.57854667,26.16,18.55793467,0.3475242718,1.07E-01,0.1233343575,2,2,1,1,4,7,98,7,,,,,0.65,,,,,,,,0.7
4896,71.55456626,98.96196374,97.98762876,3,6,8,30.25702667,47.04,23.10347733,0.2859546973,2.20E-01,0.1123422953,2,3,2,1,3,6,98,7,,,,,0.65,,,,,,,,0.7
4902,71.59024599,98.9638012,97.99008627,3,5,8,44.97591467,67.28,43.956272,0.170472323,3.07E-01,0.1084192357,3,3,2,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
4908,71.59334637,98.96569096,97.9921921,3,5,8,58.71212,90.16,61.087568,0.4399743563,3.37E-01,0.192827257,4,4,3,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
4914,71.58697791,98.96669385,97.99497514,3,5,8,66.84,104.32,79.72189867,0.5551425332,4.12E-01,0.3211559283,4,5,4,-1,0,4,98,7,,,,,0.65,,,,,,,,0.7
4920,71.55684469,98.96121832,97.99907169,3,5,8,68.52,114.76,99.88,0.6380182632,5.10E-01,0.3126431409,5,5,5,-2,0,3,98,7,,,,,0.65,,,,,,,,0.7
4926,71.55078598,98.94480212,98.00224171,3,5,8,68.12,122.16,113.72,0.609023446,6.14E-01,0.410449958,5,6,5,-2,-1,3,98,7,,,,,0.65,,,,,,,,0.7
4932,71.55542253,98.90578513,98.00544269,3,5,8,68.48,122.56,130.56,0.7233620342,6.65E-01,0.4037709402,5,6,6,-2,-1,2,98,7,,,,,0.65,,,,,,,,0.7
4938,71.55065578,98.87859927,98.00545736,3,5,8,68.96,117.9572355,136.88,0.7289450729,6.65E-01,0.4402227025,5,6,6,-2,-1,2,98,7,,,,,0.65,,,,,,,,0.7
4944,71.47606731,98.85478202,98.00563008,3,5,8,68.15761469,113.9548364,139.36,0.5804036198,6.02E-01,0.4901815888,5,5,7,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
4950,71.44001574,98.84059306,98.01022449,3,5,8,59.96,111.3099427,143,0.6574114828,6.90E-01,0.5148105635,4,5,7,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
4956,71.41908727,98.83771969,98.01346327,3,5,8,56.88,110.48,142.4,0.7501338412,4.85E-01,0.5402668856,4,5,7,-1,0,1,98,7,,,,,0.65,,,,,,,,0.7
4962,71.36662664,98.83684872,98.01773726,3,16,8,51.28,110.51503,137.52,0.7369087408,4.68E-01,0.453494795,4,5,6,-1,11,2,98,7,,,,,0.65,,,,,,,,0.7
4968,71.35061183,98.83744497,98.02038416,3,16,8,47.48,100.110137,132.24,0.5597459148,5.15E-01,0.4200863477,3,5,6,0,11,2,98,7,,,,,0.65,,,,,,,,0.7
4974,71.33288494,98.83852802,98.02278655,2,16,8,46.68,92.75388632,122.04,0.5443145189,4.62E-01,0.4290971315,3,4,6,-1,12,2,98,7,,,,,0.65,,,,,,,,0.7
4980,71.3194655,98.83921399,98.02551188,2,16,8,46.56,80.156063,106.64,0.7975991129,3.66E-01,0.3976732234,3,4,5,-1,12,3,98,7,,,,,0.65,,,,,,,,0.7
4986,71.33171753,98.83973696,98.02690737,2,16,8,47,57.60212533,89.8,0.7942859744,2.36E-01,0.3476533908,3,3,4,-1,13,4,98,7,,,,,0.65,,,,,,,,0.7
4992,71.36492197,98.84016609,98.02761524,2,16,8,43.44,40.3198816,64.36,0.7942859744,1.54E-01,0.2707665965,3,2,3,-1,14,5,98,7,,,,,0.65,,,,,,,,0.7
4998,71.36488594,98.84037287,98.02793685,2,16,8,31.32,24.67976963,45.88,0.5840170223,1.00E-01,0.1977338572,2,2,2,0,14,6,98,7,,,,,0.65,,,,,,,,0.7
5004,71.37396408,98.84069955,98.02791967,3,16,8,26.09935667,19.80025288,28.92,0.4974657719,4.66E-02,0.1147404741,2,1,2,1,15,6,98,7,,,,,0.65,,,,,,,,0.7
5010,71.39426099,98.84128619,98.02900688,3,16,8,23.74889778,24.8399488,19.96,0.4041936763,4.74E-02,0.08331809295,2,2,1,1,14,7,98,7,,,,,0.65,,,,,,,,0.7
5016,71.42669363,98.84252377,98.03001563,3,16,8,27.353775,42.88,22,0.2860526658,6.29E-02,0.06828518062,2,2,1,1,14,7,98,7,,,,,0.65,,,,,,,,0.7
5022,71.47439736,98.84424167,98.03179209,3,16,8,40.71774933,62.28045605,37.36,0.2422887482,1.21E-01,0.07958690624,3,3,2,0,13,6,98,7,,,,,0.65,,,,,,,,0.7
5028,71.45892212,98.84602553,98.03373137,3,16,8,57.82356533,83.52,53.92,0.3977397485,1.43E-01,0.1487910552,4,4,3,-1,12,5,98,7,,,,,0.65,,,,,,,,0.7
5034,71.4531433,98.84780283,98.03625694,3,16,8,67.51990533,100.1602416,73.56,0.5003024712,1.93E-01,0.210722899,5,5,4,-2,11,4,98,7,,,,,0.65,,,,,,,,0.7
5040,71.4384608,98.8498107,98.04006766,3,16,8,67.04,117.48,94.52,0.6434836246,2.17E-01,0.2605157448,4,6,5,-1,10,3,98,7,,,,,0.65,,,,,,,,0.7
5046,71.45104427,98.85205665,98.04353554,3,16,8,67.16,130.08,111.68,0.6286897362,2.60E-01,0.3111110163,5,6,5,-2,10,3,98,7,,,,,0.65,,,,,,,,0.7
5052,71.44437402,98.85450366,98.04749894,3,16,8,65.92,138,128,0.7004755929,2.56E-01,0.2913796507,4,6,6,-1,10,2,98,7,,,,,0.65,,,,,,,,0.7
5058,71.41907734,98.85673629,98.05076875,3,16,8,61.28,143.3989169,136.8,0.6683974355,2.55E-01,0.4307661846,4,7,6,-1,9,2,98,7,,,,,0.65,,,,,,,,0.7
5064,71.38467185,98.85872393,98.05411349,3,16,8,61.4,144.2403424,140.68,0.600213695,2.78E-01,0.4975232377,4,7,7,-1,9,1,98,7,,,,,0.65,,,,,,,,0.7
5070,71.32898924,98.8607402,98.0586343,3,15,8,57.68,143.76,145.12,0.6996260153,2.93E-01,0.4836388842,4,7,7,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
5076,71.31996461,98.86274975,98.062221,3,15,8,54.88,139.56,144.76,0.5189616573,3.03E-01,0.4537756073,4,7,7,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
5082,71.29612071,98.86469298,98.06576406,3,15,8,53.12,132.8410769,140.64,0.5676002006,2.87E-01,0.4522787054,4,6,7,-1,9,1,98,7,,,,,0.65,,,,,,,,0.7
5088,71.23803827,98.86623563,98.06846625,3,15,8,49.4,122.24,137.2,0.6385855844,2.70E-01,0.4503672525,3,6,6,0,9,2,98,7,,,,,0.65,,,,,,,,0.7
5094,71.22936157,98.86728172,98.07094222,2,15,8,49.64,107.7584834,127.64,0.858760117,2.40E-01,0.4430649679,3,5,6,-1,10,2,98,7,,,,,0.65,,,,,,,,0.7
5100,71.22048185,98.86787702,98.07373671,2,15,8,49.64,87.64,113.12,0.7447875104,1.99E-01,0.3809873936,3,4,5,-1,11,3,98,7,,,,,0.65,,,,,,,,0.7
5106,71.22889537,98.86830291,98.07508796,2,15,8,48.16,66.07981921,93.36,0.7587378957,1.63E-01,0.3099064559,3,3,5,-1,12,3,98,7,,,,,0.65,,,,,,,,0.7
5112,71.24825446,98.86886473,98.0761525,2,15,8,44.68,45.8,71.96,0.5729602397,1.03E-01,0.2796278835,3,2,4,-1,13,4,98,7,,,,,0.65,,,,,,,,0.7
5118,71.25294186,98.86894708,98.07670979,2,15,8,33.52,27.96052808,55.44,0.7608449875,7.67E-02,0.2444825925,3,2,3,-1,13,5,98,7,,,,,0.65,,,,,,,,0.7
5124,71.25787014,98.86924789,98.07668892,3,15,8,26.49046333,20.1999584,35.4,0.5328207318,4.96E-02,0.1355735137,2,1,2,1,14,6,98,7,,,,,0.65,,,,,,,,0.7
5130,71.27389711,98.86967411,98.0775146,3,15,8,23.74702667,23.36,22.32,0.4286428863,4.82E-02,0.09218867702,2,2,1,1,13,7,98,7,,,,,0.65,,,,,,,,0.7
5136,71.31834606,98.87057647,98.07808788,3,14,8,26.96090667,36.39964004,20.72,0.2360745236,5.20E-02,0.05465997141,2,2,1,1,12,7,98,7,,,,,0.65,,,,,,,,0.7
5142,71.35283189,98.87215844,98.07967071,3,14,8,37.2526,55.52,30.68,0.2106182331,9.36E-02,0.05333854216,3,3,2,0,11,6,98,7,,,,,0.65,,,,,,,,0.7
5148,71.36711041,98.87377244,98.08141743,3,14,8,54.620072,76.36022721,45.96,0.4297663635,1.31E-01,0.1339619194,4,4,2,-1,10,6,98,7,,,,,0.65,,,,,,,,0.7
5154,71.36873292,98.8753612,98.08363301,3,14,8,64.96065667,93.48026721,65.68,0.5803449511,1.65E-01,0.2027565625,4,5,3,-1,9,5,98,7,,,,,0.65,,,,,,,,0.7
5160,71.34240924,98.87737621,98.08710261,3,14,8,68.52,114.5212881,86.44,0.5350371619,1.89E-01,0.2103761144,5,5,4,-2,9,4,98,7,,,,,0.65,,,,,,,,0.7
5166,71.35240548,98.87934317,98.09048512,3,14,8,69.28,127.7596784,108.36,0.6634960997,2.38E-01,0.3156587974,5,6,5,-2,8,3,98,7,,,,,0.65,,,,,,,,0.7
5172,71.34787243,98.88163154,98.0941219,3,14,8,65.68,135.68,124.32,0.5063609169,2.72E-01,0.3420120772,4,6,6,-1,8,2,98,7,,,,,0.65,,,,,,,,0.7
5178,71.33875879,98.88382584,98.09715925,3,14,8,66.08,142.7595312,133.12,0.7158181826,2.82E-01,0.3269441288,4,7,6,-1,7,2,98,7,,,,,0.65,,,,,,,,0.7
5184,71.2919966,98.8855947,98.10046781,3,14,8,62.28,145.04,140.2,0.702706865,2.87E-01,0.4326376806,4,7,7,-1,7,1,98,7,,,,,0.65,,,,,,,,0.7
5190,71.25337077,98.88779111,98.10466602,3,14,8,57.72,145.9595313,144.96,0.6788658792,2.88E-01,0.4087231092,4,7,7,-1,7,1,98,7,,,,,0.65,,,,,,,,0.7
5196,71.20498792,98.88940572,98.10812799,3,14,8,55.24,141.16,144.84,0.6770009305,3.22E-01,0.4970776789,4,7,7,-1,7,1,98,7,,,,,0.65,,,,,,,,0.7
5202,71.18838822,98.89146651,98.11156801,3,13,8,52.04,135.1595968,142.52,0.4568514131,3.23E-01,0.4448057289,4,6,7,-1,7,1,98,7,,,,,0.65,,,,,,,,0.7
5208,71.1692975,98.89298315,98.11424711,3,13,8,48.72,124.64,138.4,0.6296707474,3.00E-01,0.4207680074,3,6,7,0,7,1,98,7,,,,,0.65,,,,,,,,0.7
5214,71.15489331,98.89403412,98.11674176,2,13,8,47.52,113.0807489,131.28,0.8165085942,3.04E-01,0.439529516,3,5,6,-1,8,2,98,7,,,,,0.65,,,,,,,,0.7
5220,71.1338751,98.8947514,98.119622,2,13,8,46.6,91.47909774,118.4,0.7374699222,2.47E-01,0.3910366511,3,4,6,-1,9,2,98,7,,,,,0.65,,,,,,,,0.7
5226,71.13058754,98.89530025,98.12100417,2,13,8,45.84,74,97.6,0.8153234915,2.14E-01,0.3388276457,3,4,5,-1,9,3,98,7,,,,,0.65,,,,,,,,0.7
5232,71.15310758,98.89583162,98.12235257,2,13,8,41.68,52.48018401,80.24,0.6813079415,1.35E-01,0.3194878938,3,3,4,-1,10,4,98,7,,,,,0.65,,,,,,,,0.7
5238,71.16145159,98.89596729,98.12298408,2,13,8,35.36,32.96,62.28,0.7255717278,1.08E-01,0.2089230792,3,2,3,-1,11,5,98,7,,,,,0.65,,,,,,,,0.7
5244,71.1630294,98.89620657,98.12309685,2,13,8,27.68236,23.04,42.56,0.7255717278,5.77E-02,0.1767971601,2,1,2,0,12,6,98,7,,,,,0.65,,,,,,,,0.7
5250,71.17599334,98.89644283,98.12373584,3,13,8,23.89347556,21.11985603,25.32,0.4856358051,4.12E-02,0.1221569106,2,1,2,1,12,6,98,7,,,,,0.65,,,,,,,,0.7
5256,71.2104087,98.89728821,98.12398002,3,13,8,23.18905,31.2,20.08,0.3824613908,5.05E-02,0.07098867723,2,2,1,1,11,7,98,7,,,,,0.65,,,,,,,,0.7
5262,71.24353599,98.89864945,98.12549757,3,13,8,34.37818933,48.79987361,27.56,0.1983273594,9.95E-02,0.06451502081,3,3,2,0,10,6,98,7,,,,,0.65,,,,,,,,0.7
5268,71.2766503,98.9000679,98.12716509,3,12,8,49.34101733,69.32,41.28,0.3205008922,1.18E-01,0.09356325318,3,3,2,0,9,6,98,7,,,,,0.65,,,,,,,,0.7
5274,71.25312049,98.90149324,98.12888078,3,12,8,59.53570533,86.08113298,60.23,0.3487075865,1.90E-01,0.2162856099,4,4,3,-1,8,5,98,7,,,,,0.65,,,,,,,,0.7
5280,71.25590216,98.90343933,98.13214456,3,12,7,67.16,109.68,80.88,0.5710640513,2.50E-01,0.2571602269,5,5,4,-2,7,3,98,7,,,,,0.65,,,,,,,,0.7
5286,71.26383916,98.90528459,98.13535447,3,12,7,67.12,124.520376,104.56,0.5829829221,2.81E-01,0.3351060425,5,6,5,-2,6,2,98,7,,,,,0.65,,,,,,,,0.7
5292,71.2555014,98.90772606,98.13862923,3,12,7,62.52,135.79956,119.6,0.5235702797,3.03E-01,0.3887881714,4,6,6,-1,6,1,98,7,,,,,0.65,,,,,,,,0.7
5298,71.24492116,98.90953149,98.14065242,3,12,7,61.08,141.64,128.56,0.5816824421,2.84E-01,0.4436311944,4,7,6,-1,5,1,98,7,,,,,0.65,,,,,,,,0.7
5304,71.22448678,98.91126167,98.14394044,3,12,7,57.64,144.68,136.6,0.5409045079,3.26E-01,0.5177035582,4,7,6,-1,5,1,98,7,,,,,0.65,,,,,,,,0.7
5310,71.20565957,98.91331491,98.14753186,3,12,7,55.2,144.16,140.12,0.6697032681,3.36E-01,0.4631260975,4,7,7,-1,5,0,98,7,,,,,0.65,,,,,,,,0.7
5316,71.15960896,98.91501281,98.12861787,3,12,7,52.04,142.04,137.8,0.5804448047,3.43E-01,0.6441910628,4,7,6,-1,5,1,98,7,,,,,0.65,,,,,,,,0.7
5322,71.14531077,98.91715526,98.11865528,3,12,6,53.52,137.76,132.4,0.695639643,3.10E-01,0.584276387,4,6,6,-1,6,0,98,7,,,,,0.65,,,,,,,,0.7
5328,71.12486965,98.91856226,98.11241809,3,12,6,47.32,130.1995376,128,0.418092598,3.18E-01,0.6245056663,3,6,6,0,6,0,98,7,,,,,0.65,,,,,,,,0.7
5334,71.10964433,98.91965983,98.11499962,2,11,6,47.88,119.27956,121.28,0.6088594835,3.42E-01,0.6162542467,3,6,6,-1,5,0,98,7,,,,,0.65,,,,,,,,0.7
5340,71.09163791,98.92047992,98.11758238,2,11,6,46.92,97.44,113.44,0.6471681619,2.51E-01,0.4933377155,3,5,5,-1,6,1,98,7,,,,,0.65,,,,,,,,0.7
5346,71.07741223,98.92137897,98.11972749,2,11,6,46.72,79.52,100.1479733,0.7962034011,2.37E-01,0.4451080359,3,4,5,-1,7,1,98,7,,,,,0.65,,,,,,,,0.7
5352,71.1057006,98.92177066,98.11778373,2,11,8,46.12,58.19975041,82.93992,0.7334975118,1.77E-01,0.356947688,3,3,4,-1,8,4,98,7,,,,,0.65,,,,,,,,0.7
5358,71.11834321,98.92183398,98.1184931,2,11,8,41.2,39.120112,67.430865,0.7461291704,1.50E-01,0.331587537,3,2,3,-1,9,5,98,7,,,,,0.65,,,,,,,,0.7
5364,71.12197097,98.92196203,98.11871943,2,11,8,33.24,25.8400736,47.061,0.6299785678,9.11E-02,0.2399622619,2,2,3,0,9,5,98,7,,,,,0.65,,,,,,,,0.7
5370,71.12565779,98.92204158,98.11957792,3,11,8,25.41656,19.4,28.846324,0.4187243986,6.48E-02,0.1686420172,2,1,2,1,10,6,98,7,,,,,0.65,,,,,,,,0.7
5376,71.15697441,98.92310574,98.11994942,3,11,8,22.463215,26.28,21.24,0.3353044427,5.87E-02,0.1124316429,2,2,1,1,9,7,98,7,,,,,0.65,,,,,,,,0.7
5382,71.19402342,98.92414351,98.12099903,3,11,8,30.41564,43.04,23.64,0.2492718472,8.08E-02,0.1022816064,2,2,2,1,9,6,98,7,,,,,0.65,,,,,,,,0.7
5388,71.20852693,98.92529247,98.12227579,3,11,8,42.354832,62.99970561,34.6,0.3094784554,1.01E-01,0.09932808141,3,3,2,0,8,6,98,7,,,,,0.65,,,,,,,,0.7
5394,71.21135245,98.92666137,98.12417705,3,11,8,54.836,81.4,54.24,0.2900981752,2.06E-01,0.1608880713,4,4,3,-1,7,5,98,7,,,,,0.65,,,,,,,,0.7
5400,71.20195152,98.9284793,98.12725839,3,10,8,61.64,107.08,75.72,0.3795610366,2.38E-01,0.1791858595,4,5,4,-1,5,4,98,7,,,,,0.65,,,,,,,,0.7
5406,71.18695908,98.93046509,98.13046218,3,10,8,63.64,120.72,99.64,0.5901468206,2.76E-01,0.2770344703,4,6,5,-1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5412,71.18314478,98.93235049,98.13342017,3,10,8,65.32,131.52,114.56,0.6087208375,3.34E-01,0.3195897235,4,6,5,-1,4,3,98,7,,,,,0.65,,,,,,,,0.7
5418,71.17494782,98.93408695,98.13263614,3,10,8,63.2,137.8394544,124.56,0.6252936767,3.26E-01,0.3035448599,4,6,6,-1,4,2,98,7,,,,,0.65,,,,,,,,0.7
5424,71.1413641,98.93577156,98.13572875,3,10,8,65.52,141.8,134.2,0.5961185377,3.86E-01,0.4848640595,4,7,6,-1,3,2,98,7,,,,,0.65,,,,,,,,0.7
5430,71.11022208,98.93785716,98.13620817,3,10,7,62.12,145.28,139.28,0.6935483941,3.36E-01,0.5170370177,4,7,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.7
5436,71.07554073,98.93986752,98.13980087,3,10,7,55.68,144.08,141.84,0.6588587731,3.82E-01,0.5783013599,4,7,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.7
5442,71.06270697,98.94158819,98.14293247,3,10,7,53.44,141.52,142.96,0.6492706854,3.91E-01,0.5243320114,4,7,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.7
