,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,1,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,,73,76
9786,30.07984332,74.14278201,98.55063833,2,9,13,11.09614667,139.6048,160.8,7.01E-01,0.5231108632,0.4049411294,2,8,7,0,1,6,97,,,,,,,,99.69179579,12,76.88,99.69179579,4,-8,0.72,,
9792,30.08008447,74.10834862,98.54642292,2,9,13,4.817813333,153.5964286,161.3,8.88E-01,0.5840654003,0.4150204563,1,9,7,1,0,6,97,,,,,,,,99.69180763,12,42.36,99.69180763,2,-10,0.72,,
9798,30.08032553,74.10447769,98.50500453,2,9,13,1.663621333,139.1886051,172.9,8.25E-01,0.5577877487,0.4085326098,1,8,8,1,1,5,97,,,,,,,,99.69187115,12,21.04,99.69187115,1,-11,0.72,,
9804,30.0799407,74.03025336,98.49492829,2,9,13,0.1307166667,153.625,164.325,9.91E-01,0.6021375106,0.4472044907,1,9,7,1,0,6,97,,,,,,,,99.69193337,12,20.48,99.69193337,1,-11,0.72,,
9810,30.0799407,74.01771103,98.49585011,0,8,13,0.129762963,171.7805111,170.3,0.00E+00,0.5705386971,0.4744238746,1,10,7,-1,-2,6,97,,,,,,,,99.69228955,11,30.64,99.69228955,2,-9,0.72,,
9816,30.11671513,74.02701981,98.49625571,0,8,13,0.65,163.8067751,169.825,0.00E+00,0.6779730062,0.4672615215,1,9,7,-1,-1,6,97,,,,,,,,99.69237074,11,36.6,99.69237074,2,-9,0.72,,
9822,30.1047306,74.03092505,98.49706358,2,8,13,5.736507937,164.9892857,178.8816407,9.88E-01,0.6910747958,0.4672539492,1,10,8,1,-2,5,97,,,,,,,,99.69247105,11,37,99.69247105,2,-9,0.72,,
9828,30.1037291,74.00794033,98.49539925,2,8,13,6.888888889,167.5964286,167.025,9.05E-01,0.7422496286,0.4571494474,1,10,7,1,-2,6,97,,,,,,,,99.69255721,11,38.48,99.69255721,2,-9,0.72,,
9834,30.10382479,73.96585701,98.47757801,2,8,13,6.725925926,174.5804781,160.1,8.54E-01,0.7634402324,0.4415370921,1,10,7,1,-2,6,97,,,,,,,,99.6925478,11,31.44,99.6925478,2,-9,0.72,,
9840,30.10350852,73.92784432,98.47524612,0,8,13,6.725925926,180.0854778,164.825,0.00E+00,0.7167211864,0.4479229038,1,10,7,-1,-2,6,97,,,,,,,,99.69254566,11,24.52,99.69254566,2,-9,0.72,,
9846,30.10377168,73.92079861,98.4756646,0,8,13,6.725925926,164.2964286,180.525,0.00E+00,0.7240841965,0.4401396673,1,9,8,-1,-1,5,97,,,,,,,,99.69260747,11,24.64,99.69260747,2,-9,0.72,,
9852,30.10377168,73.93324424,98.47656873,0,8,13,7.205479512,161.175,183.175,0.00E+00,0.6940574892,0.4625777773,1,9,8,-1,-1,5,97,,,,,,,,99.69289241,10,39.88,99.69289241,2,-8,0.72,,
9858,30.10377168,73.94342232,98.47746775,0,8,13,3.499506667,176.2,173,0.00E+00,0.6853597102,0.4517327517,1,10,8,-1,-2,5,97,,,,,,,,99.69327781,10,71.2,99.69327781,4,-6,0.72,,
9864,30.10377168,73.94781022,98.47759783,0,10,13,0.7960577778,185.30262,160.575,0.00E+00,0.5800294354,0.4356341194,1,11,7,-1,-1,6,97,,,,,,,,99.69365559,10,103.76,99.69365559,5,-5,0.72,,
9870,30.10377168,73.956721,98.47794343,0,10,13,0,185.0286111,158.75,0.00E+00,0.5703558742,0.45924986,0,11,7,0,-1,6,97,,,,,,,,99.69436738,10,137.52,99.69436738,6,-4,0.72,,
9876,30.10377168,73.97018001,98.47843024,0,10,13,0,169.3038871,161.55,0.00E+00,0.631576832,0.4204173946,0,10,7,0,0,6,97,,,,,,,,99.69472486,10,149.1634933,99.69472486,7,-3,0.72,,
9882,30.10377168,73.97783544,98.47914806,0,10,13,0,157.3521431,161.375,0.00E+00,0.6096822911,0.4318189817,0,9,7,0,1,6,97,,,,,,,,99.6951514,10,151.2,99.6951514,7,-3,0.72,,
9888,30.10377168,73.99147561,98.47980606,1,10,13,0,160.4361659,146.075,2.34E-04,0.557782536,0.4218140006,0,9,6,1,1,7,97,,,,,,,,99.69557346,10,149.68,99.69557346,7,-3,0.72,,
9894,30.10786776,74.00868132,98.48066813,1,10,13,0.5895413333,161.7962494,132.75,3.91E-04,0.553218376,0.4147129839,1,9,6,0,1,7,97,,,,,,,,99.69579542,9,138.6,99.69579542,7,-2,0.72,,
9900,30.0883872,74.01923967,98.48125836,1,10,13,2.455555556,147.9707917,138.35,3.70E-04,0.4973655487,0.3717207724,1,9,6,0,1,7,97,,,,,,,,99.69577961,9,96.2,99.69577961,5,-4,0.72,,
9906,30.08543079,74.02816539,98.48180959,1,10,13,3.748533333,134.975,155.575,2.30E-01,0.5141382764,0.3986622651,1,8,7,0,2,6,97,,,,,,,,99.69574282,9,67.64,99.69574282,3,-6,0.72,,
9912,30.08627416,74.04066546,98.48053879,1,10,13,3.86239,132.0678571,163.2,2.61E-01,0.4979214544,0.3844212788,1,8,7,0,2,6,97,,,,,,,,99.69573617,9,26.04,99.69573617,2,-7,0.72,,
9918,30.08796351,74.02977019,98.47910037,1,10,13,4.001921667,151.575,157.4,2.27E-01,0.4883834006,0.4116240702,1,9,7,0,1,6,97,,,,,,,,99.69569618,9,1.69528,99.69569618,1,-8,0.72,,
9924,30.08844313,74.04433105,98.47965588,1,10,13,4.211952381,162.35,150.775,5.71E-01,0.532145829,0.428008436,1,9,7,0,1,6,97,,,,,,,,99.69564782,9,0,99.69564782,0,-9,0.72,,
9930,30.09437065,74.05633618,98.48026703,1,10,13,3.75,159.0544802,175.625,6.37E-01,0.5370711728,0.4516492271,1,9,8,0,1,5,97,,,,,,,,99.69590198,9,0,99.69590198,0,-9,0.72,,
9936,30.09690545,74.06489372,98.4808638,1,10,13,1.825,149.2363116,179.425,8.10E-01,0.5608324954,0.460514555,1,9,8,0,1,5,97,,,,,,,,99.69595073,9,6.08,99.69595073,1,-8,0.72,,
9942,30.09859501,74.07324406,98.47880738,1,10,13,0.675,160.9508057,159.975,9.07E-01,0.5414698673,0.4514595963,1,9,7,0,1,6,97,,,,,,,,99.69628752,8,40.72,99.69628752,2,-6,0.72,,
9948,30.09868719,74.03260116,98.47704189,0,10,13,1,178,157.4,0.00E+00,0.5083289391,0.4709149873,1,10,7,-1,0,6,97,,,,,,,,99.6967015,8,77.6,99.6967015,4,-4,0.72,,
9954,30.11771642,74.0398911,98.47610037,0,10,13,2.275,163.975,144.125,0.00E+00,0.6396971034,0.4554821196,1,9,6,-1,1,7,97,,,,,,,,99.69705014,8,107.16,99.69705014,5,-3,0.72,,
9960,30.14703388,74.03625545,98.47614374,0,10,13,4.525,161.575,147.075,0.00E+00,0.5812304506,0.4146577832,1,9,7,-1,1,6,97,,,,,,,,99.69749651,8,145.96,99.69749651,7,-1,0.72,,
9966,30.14705049,74.04211004,98.47650277,1,10,13,4.518613333,148,150.925,9.54E-01,0.555471196,0.4225112367,1,9,7,0,1,6,97,,,,,,,,99.69785729,8,147.72,99.69785729,7,-1,0.72,,
9972,30.12585687,74.04965116,98.47711185,1,9,13,7.3,142.9865333,141.125,9.54E-01,0.5851245263,0.4085595209,1,8,6,0,1,7,97,,,,,,,,99.69826245,8,149.52,99.69826245,7,-1,0.72,,
9978,30.12586271,74.06218515,98.47800122,0,9,13,7.006644444,151.975,162.725,0.00E+00,0.543066584,0.3912662955,1,9,7,-1,0,6,97,,,,,,,,99.69858733,8,141.96,99.69858733,7,-1,0.72,,
9984,30.178077,74.07771524,98.47908031,0,9,13,10.3,146.825,152.7,0.00E+00,0.5647151512,0.430183297,2,9,7,-2,0,6,97,,,,,,,,99.69873682,8,128.4,99.69873682,6,-2,0.72,,
9990,30.25381983,74.07749912,98.47875024,0,9,13,12.15,149.0034476,166.475,0.00E+00,0.4999905601,0.4181936038,2,9,7,-2,0,6,97,,,,,,,,99.6992016,8,105.12,99.6992016,5,-3,0.72,,
9996,30.23764312,74.05418054,98.47910108,0,9,13,14.2,158.475,180.95,0.00E+00,0.5925332346,0.4428710147,2,9,8,-2,0,5,97,,,,,,,,99.69938296,8,88.92,99.69938296,4,-4,0.72,,
10002,30.23751087,74.06811822,98.48004761,0,9,13,13.15,159.875,190.4,0.00E+00,0.6069902949,0.4572640157,2,9,8,-2,0,5,97,,,,,,,,99.6995685,8,74.36,99.6995685,4,-4,0.72,,
10008,30.23752113,74.07504286,98.48087692,1,9,13,12.2,181.15,201.975,3.60E-01,0.6004922447,0.5233206055,2,10,9,-1,-1,4,97,,,,,,,,99.69971335,8,69.36,99.69971335,4,-4,0.72,,
10014,30.24238312,74.07062971,98.48187239,1,9,13,9.766942222,186.275,192.35,4.23E-01,0.6789666055,0.5486190278,2,11,8,-1,-2,5,97,,,,,,,,99.69982777,8,64.92,99.69982777,3,-5,0.72,,
10020,30.24244739,74.03978584,98.48296665,1,9,13,9.304746667,191.7214286,185.0395178,3.78E-01,0.7102903066,0.5067624876,2,11,8,-1,-2,5,97,,,,,,,,99.69987165,8,52.12,99.69987165,3,-5,0.72,,
10026,30.24251163,74.00958446,98.48390987,1,9,13,7.567294222,195.225,191,5.84E-01,0.7622421917,0.5458610887,2,11,8,-1,-2,5,97,,,,,,,,99.69987298,8,37.2,99.69987298,2,-6,0.72,,
10032,30.24241105,74.01271258,98.48454589,1,9,13,5.001418889,189.1,187.275,6.51E-01,0.7050925937,0.4917622206,1,11,8,0,-2,5,97,,,,,,,,99.69983114,8,19.92,99.69983114,1,-7,0.72,,
10038,30.24241105,74.02561216,98.48546694,1,8,13,1.953263704,191.6010343,190.4,7.36E-01,0.7850881778,0.5093734897,1,11,8,0,-3,5,97,,,,,,,,99.69979911,8,9.639862411,99.69979911,1,-7,0.72,,
10044,30.24241105,74.03156226,98.48654772,2,8,13,1.231573333,187.0821429,177.05,7.36E-01,0.7522464001,0.5214356033,1,11,8,1,-3,5,97,,,,,,,,99.69977926,7,2.32,99.69977926,1,-6,0.72,,
10050,30.25836524,74.03368799,98.4873473,2,8,13,0.6280592593,190.425,174.975,3.31E-01,0.7669201528,0.4715433219,1,11,8,1,-3,5,97,,,,,,,,99.70000765,7,0,99.70000765,0,-7,0.72,,
10056,30.2207732,74.04126897,98.4881759,2,12,13,5.112784444,186.5816259,176.275,4.51E-01,0.613051567,0.4922536801,1,11,8,1,1,5,97,,,,,,,,99.69999503,7,0,99.69999503,0,-7,0.72,,
10062,30.22328547,74.05540957,98.48831177,2,12,13,4.522222222,180.4348027,193.65,4.98E-01,0.5421968557,0.4806332882,1,10,8,1,2,5,97,,,,,,,,99.69996171,7,0.4,99.69996171,1,-6,0.72,,
10068,30.22492838,74.0719624,98.48922149,1,12,13,4.429466032,174.7272741,198.525,2.97E-01,0.4864477607,0.5215407849,1,10,9,0,2,4,97,,,,,,,,99.70014748,7,19.04,99.70014748,1,-6,0.72,,
10074,30.22577011,74.09008104,98.48940653,1,12,13,4.524324444,190.2366032,188.85,2.67E-01,0.4814242309,0.5111827602,1,11,8,0,1,5,97,,,,,,,,99.70050442,7,56.04,99.70050442,3,-4,0.72,,
10080,30.22230691,74.10949086,98.48920144,1,12,13,4.703693333,194.8114111,165.95,5.52E-01,0.4777394314,0.5066466839,1,11,7,0,1,6,97,,,,,,,,99.70076292,7,78.52,99.70076292,4,-3,0.72,,
10086,30.19074366,74.12158409,98.48890442,2,12,13,9.213888889,193.7838933,141.8,8.07E-01,0.5443889932,0.476483149,2,11,6,0,1,7,97,,,,,,,,99.70091707,6,94.16,99.70091707,5,-1,0.72,,
10092,30.19495556,74.12261671,98.4888945,2,12,13,5.338888889,168.8875878,124.375,7.90E-01,0.5707829594,0.4362391588,1,10,6,1,2,7,97,,,,,,,,99.7009551,6,80.16,99.7009551,4,-2,0.72,,
10098,30.19658745,74.12414351,98.48890462,1,12,13,5.313888889,149.025,105.3,8.97E-01,0.5426611871,0.3671100137,1,9,5,0,3,8,97,,,,,,,,99.70093112,6,51,99.70093112,3,-3,0.72,,
10104,30.19742802,74.13196277,98.4894067,1,12,13,5.313888889,132.1,94.075,1.00E+00,0.4653475779,0.3305341468,1,8,4,0,4,9,97,,,,,,,,99.70090938,6,23.36,99.70090938,2,-4,0.72,,
10110,30.19910068,74.14097847,98.48974864,1,12,13,5.338888889,116.675,87.825,9.99E-01,0.4209096889,0.2300908188,1,7,4,0,5,9,97,,,,,,,,99.7011307,6,8.04,99.7011307,1,-5,0.72,,
10116,30.19906474,74.15715161,98.49074961,1,12,13,5.200679136,108.1,104.1,9.99E-01,0.3390414377,0.2345167558,1,6,5,0,6,8,97,,,,,,,,99.70111963,6,0.48,99.70111963,1,-5,0.72,,
10122,30.19907355,74.16900355,98.49081243,1,12,13,0.275,97.725,134.05,1.00E+00,0.3468359264,0.2495528009,1,6,6,0,6,7,97,,,,,,,,99.70108491,6,0,99.70108491,0,-6,0.72,,
10128,30.19908269,74.18471309,98.49173259,1,12,13,0.25,106.5,167.15,6.88E-01,0.2875046892,0.3344507032,1,6,7,0,6,6,97,,,,,,,,99.70106188,6,0,99.70106188,0,-6,0.72,,
10134,30.19909152,74.20213527,98.49178453,1,12,13,0.125,136.8,173.825,4.97E-01,0.3054855897,0.3723602963,1,8,8,0,4,5,97,,,,,,,,99.7010462,6,0,99.7010462,0,-6,0.72,,
10140,30.1991003,74.20387857,98.4781714,0,12,12,0.075,168.3569894,168.6755657,0.00E+00,0.3361512193,0.4635849435,1,10,7,-1,2,5,97,,,,,,,,99.70100893,6,0,99.70100893,0,-6,0.72,,
10146,30.19915375,74.21173765,98.47805626,0,12,12,0,173.1,160.594103,0.00E+00,0.4428088029,0.5092748504,0,10,7,0,2,5,97,,,,,,,,99.70098981,5,0,99.70098981,0,-5,0.72,,
10152,30.19920717,74.22026283,98.47845571,0,12,12,0,168.475,166.6714286,0.00E+00,0.4636356527,0.4746050886,0,10,7,0,2,5,97,,,,,,,,99.70095771,5,0,99.70095771,0,-5,0.72,,
10158,,74.23419484,98.47926668,,12,12,,160.025,171.075,,0.4903297307,0.4916618334,#DIV/0!,9,8,#DIV/0!,3,4,97,,,,,,,,99.70092652,5,0,99.70092652,0,-5,0.72,,
10164,,74.2495394,98.48002563,,11,12,,166.29564,160.25,,0.537618853,0.4806231938,#DIV/0!,10,7,#DIV/0!,1,5,97,,,,,,,,99.70090265,5,0.4,99.70090265,1,-4,0.72,,
10170,,74.26857495,98.48107876,,11,12,,171.8399585,144.7,,0.4833476077,0.4470175377,#DIV/0!,10,6,#DIV/0!,1,6,97,,,,,,,,99.70115289,5,3.28,99.70115289,1,-4,0.72,,
10176,,74.27812605,98.48163887,,11,12,,157.2,149.825,,0.5544968758,0.4484225548,#DIV/0!,9,7,#DIV/0!,2,5,97,,,,,,,,99.70119473,5,7.28,99.70119473,1,-4,0.72,,
10182,,74.28877755,98.48230927,,11,12,,142.275,161.9,,0.5293850491,0.4196322637,#DIV/0!,8,7,#DIV/0!,3,5,97,,,,,,,,99.70118197,5,8.27898133,99.70118197,1,-4,0.72,,
10188,,74.30371054,98.48309633,,11,12,,153.15,165.7214286,,0.4713874958,0.4577952676,#DIV/0!,9,7,#DIV/0!,2,5,97,,,,,,,,99.70119803,4,12.6,99.70119803,1,-3,0.72,,
10194,,74.31858441,98.48353206,,11,12,,161.35,165.475,,0.4908039118,0.483012994,#DIV/0!,9,7,#DIV/0!,2,5,97,,,,,,,,99.70135846,4,27.44,99.70135846,2,-2,0.72,,
10200,,74.3322157,98.48436588,,11,12,,164.5,167.45,,0.445445714,0.4858448901,#DIV/0!,9,7,#DIV/0!,2,5,97,,,,,,,,99.70157981,4,43.92,99.70157981,2,-2,0.72,,
10206,,74.35068221,98.48534613,,11,12,,166.475,174.3,,0.5217972709,0.4639668171,#DIV/0!,10,8,#DIV/0!,1,4,97,,,,,,,,99.70183804,4,73.92971865,99.70183804,4,0,0.72,,
10212,,74.36781083,98.48627317,,11,12,,168.775,179.125,,0.4954081853,0.5105676421,#DIV/0!,10,8,#DIV/0!,1,4,97,,,,,,,,99.68818724,4,88.96,99.68818724,4,0,0.72,,
10218,,74.37920624,98.48729659,,11,12,,175.325,165.75,,0.4997902124,0.5361205203,#DIV/0!,10,7,#DIV/0!,1,5,97,,,,,,,,99.67123546,4,98.4,99.67123546,5,1,0.72,,
10224,,74.39071003,98.48791734,,11,12,,178.875,165.275,,0.5507005577,0.46726195,#DIV/0!,10,7,#DIV/0!,1,5,97,,,,,,,,99.64547554,4,97.92,99.64547554,5,1,0.72,,
10230,,74.39906204,98.48848107,,10,12,,164.339437,169.55,,0.5900058424,0.4691990995,#DIV/0!,9,7,#DIV/0!,1,5,97,,,,,,,,99.62918361,4,94.28,99.62918361,5,1,0.72,,
10236,,74.40471149,98.48728865,,10,12,,166.125,150.625,,0.6267647911,0.492546484,#DIV/0!,10,7,#DIV/0!,0,5,97,,,,,,,,99.62501276,4,92.91629499,99.62501276,5,1,0.72,,
10242,,74.40309516,98.48325932,,10,12,,167.425,148.125,,0.5779662932,0.4716161855,#DIV/0!,10,7,#DIV/0!,0,5,97,,,,,,,,99.62389167,4,87.8,99.62389167,4,0,0.72,,
10248,,74.41344735,98.48398766,,10,12,,150.225,145.875,,0.5257646932,0.4613285953,#DIV/0!,9,6,#DIV/0!,1,6,97,,,,,,,,99.62395012,4,76.36,99.62395012,4,0,0.72,,
10254,,74.42432917,98.48439774,,10,12,,148.75,148.675,,0.5425944508,0.4244624962,#DIV/0!,9,7,#DIV/0!,1,5,97,,,,,,,,99.62393941,14,54.76,99.62393941,3,-11,0.72,,
10260,,74.43440228,98.48488787,,10,12,,146.4191385,159.2041134,,0.5525412745,0.3915553872,#DIV/0!,8,7,#DIV/0!,2,5,97,,,,,,,,99.62393174,14,37.20028233,99.62393174,2,-12,0.72,,
10266,,74.44450998,98.48552225,,10,12,,148.5,141.75,,0.5162650584,0.4398026779,#DIV/0!,9,6,#DIV/0!,1,6,97,,,,,,,,99.62410764,14,27.40903667,99.62410764,2,-12,0.72,,
10272,,74.44165486,98.48017876,,10,12,,157,145.4,,0.5486974959,0.4540417949,#DIV/0!,9,6,#DIV/0!,1,6,97,,,,,,,,99.62442098,14,38.57829333,99.62442098,2,-12,0.72,,
10278,,74.44954546,98.48052099,,10,12,,142.8,162.675,,0.5184003366,0.4435269963,#DIV/0!,8,7,#DIV/0!,2,5,97,,,,,,,,99.62484259,15,66.43909067,99.62484259,3,-12,0.72,,
10284,,74.46094054,98.48121274,,10,12,,147.3,173.4239051,,0.4751249799,0.4430966458,#DIV/0!,8,8,#DIV/0!,2,4,97,,,,,,,,99.62525495,15,94.830512,99.62525495,5,-10,0.72,,
10290,,74.46076372,98.48046913,,10,12,,161.9258489,174.825,,0.4529672898,0.480960668,#DIV/0!,9,8,#DIV/0!,1,4,97,,,,,,,,99.6259659,15,121.9708853,99.6259659,6,-9,0.72,,
10296,,74.42847086,98.47255276,,9,12,,171.9950652,175.2,,0.5705143681,0.514817485,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.62647664,15,137.58454,99.62647664,7,-8,0.72,,
10302,,74.43731483,98.47339263,,9,12,,174.375,182.425,,0.6367647961,0.5156682572,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.62691518,15,140.8,99.62691518,7,-8,0.72,,
10308,,74.44939248,98.47420885,,9,12,,175.725,191.1,,0.579305596,0.551480209,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.62736383,15,141.4,99.62736383,7,-8,0.72,,
10314,,74.4590818,98.473513,,9,12,,184.575,181.925,,0.6868889679,0.5727544151,#DIV/0!,11,8,#DIV/0!,-2,4,97,,,,,,,,99.62778154,15,140.04,99.62778154,7,-8,0.72,,
10320,,74.4708042,98.47439704,,9,12,,191.2928571,169.3260482,,0.7120527982,0.5167927699,#DIV/0!,11,7,#DIV/0!,-2,5,97,,,,,,,,99.62813902,14,132.04,99.62813902,6,-8,0.72,,
10326,,74.47843307,98.47442492,,9,12,,180.875,156.7,,0.7048579705,0.5212358453,#DIV/0!,10,7,#DIV/0!,-1,5,97,,,,,,,,99.6284004,14,115.72,99.6284004,6,-8,0.72,,
10332,,74.49061792,98.47535804,,9,12,,170.5,155.4928571,,0.689901522,0.4965317388,#DIV/0!,10,7,#DIV/0!,-1,5,97,,,,,,,,99.62845476,14,89.44,99.62845476,4,-10,0.72,,
10338,,74.50033197,98.47592478,,9,12,,155.2423984,152.475,,0.6765312565,0.4670314548,#DIV/0!,9,7,#DIV/0!,0,5,97,,,,,,,,99.62846287,14,58.56,99.62846287,3,-11,0.72,,
10344,,74.51148489,98.47664061,,9,12,,155.975,151.025,,0.6082568942,0.4369394578,#DIV/0!,9,7,#DIV/0!,0,5,97,,,,,,,,99.62842895,14,34.12,99.62842895,2,-12,0.72,,
10350,,74.52053329,98.47697706,,9,12,,151.275,146.975,,0.6230140817,0.4246723324,#DIV/0!,9,7,#DIV/0!,0,5,97,,,,,,,,99.62866291,14,10.56,99.62866291,1,-13,0.72,,
10356,,74.53225445,98.47746039,,9,12,,150.8,151.375,,0.5942271496,0.4594228499,#DIV/0!,9,7,#DIV/0!,0,5,97,,,,,,,,99.62859816,14,0.32,99.62859816,1,-13,0.72,,
10362,,74.5395862,98.47753998,,9,12,,147.525,159.3,,0.5929772158,0.4104949669,#DIV/0!,8,7,#DIV/0!,1,5,97,,,,,,,,99.6285734,14,0,99.6285734,0,-14,0.72,,
10368,,74.53947537,98.47498827,,9,12,,146.3431581,167.525,,0.5315982056,0.4646907318,#DIV/0!,8,7,#DIV/0!,1,5,97,,,,,,,,99.62858092,13,0,99.62858092,0,-13,0.72,,
10374,,74.51646042,98.4714477,,9,12,,158.95,171.975,,0.5929274661,0.4677528305,#DIV/0!,9,8,#DIV/0!,0,4,97,,,,,,,,99.62856785,13,1.4,99.62856785,1,-12,0.72,,
10380,,74.51282923,98.46553675,,9,12,,165.6334976,174.45,,0.5946247155,0.4558867811,#DIV/0!,9,8,#DIV/0!,0,4,97,,,,,,,,99.62861161,13,9.12,99.62861161,1,-12,0.72,,
10386,,74.50026267,98.45465361,,9,12,,171.1642857,167.225,,0.611786143,0.5280661236,#DIV/0!,10,7,#DIV/0!,-1,5,97,,,,,,,,99.62889454,13,33.12,99.62889454,2,-11,0.72,,
10392,,74.50464915,98.45435287,,9,12,,175.4,185.15,,0.6590833613,0.5146226817,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.62926051,13,60.24,99.62926051,3,-10,0.72,,
10398,,74.51289945,98.45503373,,9,12,,167.5464286,177.45,,0.6164076709,0.5194770425,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.62974385,13,94.72,99.62974385,5,-8,0.72,,
10404,,74.49736302,98.44832115,,9,12,,180.1071429,194.475,,0.6484774529,0.5336914959,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.63015702,13,124.96,99.63015702,6,-7,0.72,,
10410,,74.48505638,98.44538377,,9,12,,172.1155962,184.575,,0.6530855883,0.5203077987,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.6309176,12,145.24,99.6309176,7,-5,0.72,,
10416,,74.43804568,98.4169316,,9,12,,180.7177086,174.7,,0.68366085,0.5573982627,#DIV/0!,10,8,#DIV/0!,-1,4,97,,,,,,,,99.63143815,12,150.24,99.63143815,7,-5,0.72,,
10422,,74.40116089,98.41715179,,8,12,,185.7943886,173.95,,0.7716770992,0.5224241693,#DIV/0!,11,8,#DIV/0!,-3,4,97,,,,,,,,99.63183723,12,148.5093681,99.63183723,7,-5,0.72,,
10428,,74.40253122,98.41763393,,8,12,,174.925,186.25,,0.727411762,0.513737202,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63231749,12,147.84,99.63231749,7,-5,0.72,,
10434,,74.40784922,98.41812161,,8,12,,171.3321429,175.075,,0.7844764223,0.5476204324,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63280931,12,151,99.63280931,7,-5,0.72,,
10440,,74.37948326,98.41536729,,8,12,,181.5,155,,0.7666893603,0.5014747122,#DIV/0!,10,7,#DIV/0!,-2,5,97,,,,,,,,99.63328564,12,148.52,99.63328564,7,-5,0.72,,
10446,,74.37759544,98.41614634,,8,12,,177.3,145.1014908,,0.741568742,0.4998174294,#DIV/0!,10,6,#DIV/0!,-2,6,97,,,,,,,,99.63346719,12,127.0483055,99.63346719,6,-6,0.72,,
10452,,74.38923623,98.41691696,,8,12,,165.1,153.825,,0.7475458645,0.4546578144,#DIV/0!,9,7,#DIV/0!,-1,5,97,,,,,,,,99.63343981,12,97.52,99.63343981,5,-7,0.72,,
10458,,74.39856361,98.41753155,,8,12,,148.7836571,165.2,,0.6646610503,0.4459836566,#DIV/0!,9,7,#DIV/0!,-1,5,97,,,,,,,,99.63346105,12,62,99.63346105,3,-9,0.72,,
10464,,74.40397786,98.41763172,,8,12,,155.225,167.075,,0.6445477313,0.5074342931,#DIV/0!,9,7,#DIV/0!,-1,5,97,,,,,,,,99.63350428,12,30.84,99.63350428,2,-10,0.72,,
10470,,74.4013173,98.41753216,,8,12,,165.4,174.05,,0.6819030491,0.4882705681,#DIV/0!,9,8,#DIV/0!,-1,4,97,,,,,,,,99.63385344,12,18.88,99.63385344,1,-11,0.72,,
10476,,74.40593998,98.41570214,,8,12,,172.675,182.5,,0.6778632445,0.5341189593,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.6339383,12,26.04,99.6339383,2,-10,0.72,,
10482,,74.40171328,98.40558809,,8,12,,165.778247,193.625,,0.7085397055,0.5213872715,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63404215,11,34.36,99.63404215,2,-9,0.72,,
10488,,74.35930333,98.39951575,,8,12,,180.725,194.075,,0.7116344113,0.5407641034,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63414975,11,37.4,99.63414975,2,-9,0.72,,
10494,,74.35295689,98.40056335,,8,12,,192.125,198.575,,0.7431540382,0.5477156043,#DIV/0!,11,9,#DIV/0!,-3,3,97,,,,,,,,99.63425509,11,37.76,99.63425509,2,-9,0.72,,
10500,,74.36088759,98.4012556,,8,12,,194.7563057,192.5715174,,0.7939279161,0.5519346552,#DIV/0!,11,8,#DIV/0!,-3,4,97,,,,,,,,99.63431216,11,34.64,99.63431216,2,-9,0.72,,
10506,,74.35525528,98.3998394,,8,12,,192.9964286,187.3988057,,0.8582244811,0.5981276765,#DIV/0!,11,8,#DIV/0!,-3,4,97,,,,,,,,99.63428381,11,27.12,99.63428381,2,-9,0.72,,
10512,,74.33111774,98.39528843,,8,12,,194.65,181.275,,0.860024223,0.5505059733,#DIV/0!,11,8,#DIV/0!,-3,4,97,,,,,,,,99.63432281,11,22.72,99.63432281,1,-10,0.72,,
10518,,74.34225686,98.39592842,,8,12,,187.475,179.425,,0.7470956635,0.5227442436,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63450475,11,30.28,99.63450475,2,-9,0.72,,
10524,,74.34902741,98.39706642,,8,12,,186.95,186.05,,0.8680987077,0.5518733712,#DIV/0!,10,8,#DIV/0!,-2,4,97,,,,,,,,99.63487303,10,53.6,99.63487303,3,-7,0.72,,
10530,,74.35346981,98.3976713,,8,14,,179.625,183.6586163,,0.7986567938,0.5064060881,#DIV/0!,10,8,#DIV/0!,-2,6,97,,,,,,,,99.63563875,10,96.92,99.63563875,5,-5,0.72,,
