,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,1,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,,73,76
660,35.07480973,76.93783994,95.88080426,3,11,17,14.10277778,191.2885081,187.55,5.18E-01,0.6692067924,0.420826482,2,11,8,1,0,9,97,7,,,,,0.65,,95.09206673,21,26.8,95.09206673,2,-19,0.7,99.02290099,
666,34.78399651,77.29662185,95.91121084,2,11,17,17.13401741,185.1980317,202.225,4.46E-01,0.6398417347,0.3888952348,2,10,9,0,1,8,97,7,,,,,0.65,,95.1239985,21,35.76,95.1239985,2,-19,0.7,,
672,33.85885604,77.37133353,95.98182433,2,11,17,20.27094328,204.4428,189.825,6.03E-01,0.6092132715,0.409682128,3,11,8,-1,0,9,97,7,,,,,0.65,,95.16110351,21,38.28,95.16110351,2,-19,0.7,,
678,33.69323547,77.56750493,96.05121074,3,11,17,20.86507642,192.3919803,206.5464443,6.77E-01,0.6222800664,0.3958996108,3,11,9,0,0,8,97,7,,,,,0.65,,95.19023485,21,38.16,95.19023485,2,-19,0.7,,
684,33.58311888,76.56232267,96.02788583,3,11,17,16.3743994,203.15,193.925,7.59E-01,0.5893811474,0.426937639,2,11,9,1,0,8,97,7,,,,,0.65,,95.20238087,21,34.04,95.20238087,2,-19,0.7,,
690,33.27489998,76.53189025,95.80444332,3,11,17,15.59351852,196.175,197.775,7.72E-01,0.6041807328,0.4259862097,2,11,9,1,0,8,97,7,,,,,0.65,,95.21532902,21,25.96,95.21532902,2,-19,0.7,,
696,34.00566902,76.84862511,95.84230645,2,11,17,17.74769085,198.0928571,223.175,8.74E-01,0.5651965806,0.4179472616,3,11,10,-1,0,7,97,7,,,,,0.65,,95.23039323,21,22.92,95.23039323,2,-19,0.7,,
702,33.97669731,76.91272231,95.89367184,2,11,17,16.84270159,220.45,211.525,7.22E-01,0.6479721227,0.447322113,3,12,9,-1,-1,8,97,7,,,,,0.65,,95.29576854,21,31.96,95.29576854,2,-19,0.7,,
708,33.678484,76.84004069,95.97824162,1,11,16,14.67726352,215.625,218.875,1.00E+00,0.6879666167,0.4680746037,2,12,10,-1,-1,6,97,7,,,,,0.65,,95.40199499,21,60.52,95.40199499,3,-18,0.7,,
714,33.62476169,77.15037968,96.02724989,1,11,16,9.998555441,213.325,203.7332489,1.00E+00,0.6818086024,0.4518509876,2,12,9,-1,-1,7,97,7,,,,,0.65,,95.52538142,21,96.56,95.52538142,5,-16,0.7,,
720,33.59060548,77.42066795,96.09608313,2,11,16,8.511603534,214.632756,194.475,7.21E-01,0.6459265012,0.4557499253,2,12,9,0,-1,7,97,7,,,,,0.65,,95.63174593,21,125.48,95.63174593,6,-15,0.7,,
726,33.48005247,77.70406183,96.13518786,2,11,16,9.544271005,195.55,207.325,6.88E-01,0.6340173201,0.4356940333,2,11,9,0,0,7,97,7,,,,,0.65,,95.73315657,21,145.4,95.73315657,7,-14,0.7,,
732,33.09340707,77.94951579,96.17919466,2,11,16,12.25436522,205.45,205.925,6.44E-01,0.6698862067,0.4340966153,2,11,9,0,0,7,97,7,,,,,0.65,,95.83605876,21,149.8,95.83605876,7,-14,0.7,,
738,32.82449901,78.2393992,96.2354155,2,11,16,16.27777778,208.9,194.85,7.20E-01,0.6350571572,0.4473381856,3,11,9,-1,0,7,97,7,,,,,0.65,,95.9312998,21,150.44,95.9312998,7,-14,0.7,,
744,32.95585134,78.5180199,96.28871053,2,11,16,14.15833333,194.275,219.1,7.78E-01,0.6178802367,0.4457328642,2,11,10,0,0,6,97,7,,,,,0.65,,96.01052529,21,143.68,96.01052529,7,-14,0.7,,
750,32.36427259,78.30499931,96.33510734,2,11,16,19.61704374,192.382499,214.2,6.27E-01,0.6559724189,0.464094909,3,10,9,-1,1,7,97,7,,,,,0.65,,96.02806978,21,114.92,96.02806978,6,-15,0.7,,
756,32.38990843,76.92031867,95.55495297,1,11,16,19.2,213.45,219.925,8.26E-01,0.5730002531,0.4770674063,3,12,10,-2,-1,6,97,7,,,,,0.65,,96.02701337,21,78.8,96.02701337,4,-17,0.7,,
762,32.40751812,77.08598628,95.45806138,2,11,16,17.3,219.35,218.525,4.68E-01,0.6442960186,0.4884372097,3,12,10,-1,-1,6,97,7,,,,,0.65,,96.02968516,21,43,96.02968516,2,-19,0.7,,
768,32.489643,77.29500132,95.51760475,2,11,16,13.87493438,218.2,216.825,5.55E-01,0.7013867501,0.4777749902,2,12,10,0,-1,6,97,7,,,,,0.65,,96.02435921,21,7.12,96.02435921,1,-20,0.7,,
774,32.30288534,77.48566853,95.55914184,2,11,16,9.815639365,213.95,221.025,6.10E-01,0.6976379405,0.4794654944,2,12,10,0,-1,6,97,7,,,,,0.65,,96.02322419,21,0,96.02322419,0,-21,0.7,,
780,32.38429771,77.55950522,95.61550775,3,11,17,8.703045079,218.975,203.8644578,4.14E-01,0.6755358259,0.4533050621,2,12,9,1,-1,8,97,7,,,,,0.65,,96.02938247,21,0,96.02938247,0,-21,0.7,,
786,32.12514455,77.66531688,95.6425249,2,11,17,12.75409692,209.325,185.025032,3.81E-01,0.6785611017,0.4154433732,2,11,8,0,0,9,97,7,,,,,0.65,,96.0282962,21,1.44,96.0282962,1,-20,0.7,,
792,31.9114409,77.79049874,95.70654446,2,11,17,13.95122489,191,195.9030533,5.84E-01,0.6695789152,0.3799997514,2,10,9,0,1,8,97,7,,,,,0.65,,96.08615869,21,25.52,96.08615869,2,-19,0.7,,
798,31.94782918,77.74846539,95.75958547,3,11,17,13.26666667,194.8326424,191.1498133,6.94E-01,0.6652356537,0.4033079155,2,11,9,1,0,8,97,7,,,,,0.65,,96.17023308,21,63.52,96.17023308,3,-18,0.7,,
804,31.84811346,77.90341598,95.78385034,3,11,17,14.35848787,190.475,199.1235317,6.65E-01,0.6046366414,0.3862464995,2,10,9,1,1,8,97,7,,,,,0.65,,96.25034174,21,99.48,96.25034174,5,-16,0.7,,
810,31.87926936,78.06464737,95.8587849,3,11,17,10.15415722,198.25,181.9637911,8.47E-01,0.5581607907,0.4065745751,2,11,8,1,0,9,97,7,,,,,0.65,,96.32800943,21,134.8,96.32800943,7,-14,0.7,,
816,31.95599797,78.21993008,95.9051846,2,11,17,8.771315556,182.875,174.3643578,9.18E-01,0.5707996175,0.3866259076,2,10,8,0,1,9,97,7,,,,,0.65,,96.39940358,21,151,96.39940358,7,-14,0.7,,
822,31.9956378,78.34453735,95.93565572,2,11,17,8.061466667,171.925,193.6,1.00E+00,0.6083023866,0.3827919851,2,9,9,0,2,8,97,7,,,,,0.65,,96.4733098,21,150.56,96.4733098,7,-14,0.7,,
828,31.84805609,78.52854736,95.96898164,1,11,17,9.927508571,185.1357143,189.7,9.99E-01,0.5777277298,0.372927063,2,10,8,-1,1,9,97,7,,,,,0.65,,96.53609919,21,147.88,96.53609919,7,-14,0.7,,
834,31.86869954,77.76271489,96.01065267,1,11,17,9.879725714,193.625,182.525,7.58E-01,0.5444419916,0.3872788246,2,11,8,-1,0,9,97,7,,,,,0.65,,96.579089,21,133.44,96.579089,7,-14,0.7,,
840,31.87943241,77.72990452,95.83687732,2,11,17,9.110714286,181.5171421,184.625,7.20E-01,0.5469047105,0.4001435246,2,10,8,0,1,9,97,7,,,,,0.65,,96.61336594,21,114.56,96.61336594,6,-15,0.7,,
846,32.02399937,77.94461411,95.8674187,2,10,17,4.275285714,185.3557111,177.425,5.98E-01,0.611091431,0.3921174554,1,10,8,1,0,9,97,7,,,,,0.65,,96.64196004,21,95.56,96.64196004,5,-16,0.7,,
852,32.07556779,78.0830412,95.90793646,2,10,17,6.150343492,178.575,182.95,6.60E-01,0.6450000217,0.3866880344,1,10,8,1,0,9,97,7,,,,,0.65,,96.67441147,21,78.68,96.67441147,4,-17,0.7,,
858,31.83425726,78.26168311,95.94356995,1,10,17,9.154734815,181.475,184.9,5.51E-01,0.6527530611,0.3803481333,2,10,8,-1,0,9,97,7,,,,,0.65,,96.70113676,21,71.95,96.70113676,4,-17,0.7,,
864,31.80380203,78.44465434,95.97464003,2,10,17,12.21070857,186.275,169.425,7.62E-01,0.6235891812,0.370067852,2,10,8,0,0,9,97,7,,,,,0.65,,96.72103374,21,67.24,96.72103374,4,-17,0.7,,
870,31.77248122,78.65955735,96.01422828,2,10,17,13.99478159,176.65,181.875,6.59E-01,0.6047850617,0.3615770356,2,10,8,0,0,9,97,7,,,,,0.65,,96.73861772,21,58.48,96.73861772,3,-18,0.7,,
876,31.41002097,78.5414073,96.04611685,1,10,17,17.99562889,176.2,184,5.95E-01,0.6274315968,0.3634670728,3,10,8,-2,0,9,97,7,,,,,0.65,,96.74163642,21,43.72,96.74163642,2,-19,0.7,,
882,31.40463139,78.43541012,96.10379991,2,10,17,15.34557333,182.775,193.2109015,4.29E-01,0.6283691146,0.3899354725,2,10,9,0,0,8,97,7,,,,,0.65,,96.74508581,21,27.2,96.74508581,2,-19,0.7,,
888,31.40584527,78.58883782,96.14170896,2,10,17,14.83449101,188.925,207.4,6.22E-01,0.6622537319,0.3725415755,2,10,9,0,0,8,97,7,,,,,0.65,,96.73970392,21,12.2,96.73970392,1,-20,0.7,,
894,31.40584527,78.31312612,96.1834044,2,10,17,13.96585556,205.2,196.575,6.13E-01,0.6171811511,0.3926196563,2,11,9,0,-1,8,97,7,,,,,0.65,,96.74171165,21,3.44,96.74171165,1,-20,0.7,,
900,31.40584527,78.30145209,96.22960031,2,10,17,11.82011111,198.7071429,192.775,5.14E-01,0.6709881794,0.428433097,2,11,9,0,-1,8,97,7,,,,,0.65,,96.74591512,21,0.28,96.74591512,1,-20,0.7,,
906,31.40584527,78.43156756,96.24651799,2,9,17,7.437062222,190.5275067,203.2,2.78E-01,0.7443439865,0.4094822038,1,10,9,1,-1,8,97,7,,,,,0.65,,96.74283324,21,0,96.74283324,0,-21,0.7,,
912,31.38019515,78.30177254,96.27557262,2,9,17,5.653464446,192.825,196.075,3.19E-01,0.7299551363,0.4214127134,1,10,9,1,-1,8,97,7,,,,,0.65,,96.74646515,21,0,96.74646515,0,-21,0.7,,
918,31.54710106,77.72342313,96.23803933,3,9,17,4.300495644,192.6821429,196.064888,6.19E-01,0.7707217445,0.4196745643,1,11,9,2,-2,8,97,7,,,,,0.65,,96.75391793,21,9.76,96.75391793,1,-20,0.7,,
924,31.57222322,77.29274224,96.24913684,3,9,17,6.218518519,196.65,188.525,7.19E-01,0.7538654413,0.4095652485,1,11,8,2,-2,9,97,7,,,,,0.65,,96.80688867,21,42.16,96.80688867,2,-19,0.7,,
930,31.57551062,77.34800603,96.24562685,3,9,17,6.218518519,191.35,183.2,7.28E-01,0.7073266259,0.4063295503,1,10,8,2,-1,9,97,7,,,,,0.65,,96.85920665,21,73.84,96.85920665,4,-17,0.7,,
936,31.57551062,77.41126382,96.27781144,2,9,17,6.368518519,183.3,192.825,7.03E-01,0.7275862635,0.3875232772,1,10,9,1,-1,8,97,7,,,,,0.65,,96.88379538,21,91.36,96.88379538,5,-16,0.7,,
942,31.57551062,77.51034915,96.30292132,2,9,16,4.118518519,187.6678571,195.9475448,8.61E-01,0.7572514445,0.4074544457,1,10,9,1,-1,7,97,7,,,,,0.65,,96.90249762,21,97.48,96.90249762,5,-16,0.7,,
948,31.57551062,77.2319528,96.33107014,1,9,16,3.622253113,201.7714286,200.6223111,8.04E-01,0.7202545331,0.4103543696,1,11,9,0,-2,7,97,7,,,,,0.65,,96.90221472,21,65.16,96.90221472,3,-18,0.7,,
954,31.66318397,77.02712282,96.36386463,1,9,16,4.288220654,189.9163924,191.075,9.46E-01,0.7863625767,0.4131995853,1,10,9,0,-1,7,97,7,,,,,0.65,,96.90368836,21,32.76,96.90368836,2,-19,0.7,,
960,31.65889177,76.56602899,96.38374519,1,9,16,0.06342722378,198.1081695,200.5,1.00E+00,0.7524579885,0.4193945691,1,11,9,0,-2,7,97,7,,,,,0.65,,96.90692362,21,13.88,96.90692362,1,-20,0.7,,
966,31.71130819,76.53258502,96.40793312,1,9,16,0.3906399193,189.2242743,190.925,8.39E-01,0.7296920129,0.4244584183,1,10,9,0,-1,7,97,7,,,,,0.65,,96.9051269,21,3.16,96.9051269,1,-20,0.7,,
972,31.70621219,76.096456,96.43908595,1,9,16,0.3851851852,192.925,210.2493138,8.39E-01,0.7483580094,0.4354693645,1,11,9,0,-2,7,97,7,,,,,0.65,,96.90785691,21,0,96.90785691,0,-21,0.7,,
978,31.41487026,75.71194082,96.43108707,0,9,16,3.305555556,205.475,202.075,0.00E+00,0.7259899602,0.4506364083,1,11,9,-1,-2,7,97,7,,,,,0.65,,96.90382754,21,0,96.90382754,0,-21,0.7,,
984,30.88644012,75.74242575,96.46732599,1,9,16,10.83967751,206.4178571,196.35,1.00E+00,0.6867817616,0.4552445009,2,12,9,-1,-3,7,97,7,,,,,0.65,,96.90220557,21,0,96.90220557,0,-21,0.7,,
990,30.44239285,75.92656053,96.49362302,1,10,16,16.75769366,199.805083,177.475,1.00E+00,0.7339855857,0.424968493,3,11,8,-2,-1,8,97,7,,,,,0.65,,96.90475449,21,0,96.90475449,0,-21,0.7,,
996,30.56828865,76.03355429,96.51550475,0,10,16,16.34373646,181.4437156,175.2,0.00E+00,0.7043790521,0.4228788418,3,10,8,-3,0,8,97,7,,,,,0.65,,96.90338854,21,0,96.90338854,0,-21,0.65,,
1002,31.56225875,76.09900643,96.53749756,1,10,16,20.36642101,178.7347815,174.2531868,3.12E-01,0.6526510689,0.3903173975,3,10,8,-2,0,8,97,7,,,,,0.65,,96.90594903,21,0,96.90594903,0,-21,0.65,,
1008,31.43399574,76.18751183,96.55738723,1,10,16,21.14113714,167.5179352,188.825,2.75E-01,0.6241789298,0.3954736661,3,9,8,-2,1,8,97,7,,,,,0.65,,96.90153957,21,0,96.90153957,0,-21,0.65,,
1014,31.38280836,75.71957699,96.57721447,1,10,16,19.89368638,183.8305429,186.9505388,4.03E-01,0.5827940061,0.3624312434,3,10,8,-2,0,8,97,7,,,,,0.65,,96.90346556,21,0,96.90346556,0,-21,0.65,,
1020,31.60236378,75.54540407,96.2694041,1,10,16,20.675,186.2472498,182.5,3.32E-01,0.5982306201,0.3736120615,3,10,8,-2,0,8,97,7,,,,,0.65,,96.90742162,21,1.56,96.90742162,1,-20,0.65,,
1026,31.74916534,75.68324778,96.2950366,2,10,16,16.46785714,182.9209283,186,4.28E-01,0.6093594094,0.3844627134,3,10,8,-1,0,8,97,7,,,,,0.65,,96.9125114,21,5.44,96.9125114,1,-20,0.65,,
1032,31.7739555,75.83722867,96.32263213,2,10,16,12.70648148,184.5640444,189.3107143,5.31E-01,0.615587878,0.4275145172,2,10,8,0,0,8,97,7,,,,,0.65,,96.91855887,21,7.64,96.91855887,1,-20,0.65,,
1038,31.76842157,75.94219809,96.34432197,2,10,16,11.91352,184.9678571,205.6017202,5.99E-01,0.6604125941,0.4212387376,2,10,9,0,0,7,97,7,,,,,0.65,,96.91888644,21,11.48,96.91888644,1,-20,0.65,,
1044,31.77016242,75.95280904,96.37536648,2,10,16,7.17207,203.4,187.2,6.79E-01,0.6088041022,0.4295324371,1,11,8,1,-1,8,97,7,,,,,0.65,,96.93225609,21,20.56,96.93225609,1,-20,0.65,,
1050,31.80221893,75.9853292,96.40510132,2,10,16,5.272518519,197.3285714,191.5,7.89E-01,0.6743372947,0.4531325381,1,11,9,1,-1,7,97,7,,,,,0.65,,96.96338388,21,38.52,96.96338388,2,-19,0.65,,
1056,31.80919883,75.98382009,96.42649165,2,10,16,4.217115556,191.15,192.95,7.80E-01,0.6710613252,0.4161148519,1,11,9,1,-1,7,97,7,,,,,0.65,,97.00480618,21,62.6,97.00480618,3,-18,0.65,,
1062,31.93100506,75.96595656,96.45985181,3,10,16,1.677457778,192.2,204.5464286,5.56E-01,0.6332178107,0.4275092695,1,11,9,2,-1,7,97,7,,,,,0.65,,97.05032892,21,96.24,97.05032892,5,-16,0.65,,
1068,31.92452865,76.08983411,96.48228718,2,10,16,1.308888889,198.2,218.475,4.64E-01,0.6923429318,0.4268668803,1,11,10,1,-1,6,97,7,,,,,0.65,,97.09938721,21,124.44,97.09938721,6,-15,0.65,,
1074,31.96572689,76.01928642,96.5009419,2,10,16,1.208888889,215.275,214.8,5.48E-01,0.6894368958,0.447243581,1,12,9,1,-2,7,97,7,,,,,0.65,,97.14615939,21,140.88,97.14615939,7,-14,0.65,,
1080,31.9337944,76.11235344,96.5259303,2,10,16,1.725,216.8,212.525,5.40E-01,0.7206646961,0.4681801268,1,12,9,1,-2,7,97,7,,,,,0.65,,97.19193615,21,148.84,97.19193615,7,-14,0.65,,
1086,32.02857346,76.19485167,96.55009553,2,10,16,3.726851852,209.9,216.75,6.84E-01,0.7637020147,0.4676632568,1,12,10,1,-2,6,97,7,,,,,0.65,,97.23404417,21,147.84,97.23404417,7,-14,0.65,,
1092,31.86820184,76.21810775,96.5803806,2,10,16,3.874648889,214.575,211.4107143,7.39E-01,0.7544043741,0.4847911417,1,12,9,1,-2,7,97,7,,,,,0.65,,97.26814364,21,140.72,97.26814364,7,-14,0.65,,
1098,31.74804813,76.23684504,96.60662114,1,10,16,4.913782222,210.1962889,245.625,6.65E-01,0.6860424203,0.4512346546,1,12,11,0,-2,5,97,7,,,,,0.65,,97.29151266,21,124.48,97.29151266,6,-15,0.65,,
1104,31.75278831,76.14872625,96.60231468,2,10,16,4.951122667,203.3255644,231.2,7.04E-01,0.6260870854,0.4513751745,1,11,10,1,-1,6,97,7,,,,,0.65,,97.29414911,21,92.04,97.29414911,5,-16,0.65,,
1110,31.35410655,75.10304259,95.66143562,2,10,16,12.70071498,227.75,236.925,8.59E-01,0.7309785448,0.5252666274,2,13,11,0,-3,5,97,7,,,,,0.65,,97.29636429,21,57.08,97.29636429,3,-18,0.65,,
1116,31.35304778,75.06969565,95.63494743,2,12,16,12.29166667,227.242037,247.3824504,8.18E-01,0.6882934206,0.4990848577,2,13,11,0,-1,5,97,7,,,,,0.65,,97.30498358,21,36.64,97.30498358,2,-19,0.65,,
1122,31.35181568,74.89337855,95.54687922,2,12,19,11.76666667,241.6228836,244.6764778,2.31E-01,0.5780259705,0.4513478162,2,14,11,0,-2,8,97,7,,,,,0.65,,97.32342992,21,30.76,97.32342992,2,-19,0.65,,
1128,31.37175681,75.12826347,95.54040463,2,12,19,9.074134703,241.9620007,248.4117333,2.31E-01,0.699009865,0.4467579039,2,14,11,0,-2,8,97,7,,,,,0.65,,97.35494513,21,56.92,97.35494513,3,-18,0.65,,
1134,31.18367663,75.2659573,95.57688862,2,12,19,10.32419197,246.564567,222.5818519,1.68E-01,0.6691199215,0.4453546568,2,14,10,0,-2,9,97,7,,,,,0.65,,97.38941851,21,87.32,97.38941851,4,-17,0.65,,
1140,31.32856303,75.36837635,95.6120837,3,12,19,11.38593811,232.0473033,201.1574183,4.90E-01,0.7357920049,0.4356127824,2,13,9,1,-1,10,97,7,,,,,0.65,,97.42490571,21,114.52,97.42490571,6,-15,0.65,,
1146,32.02359446,75.47843461,95.63055851,4,12,19,12.2612778,217.0373444,196.3625122,5.87E-01,0.6606589027,0.3865959569,2,12,9,2,0,10,97,7,,,,,0.65,,97.46003667,21,131.44,97.46003667,6,-15,0.65,,
1152,31.94922273,75.5679982,95.65704003,3,12,19,12.44563984,198.2990878,193.8383778,5.98E-01,0.6461742129,0.3609028262,2,11,9,1,1,10,97,7,,,,,0.65,,97.49397713,21,139.08,97.49397713,7,-14,0.65,,
1158,31.57333044,75.58256802,95.6739481,3,12,19,16.90486242,195.7928571,204.6142428,5.74E-01,0.5999065954,0.3375049689,3,11,9,0,1,10,97,7,,,,,0.65,,97.52724957,21,141.04,97.52724957,7,-14,0.65,,
1164,31.64872076,75.58473632,95.71813567,3,12,19,16.19717254,200.3964286,199.325,6.14E-01,0.5294681232,0.3356508839,3,11,9,0,1,10,97,7,,,,,0.65,,97.55610518,21,141.28,97.55610518,7,-14,0.65,,
1170,31.65273886,75.51028521,95.75845662,3,12,19,15.6197132,199.65,197.675,7.36E-01,0.5661156889,0.3792908999,2,11,9,1,1,10,97,7,,,,,0.65,,97.58360078,21,135.92,97.58360078,7,-14,0.65,,
1176,31.66161952,75.51244124,95.78268514,3,12,19,17.24384857,195.475,214.05,8.02E-01,0.5777809607,0.3559595008,3,11,10,0,1,9,97,7,,,,,0.65,,97.60654594,21,127.72,97.60654594,6,-15,0.65,,
1182,31.69962062,75.64933251,95.81238135,2,12,19,10.425,211.35,212.625,7.79E-01,0.5623336119,0.3821716217,2,12,9,0,0,10,97,7,,,,,0.65,,97.61936242,21,104.8,97.61936242,5,-16,0.65,,
1188,31.76750186,75.80131198,95.84300221,1,12,19,7.62425822,211.175,220.675,1.00E+00,0.6067953869,0.3930741339,1,12,10,0,0,9,97,7,,,,,0.65,,97.61972104,21,73.2,97.61972104,4,-17,0.65,,
1194,31.74110678,75.79226248,95.86438273,1,12,19,5.037521693,217.2,200.8,1.00E+00,0.6234287889,0.3993471993,1,12,9,0,0,10,97,7,,,,,0.65,,97.62460545,21,44.88,97.62460545,2,-19,0.65,,
1200,31.84778267,75.83738737,95.88835434,2,12,19,3.02127035,200.65,188.25,9.71E-01,0.6206369486,0.3764763109,1,11,8,1,1,11,97,7,,,,,0.65,,97.62413795,21,20.36,97.62413795,1,-20,0.65,,
1206,31.56350572,75.88468234,95.9086124,2,12,19,8.285457601,189.7,187.725,8.78E-01,0.6391225998,0.3520268018,2,11,8,0,1,11,97,7,,,,,0.65,,97.62541475,21,4.76,97.62541475,1,-20,0.65,,
1212,31.61287114,76.02863583,95.93677404,1,12,19,9.738888889,193.175,177.525,9.39E-01,0.5739998541,0.366383803,2,11,8,-1,1,11,97,7,,,,,0.65,,97.623503,21,0,97.623503,0,-21,0.65,,
1218,31.42968067,76.14799286,95.9596478,0,12,19,12.58888889,181.25,168.925,0.00E+00,0.5560688461,0.3252087977,2,10,8,-2,2,11,97,7,,,,,0.65,,97.62105929,21,0,97.62105929,0,-21,0.65,,
1224,31.4277228,76.25877128,95.97850579,1,11,19,12.82577359,168.2752304,183.5245175,8.28E-01,0.541392888,0.3122076656,2,9,8,-1,2,11,97,7,,,,,0.65,,97.62374582,21,0.56,97.62374582,1,-20,0.65,,
1230,30.8618912,76.31744875,95.99526837,1,11,19,22.63325056,181.35,200.95,8.28E-01,0.5856164576,0.335355252,3,10,9,-2,1,10,97,7,,,,,0.65,,97.62529505,21,3.4,97.62529505,1,-20,0.65,,
1236,30.88105186,76.21088752,96.02374913,0,11,19,23.84042952,189.1392857,199.45,0.00E+00,0.5583490028,0.3460476758,4,11,9,-4,0,10,97,7,,,,,0.65,,97.63560958,21,14.28,97.63560958,1,-20,0.65,,
1242,30.69120023,75.93723829,96.06576344,1,11,19,25.06224,204.15,203.25,2.63E-01,0.5197677998,0.381195114,4,11,9,-3,0,10,97,7,,,,,0.65,,97.65833873,21,45.36,97.65833873,3,-18,0.65,,
1248,30.64035751,76.0836593,96.08458124,1,11,19,17.98571429,203,206.85,2.96E-01,0.6043010475,0.3664186991,3,11,9,-2,0,10,97,7,,,,,0.65,,97.68717578,21,79.72,97.68717578,4,-17,0.65,,
1254,30.4032167,76.15053745,96.11431991,1,11,19,15.20030104,206.375,207.3,3.49E-01,0.6267645079,0.3814778741,3,11,9,-2,0,10,97,7,,,,,0.65,,97.71920292,21,112.16,97.71920292,5,-16,0.65,,
1260,30.41249564,76.23019909,96.1322109,1,11,19,15.91524652,203.7381143,221.825,2.85E-01,0.6147750523,0.3855617294,3,11,10,-2,0,9,97,7,,,,,0.65,,97.74560706,21,137.2,97.74560706,7,-14,0.65,,99.4381795
1266,30.64540785,76.04338037,96.14929573,2,11,19,14.48130612,220.625,203.725515,4.81E-01,0.656547813,0.4259513242,2,12,9,0,-1,10,97,7,,,,,0.65,,97.77522725,21,147.84,97.77522725,7,-14,0.65,,
1272,30.4873331,76.10641919,96.17719184,2,11,19,17.19223108,213.95,179.95,4.99E-01,0.6340554959,0.3935936345,3,12,8,-1,-1,11,97,7,,,,,0.65,,97.80191973,21,150,97.80191973,7,-14,0.65,,
1278,30.50593026,76.21923803,96.19467013,2,11,19,15.81071429,187.975,187.2107143,5.12E-01,0.6713073327,0.3600617642,3,10,8,-1,1,11,97,7,,,,,0.65,,97.82835781,21,149.84,97.82835781,7,-14,0.65,,
1284,30.52386403,76.34767954,96.21396054,2,10,19,13.01994921,187.0502965,186.6,6.78E-01,0.6526872792,0.3374190447,2,10,8,0,0,11,97,7,,,,,0.65,,97.85450331,21,150.48,97.85450331,7,-14,0.65,,
1290,30.56409654,76.42554335,96.23746344,2,10,19,9.94959504,187.8660222,202.95,6.68E-01,0.6515296949,0.3357045287,2,10,9,0,0,10,97,7,,,,,0.65,,97.8790753,21,150.92,97.8790753,7,-14,0.65,,
1296,30.58203,76.48131271,96.26194203,2,10,19,7.5,190.45,196.225,7.20E-01,0.672676382,0.3641601906,1,11,9,1,-1,10,97,7,,,,,0.65,,97.90238669,21,145.16,97.90238669,7,-14,0.65,,
1302,30.59144719,76.32183179,96.27773927,2,10,19,4.725,201.15,191.9992276,8.14E-01,0.6701267419,0.3569377799,1,11,9,1,-1,10,97,7,,,,,0.65,,97.90643939,21,113,97.90643939,6,-15,0.65,,
1308,30.60944253,76.35012734,96.2970279,1,10,19,0.7392857143,195.525,194.9,9.66E-01,0.6902271176,0.3751774842,1,11,9,0,-1,10,97,7,,,,,0.65,,97.90469341,21,74.68,97.90469341,4,-17,0.65,,
1314,30.68276645,76.45389604,96.31868951,1,10,19,1,194.375,198.75,9.73E-01,0.6565995756,0.3365018856,1,11,9,0,-1,10,97,7,,,,,0.65,,97.9100348,21,45.4,97.9100348,3,-18,0.65,,
1320,30.67123463,76.55837389,96.33519513,1,10,19,2.45,198.0993416,188.775,1.00E+00,0.6544627574,0.3735028293,1,11,8,0,-1,11,97,7,,,,,0.65,,97.91515087,21,20.76,97.91515087,1,-20,0.65,,
1326,30.6920434,76.65427961,96.35696308,2,10,19,2.33372,193.775,196.325,9.51E-01,0.7134572868,0.3685329471,1,11,9,1,-1,10,97,7,,,,,0.65,,97.92217515,21,19.92,97.92217515,1,-20,0.65,,
1332,30.6663733,76.75020293,96.37382353,2,10,19,3.565252628,194.45,193.375,8.28E-01,0.6880694484,0.3611265774,1,11,9,1,-1,10,97,7,,,,,0.65,,97.92746759,21,30.12,97.92746759,2,-19,0.65,,
1338,30.69062262,76.76582722,96.39720599,1,10,19,4.411352,194.575,194.225,9.99E-01,0.7089031948,0.3866165684,1,11,9,0,-1,10,97,7,,,,,0.65,,97.93194403,21,37.72,97.93194403,2,-19,0.65,,
1344,30.69011631,76.74197922,96.42158175,1,10,19,4.387638889,196.45,202.8,9.99E-01,0.6597632774,0.3179814843,1,11,9,0,-1,10,97,7,,,,,0.65,,97.93936617,21,38.12,97.93936617,2,-19,0.65,,
1350,30.70648037,76.71275136,96.44207733,1,10,19,4.212208889,201.15,202.075,9.99E-01,0.6608528534,0.377265905,1,11,9,0,-1,10,97,7,,,,,0.65,,97.9446127,21,38.08,97.9446127,2,-19,0.65,,
1356,30.70695734,76.78027048,96.46189957,0,10,19,4.215186667,199.525,204.775,0.00E+00,0.6946485402,0.3690038259,1,11,9,-1,-1,10,97,7,,,,,0.65,,97.94788414,21,32.4,97.94788414,2,-19,0.65,,
1362,30.70243315,76.84342707,96.47815271,0,10,19,3.638123175,204.65,200.5693108,0.00E+00,0.6539008162,0.374139458,1,11,9,-1,-1,10,97,7,,,,,0.65,,97.94734965,21,24.2,97.94734965,2,-19,0.65,,
