,,,,,,,152.08,154.6,155.52,,,,,,,,,,,,,,,,7,7,7,,,,,,
408,2022-09-14 06:57:39,8.095305974,0.09717248577,0.08095305974,0.06112539369,2022-09-14 06:57:39,20.88,21.6,21,-0.02857142857,2022-09-14 06:57:39,7,2022-09-14 06:57:39,97.00487782,98.54506554,99.881163,98,2022-09-14 06:57:39,39240,2022-09-14 06:57:39,25200,2022-09-14 06:57:39,469.5592993,65.0599355,1,1,1,150,0.65,21.57607444,1,1,1
414,2022-09-14 06:57:45,7.183514464,0.096199135,0.07183514464,0.0642479073,2022-09-14 06:57:45,20.92,21.04,20.92,-0.005736137667,2022-09-14 06:57:45,7,2022-09-14 06:57:45,97.01636744,98.54941846,99.88165543,98,2022-09-14 06:57:45,39600,2022-09-14 06:57:45,25285,2022-09-14 06:57:45,475.3053268,65.0599355,1,1,1,150,0.65,21.01669473,1,1,1
420,2022-09-14 06:57:51,7.213435453,0.08862097262,0.07213435453,0.06410444594,2022-09-14 06:57:51,21.12,21.36,21.72,0.01657458564,2022-09-14 06:57:51,7,2022-09-14 06:57:51,97.02410032,98.55484643,99.88210479,98,2022-09-14 06:57:51,39960,2022-09-14 06:57:51,25417,2022-09-14 06:57:51,478.2695228,65.0599355,1,1,1,150,0.65,21.33634027,1,1,1
426,2022-09-14 06:57:57,6.960423674,0.09362378483,0.06960423674,0.06900344324,2022-09-14 06:57:57,20.76,21.36,21.28,-0.003759398496,2022-09-14 06:57:57,7,2022-09-14 06:57:57,97.041989,98.56008576,99.88277714,98,2022-09-14 06:57:57,40320,2022-09-14 06:57:57,25533,2022-09-14 06:57:57,482.4401442,65.0599355,1,1,1,150,0.65,21.33634027,1,1,1
432,2022-09-14 06:58:03,8.191257021,0.08947602358,0.08191257021,0.06527124249,2022-09-14 06:58:03,21.12,21.36,21.08,-0.01328273245,2022-09-14 06:58:03,7,2022-09-14 06:58:03,97.05281748,98.56469347,99.88330202,98,2022-09-14 06:58:03,40680,2022-09-14 06:58:03,25637,2022-09-14 06:58:03,483.7639998,65.0599355,1,1,1,150,0.65,21.33634027,1,1,1
438,2022-09-14 06:58:09,7.348127851,0.1007011306,0.07348127851,0.06557886972,2022-09-14 06:58:09,20.24,21.12,21.12,0,2022-09-14 06:58:09,7,2022-09-14 06:58:09,97.07140921,98.57645841,99.88375124,98,2022-09-14 06:58:09,41400,2022-09-14 06:58:09,25737,2022-09-14 06:58:09,478.0060352,65.0599355,1,1,1,150,0.65,21.09660611,1,1,1
444,2022-09-14 06:58:15,7.798957292,0.08894502275,0.07798957292,0.06380676546,2022-09-14 06:58:15,20.44,20.8,20.72,-0.003861003861,2022-09-14 06:58:15,7,2022-09-14 06:58:15,97.0826291,98.58112195,99.88418633,98,2022-09-14 06:58:15,41760,2022-09-14 06:58:15,25828,2022-09-14 06:58:15,476.1692131,65.0599355,1,1,1,150,0.65,20.77696057,1,1,1
450,2022-09-14 06:58:21,6.547184205,0.07735426863,0.06547184205,0.05520482996,2022-09-14 06:58:21,21.24,20.92,20.76,-0.007707129094,2022-09-14 06:58:21,7,2022-09-14 06:58:21,97.09217161,98.58612441,99.88457726,98,2022-09-14 06:58:21,42120,2022-09-14 06:58:21,25964,2022-09-14 06:58:21,473.7822219,65.0599355,1,1,1,150,0.65,20.89682765,1,1,1
456,2022-09-14 06:58:27,6.560931716,0.08178560667,0.06560931716,0.06944140961,2022-09-14 06:58:27,21.16,20.68,21.12,0.02083333333,2022-09-14 06:58:27,7,2022-09-14 06:58:27,97.10932461,98.59143142,99.88524078,98,2022-09-14 06:58:27,42480,2022-09-14 06:58:27,26080,2022-09-14 06:58:27,477.4535469,65.0599355,1,1,1,150,0.65,20.65709349,1,1,1
462,2022-09-14 06:58:33,7.880474771,0.09247530406,0.07880474771,0.06934751595,2022-09-14 06:58:33,21.12,20.8,20.6,-0.009708737864,2022-09-14 06:58:33,7,2022-09-14 06:58:33,97.11988318,98.59551229,99.88575578,98,2022-09-14 06:58:33,42840,2022-09-14 06:58:33,26184,2022-09-14 06:58:33,475.3983094,65.0599355,1,1,1,150,0.65,20.77696057,1,1,1
468,2022-09-14 06:58:39,7.416286457,0.09606933672,0.07416286457,0.0585591738,2022-09-14 06:58:39,21.36,20.76,20.64,-0.005813953488,2022-09-14 06:58:39,7,2022-09-14 06:58:39,97.13873911,98.60661983,99.88613662,98,2022-09-14 06:58:39,44280,2022-09-14 06:58:39,26287,2022-09-14 06:58:39,476.6228045,65.0599355,1,1,1,150,0.65,20.73700487,1,1,1
474,2022-09-14 06:58:45,7.91466281,0.09514334956,0.0791466281,0.06211090174,2022-09-14 06:58:45,21.64,20.48,20.6,0.005825242718,2022-09-14 06:58:45,7,2022-09-14 06:58:45,97.14964878,98.61098649,99.88658737,98,2022-09-14 06:58:45,44640,2022-09-14 06:58:45,26368,2022-09-14 06:58:45,478.9288867,65.0599355,1,1,1,150,0.65,20.45731502,1,1,1
480,2022-09-14 06:58:51,7.605360573,0.1009277108,0.07605360573,0.06405541095,2022-09-14 06:58:51,21.96,20.6,21,0.01904761905,2022-09-14 06:58:51,7,2022-09-14 06:58:51,97.15754642,98.61606041,99.88699124,98,2022-09-14 06:58:51,45000,2022-09-14 06:58:51,26505,2022-09-14 06:58:51,475.7087277,65.0599355,1,1,1,150,0.65,20.5771821,1,1,1
486,2022-09-14 06:58:57,6.91028088,0.0965359624,0.0691028088,0.0686758581,2022-09-14 06:58:57,21.24,20.92,21.04,0.005703422053,2022-09-14 06:58:57,7,2022-09-14 06:58:57,97.17410861,98.62086438,99.88773209,98,2022-09-14 06:58:57,45360,2022-09-14 06:58:57,26616,2022-09-14 06:58:57,478.0380454,65.0599355,1,1,1,150,0.65,20.89682765,1,1,1
492,2022-09-14 06:59:03,8.159334888,0.08757111454,0.08159334888,0.06046836234,2022-09-14 06:59:03,20.8,20.96,21.24,0.0131826742,2022-09-14 06:59:03,7,2022-09-14 06:59:03,97.18320482,98.62445939,99.88812723,98,2022-09-14 06:59:03,45720,2022-09-14 06:59:03,26724,2022-09-14 06:59:03,479.156764,65.0599355,1,1,1,150,0.65,20.93678334,1,1,1
498,2022-09-14 06:59:09,7.269158998,0.1045108725,0.07269158998,0.06181581083,2022-09-14 06:59:09,20.24,20.56,20.88,0.0153256705,2022-09-14 06:59:09,7,2022-09-14 06:59:09,97.20052558,98.63555974,99.88848176,98,2022-09-14 06:59:09,46440,2022-09-14 06:59:09,26816,2022-09-14 06:59:09,472.4905316,65.0599355,1,1,1,150,0.65,20.53722641,1,1,1
504,2022-09-14 06:59:15,7.056794888,0.09645909761,0.07056794888,0.07064985758,2022-09-14 06:59:15,20.32,17.64,17.6,-0.002272727273,2022-09-14 06:59:15,7,2022-09-14 06:59:15,97.21078388,98.63666999,99.88866279,98,2022-09-14 06:59:15,46800,2022-09-14 06:59:15,26853,2022-09-14 06:59:15,486.4508156,65.0599355,1,1,1,150,0.65,17.62046079,1,1,1
510,2022-09-14 06:59:21,7.102467987,0.08993413362,0.07102467987,0.05514618,2022-09-14 06:59:21,20.84,13.44,12.52,-0.07348242812,2022-09-14 06:59:21,7,2022-09-14 06:59:21,97.21862492,98.63698043,99.88860842,98,2022-09-14 06:59:21,47160,2022-09-14 06:59:21,26857,2022-09-14 06:59:21,494.3583031,65.0599355,1,1,1,150,0.65,13.42511298,1,1,1
516,2022-09-14 06:59:27,6.770125897,0.08262205939,0.06770125897,0.05276820552,2022-09-14 06:59:27,16.8,9.6,7.6,-0.2631578947,2022-09-14 06:59:27,7,2022-09-14 06:59:27,97.22503184,98.63715463,99.88884524,98,2022-09-14 06:59:27,47520,2022-09-14 06:59:27,26866,2022-09-14 06:59:27,500.8214085,65.0599355,1,1,1,150,0.65,9.589366416,1,1,1
522,2022-09-14 06:59:33,4.954396273,0.08666294056,0.04954396273,0.03069781294,2022-09-14 06:59:33,12.68,5.72,4.2,-0.3619047619,2022-09-14 06:59:33,7,2022-09-14 06:59:33,97.22503336,98.63636754,99.88889025,98,2022-09-14 06:59:33,47880,2022-09-14 06:59:33,26887,2022-09-14 06:59:33,536.446235,65.0599355,1,1,1,150,0.65,5.713664156,1,1,1
528,2022-09-14 06:59:39,2.945462817,0.06872975412,0.02945462817,0.02398151044,2022-09-14 06:59:39,7.48,3.24,3,-0.08,2022-09-14 06:59:39,7,2022-09-14 06:59:39,97.22965388,98.64276549,99.88899039,98,2022-09-14 06:59:39,49320,2022-09-14 06:59:39,26918,2022-09-14 06:59:39,513.8432226,65.0599355,1,1,1,150,0.65,3.236411165,1,1,1
534,2022-09-14 06:59:45,1.8890498,0.04952781579,0.018890498,0.01832108525,2022-09-14 06:59:45,3.92,4.92,4.8,-0.025,2022-09-14 06:59:45,7,2022-09-14 06:59:45,97.2313277,98.64231422,99.88912264,98,2022-09-14 06:59:45,49680,2022-09-14 06:59:45,26953,2022-09-14 06:59:45,501.760509,65.0599355,1,1,1,150,0.65,4.914550288,1,1,1
540,2022-09-14 06:59:51,1.417280499,0.02993271363,0.01417280499,0.01776556335,2022-09-14 06:59:51,3.16,6.88,7.36,0.0652173913,2022-09-14 06:59:51,7,2022-09-14 06:59:51,97.23397569,98.64487375,99.88928824,98,2022-09-14 06:59:51,50040,2022-09-14 06:59:51,27026,2022-09-14 06:59:51,502.5366034,65.0599355,1,1,1,150,0.65,6.872379265,1,1,1
546,2022-09-14 06:59:57,1.921485627,0.01962095848,0.01921485627,0.02301828448,2022-09-14 06:59:57,5.64,9.2,9.84,0.06504065041,2022-09-14 06:59:57,7,2022-09-14 06:59:57,97.23805781,98.64656611,99.88977062,98,2022-09-14 06:59:57,50400,2022-09-14 06:59:57,27107,2022-09-14 06:59:57,487.5366964,65.0599355,1,1,1,150,0.65,9.189809482,1,1,1
552,2022-09-14 07:00:03,3.318997702,0.02099541748,0.03318997702,0.03225791877,2022-09-14 07:00:03,8.12,11.6,11.76,0.01360544218,2022-09-14 07:00:03,7,2022-09-14 07:00:03,97.24439054,98.65045753,99.89003609,98,2022-09-14 07:00:03,50760,2022-09-14 07:00:03,27195,2022-09-14 07:00:03,482.2073322,65.0599355,1,1,1,150,0.65,11.58715109,1,1,1
558,2022-09-14 07:00:09,3.55108363,0.03599225279,0.0355108363,0.03259931838,2022-09-14 07:00:09,11,14.32,14.32,0,2022-09-14 07:00:09,7,2022-09-14 07:00:09,97.25707831,98.65983307,99.89038236,98,2022-09-14 07:00:09,51480,2022-09-14 07:00:09,27292,2022-09-14 07:00:09,473.4171214,65.0599355,1,1,1,150,0.65,14.30413824,1,1,1
564,2022-09-14 07:00:15,5.207079727,0.043275373,0.05207079727,0.05042068459,2022-09-14 07:00:15,13.16,17.24,16.96,-0.01650943396,2022-09-14 07:00:15,7,2022-09-14 07:00:15,97.26470016,98.66371821,99.89081597,98,2022-09-14 07:00:15,51840,2022-09-14 07:00:15,27383,2022-09-14 07:00:15,472.085695,65.0599355,1,1,1,150,0.65,17.22090385,1,1,1
570,2022-09-14 07:00:21,6.97740242,0.05784930441,0.0697740242,0.05652825952,2022-09-14 07:00:21,15.8,19.36,19.6,0.01224489796,2022-09-14 07:00:21,7,2022-09-14 07:00:21,97.27421795,98.66885397,99.89124036,98,2022-09-14 07:00:21,52200,2022-09-14 07:00:21,27531,2022-09-14 07:00:21,482.9166002,65.0599355,1,1,1,150,0.65,19.3385556,1,1,1
576,2022-09-14 07:00:27,7.062348446,0.05149064703,0.07062348446,0.05612804425,2022-09-14 07:00:27,18.48,21.6,22.76,0.05096660808,2022-09-14 07:00:27,7,2022-09-14 07:00:27,97.28641534,98.67401456,99.89200247,98,2022-09-14 07:00:27,52560,2022-09-14 07:00:27,27680,2022-09-14 07:00:27,478.4990755,65.0599355,1,1,1,150,0.65,21.57607444,1,1,1
582,2022-09-14 07:00:33,7.398523155,0.06878332938,0.07398523155,0.06591251708,2022-09-14 07:00:33,20.24,23.76,24.36,0.02463054187,2022-09-14 07:00:33,7,2022-09-14 07:00:33,97.29798858,98.67971767,99.89248678,98,2022-09-14 07:00:33,52920,2022-09-14 07:00:33,27838,2022-09-14 07:00:33,477.5816385,65.0599355,1,2,2,150,0.65,23.73368188,1,2,2
588,2022-09-14 07:00:39,8.534116971,0.0867676633,0.08534116971,0.06845075812,2022-09-14 07:00:39,22.72,26.96,27.24,0.01027900147,2022-09-14 07:00:39,7,2022-09-14 07:00:39,97.31643842,98.69306636,99.89303703,98,2022-09-14 07:00:39,54360,2022-09-14 07:00:39,27998,2022-09-14 07:00:39,471.7469506,65.0599355,1,2,2,150,0.65,26.93013735,1,2,2
594,2022-09-14 07:00:45,9.651794633,0.1086723074,0.09651794633,0.0891929064,2022-09-14 07:00:45,25.24,29.92,29.96,0.001335113485,2022-09-14 07:00:45,7,2022-09-14 07:00:45,97.33022468,98.70028869,99.89372121,98,2022-09-14 07:00:45,54720,2022-09-14 07:00:45,28133,2022-09-14 07:00:45,469.2958735,65.0599355,2,2,2,150,0.65,29.88685866,2,2,2
600,2022-09-14 07:00:51,9.4145434,0.1063713896,0.094145434,0.08419285645,2022-09-14 07:00:51,28.56,31.96,32.84,0.02679658952,2022-09-14 07:00:51,7,2022-09-14 07:00:51,97.34793664,98.70768835,99.8944033,98,2022-09-14 07:00:51,55080,2022-09-14 07:00:51,28373,2022-09-14 07:00:51,472.7430099,65.0599355,2,2,2,150,0.65,31.92459903,2,2,2
606,2022-09-14 07:00:57,11.06280963,0.1210317889,0.1106280963,0.09473566399,2022-09-14 07:00:57,31.16,34.72,35.64,0.02581369248,2022-09-14 07:00:57,7,2022-09-14 07:00:57,97.36658442,98.71564542,99.89540138,98,2022-09-14 07:00:57,55440,2022-09-14 07:00:57,28585,2022-09-14 07:00:57,477.347129,65.0599355,2,2,2,150,0.65,34.68154187,2,2,2
612,2022-09-14 07:01:03,12.99548782,0.1490982369,0.1299548782,0.1026453282,2022-09-14 07:01:03,33.4,37.4,38.64,0.03209109731,2022-09-14 07:01:03,7,2022-09-14 07:01:03,97.38149588,98.72407053,99.89617696,98,2022-09-14 07:01:03,55800,2022-09-14 07:01:03,28859,2022-09-14 07:01:03,484.5120811,65.0599355,2,2,2,150,0.65,37.35857333,2,2,2
618,2022-09-14 07:01:09,13.13610363,0.1631117566,0.1313610363,0.1211254452,2022-09-14 07:01:09,36.76,42.68,42.28,-0.009460737938,2022-09-14 07:01:09,7,2022-09-14 07:01:09,97.4082047,98.74273087,99.89697219,98,2022-09-14 07:01:09,56520,2022-09-14 07:01:09,29080,2022-09-14 07:01:09,480.7287714,65.0599355,2,2,2,150,0.65,42.63272486,2,2,2
624,2022-09-14 07:01:15,13.42541939,0.1730487042,0.1342541939,0.1483534911,2022-09-14 07:01:15,39.4,47.96,48,0.0008333333333,2022-09-14 07:01:15,7,2022-09-14 07:01:15,97.42775952,98.75429693,99.8980797,98,2022-09-14 07:01:15,56880,2022-09-14 07:01:15,29339,2022-09-14 07:01:15,478.2805686,65.0599355,2,3,3,150,0.65,47.90687638,2,3,3
630,2022-09-14 07:01:21,16.55191505,0.2003484483,0.1655191505,0.159340014,2022-09-14 07:01:21,44.72,52,53.56,0.02912621359,2022-09-14 07:01:21,7,2022-09-14 07:01:21,97.4544043,98.76578134,99.89919571,98,2022-09-14 07:01:21,57240,2022-09-14 07:01:21,29720,2022-09-14 07:01:21,475.2261159,65.0599355,2,3,3,150,0.65,51.94240142,2,3,3
636,2022-09-14 07:01:27,17.51286772,0.1928052363,0.1751286772,0.1490686954,2022-09-14 07:01:27,49.76,57.76,58.92,0.01968771215,2022-09-14 07:01:27,7,2022-09-14 07:01:27,97.48348476,98.77864581,99.90057942,98,2022-09-14 07:01:27,57600,2022-09-14 07:01:27,30127,2022-09-14 07:01:27,474.5421415,65.0599355,3,3,3,150,0.65,57.69602127,3,3,3
642,2022-09-14 07:01:33,20.28178594,0.2201403859,0.2028178594,0.1698586715,2022-09-14 07:01:33,54.16,61.48,64.16,0.04177057357,2022-09-14 07:01:33,7,2022-09-14 07:01:33,97.50780895,98.7912621,99.90170605,98,2022-09-14 07:01:33,57960,2022-09-14 07:01:33,30533,2022-09-14 07:01:33,476.7545082,65.0599355,3,3,3,150,0.65,61.41190075,3,3,3
648,2022-09-14 07:01:39,23.17822932,0.2830012584,0.2317822932,0.1614381737,2022-09-14 07:01:39,60.52,68.24,70.04,0.02569960023,2022-09-14 07:01:39,7,2022-09-14 07:01:39,97.54458297,98.81495478,99.90304203,98,2022-09-14 07:01:39,59400,2022-09-14 07:01:39,30887,2022-09-14 07:01:39,478.5627045,65.0599355,3,3,3,150,0.65,68.16441294,3,3,4
654,2022-09-14 07:01:45,25.30068245,0.2806388955,0.2530068245,0.21841427,2022-09-14 07:01:45,64.36,74.36,75.52,0.01536016949,2022-09-14 07:01:45,7,2022-09-14 07:01:45,97.57119813,98.83105413,99.90435366,98,2022-09-14 07:01:45,59760,2022-09-14 07:01:45,31311,2022-09-14 07:01:45,481.4655728,65.0599355,3,4,4,150,0.65,74.27763403,3,4,4
660,2022-09-14 07:01:51,26.49333976,0.2771659249,0.2649333976,0.2214794197,2022-09-14 07:01:51,70.32,78.64,82.04,0.04144319844,2022-09-14 07:01:51,7,2022-09-14 07:01:51,97.60847528,98.84559659,99.90602397,98,2022-09-14 07:01:51,60120,2022-09-14 07:01:51,31820,2022-09-14 07:01:51,480.1484049,65.0599355,4,4,4,150,0.65,78.55289322,4,4,4
666,2022-09-14 07:01:57,28.6625985,0.2995506069,0.286625985,0.267972846,2022-09-14 07:01:57,76.59744851,83.68,86.28,0.03013444599,2022-09-14 07:01:57,7,2022-09-14 07:01:57,97.63416709,98.86084903,99.9074021,98,2022-09-14 07:01:57,60480,2022-09-14 07:01:57,32349,2022-09-14 07:01:57,481.0777075,65.0599355,4,4,4,150,0.65,83.58731059,4,4,4
672,2022-09-14 07:02:03,33.169487,0.3206097852,0.33169487,0.2715951658,2022-09-14 07:02:03,80.56,87.72,92.36,0.05023819835,2022-09-14 07:02:03,7,2022-09-14 07:02:03,97.66417328,98.87608188,99.90877694,98,2022-09-14 07:02:03,61200,2022-09-14 07:02:03,32932,2022-09-14 07:02:03,478.0211475,65.0599355,4,4,4,150,0.65,87.62283562,4,4,5
678,2022-09-14 07:02:09,33.26687921,0.3775827887,0.3326687921,0.2529859772,2022-09-14 07:02:09,86.92,93.4,96.04,0.02748854644,2022-09-14 07:02:09,7,2022-09-14 07:02:09,97.709241,98.90212597,99.9102648,98,2022-09-14 07:02:09,61560,2022-09-14 07:02:09,33382,2022-09-14 07:02:09,479.4370449,65.0599355,4,5,5,150,0.65,93.29654409,4,5,5
684,2022-09-14 07:02:15,42.42333503,0.3946671373,0.4242333503,0.3020259754,2022-09-14 07:02:15,90.72,98.6,100.6,0.01988071571,2022-09-14 07:02:15,7,2022-09-14 07:02:15,97.74036965,98.9126182,99.91169054,98,2022-09-14 07:02:15,61920,2022-09-14 07:02:15,33925,2022-09-14 07:02:15,484.1447794,65.0599355,4,5,5,150,0.65,98.49078423,4,5,5
690,2022-09-14 07:02:21,44.43737175,0.3914792569,0.4443737175,0.2892198581,2022-09-14 07:02:21,94.8,102.56,105.4,0.02694497154,2022-09-14 07:02:21,7,2022-09-14 07:02:21,97.77948558,98.92806644,99.9134149,98,2022-09-14 07:02:21,62280,2022-09-14 07:02:21,34566,2022-09-14 07:02:21,485.9775581,65.0599355,5,5,5,150,0.65,102.4463979,5,5,5
696,2022-09-14 07:02:27,39.56950207,0.4508066741,0.3956950207,0.3677476573,2022-09-14 07:02:27,101.12,107.48,107.8,0.002968460111,2022-09-14 07:02:27,7,2022-09-14 07:02:27,97.82289355,98.94538183,99.9024617,98,2022-09-14 07:02:27,62640,2022-09-14 07:02:27,35236,2022-09-14 07:02:27,491.8975553,65.0599355,5,5,5,150,0.65,107.3609482,5,5,5
702,2022-09-14 07:02:33,42.61700245,0.4411608487,0.4261700245,0.3543238084,2022-09-14 07:02:33,104.72,111.52,111.6,0.0007168458781,2022-09-14 07:02:33,7,2022-09-14 07:02:33,97.85692175,98.96164237,99.89893706,98,2022-09-14 07:02:33,63360,2022-09-14 07:02:33,35929,2022-09-14 07:02:33,491.8142479,65.0599355,5,5,5,150,0.65,111.3964732,5,5,5
708,2022-09-14 07:02:39,44.85133772,0.4635758245,0.4485133772,0.356155617,2022-09-14 07:02:39,107.6,117.12,114.68,-0.02127659574,2022-09-14 07:02:39,7,2022-09-14 07:02:39,97.87995435,98.98798273,99.90064337,98,2022-09-14 07:02:39,64440,2022-09-14 07:02:39,36438,2022-09-14 07:02:39,494.0907309,65.0599355,5,6,5,150,0.65,116.9902703,5,6,5
714,2022-09-14 07:02:46,42.14825807,0.4874293303,0.4214825807,0.4385998799,2022-09-14 07:02:46,111.44,120.36,116.04,-0.03722854188,2022-09-14 07:02:46,7,2022-09-14 07:02:46,97.91231751,99.00642415,99.89269527,98,2022-09-14 07:02:46,64800,2022-09-14 07:02:46,37030,2022-09-14 07:02:46,511.224011,65.0599355,5,6,5,150,0.65,120.2266814,5,6,6
720,2022-09-14 07:02:52,36.96625542,0.4705532155,0.3696625542,0.4546484494,2022-09-14 07:02:52,113.32,122.64,120.04,-0.02165944685,2022-09-14 07:02:52,7,2022-09-14 07:02:52,97.93000239,99.02101708,99.89497672,98,2022-09-14 07:02:52,65160,2022-09-14 07:02:52,37740,2022-09-14 07:02:52,512.4147446,65.0599355,5,6,6,150,0.65,122.504156,5,6,6
726,2022-09-14 07:02:58,42.65506419,0.5121710507,0.4265506419,0.3910803543,2022-09-14 07:02:58,115.72,122.48,121.64,-0.00690562315,2022-09-14 07:02:58,7,2022-09-14 07:02:58,97.95597607,99.0359749,99.87851402,98,2022-09-14 07:02:58,65520,2022-09-14 07:02:58,38460,2022-09-14 07:02:58,515.0920236,65.0599355,6,6,6,150,0.65,122.3443332,6,6,6
732,2022-09-14 07:03:04,45.61964794,0.4881538183,0.4561964794,0.411200333,2022-09-14 07:03:04,118.52,124.6,122.56,-0.01664490862,2022-09-14 07:03:04,7,2022-09-14 07:03:04,97.98629969,99.05061197,99.88021662,98,2022-09-14 07:03:04,66240,2022-09-14 07:03:04,39235,2022-09-14 07:03:04,511.9204166,65.0599355,6,6,6,150,0.65,124.4619849,6,6,6
738,2022-09-14 07:03:10,44.58437988,0.5435611648,0.4458437988,0.4265133785,2022-09-14 07:03:10,119.28,126.52,125.4,-0.008931419458,2022-09-14 07:03:10,7,2022-09-14 07:03:10,98.01949479,99.07412717,99.88224948,98,2022-09-14 07:03:10,66600,2022-09-14 07:03:10,39838,2022-09-14 07:03:10,497.194374,65.0599355,6,6,6,150,0.65,126.3798582,6,6,6
744,2022-09-14 07:03:16,40.58125792,0.5567311189,0.4058125792,0.4443044346,2022-09-14 07:03:16,120.8,127.48,127.16,-0.002516514627,2022-09-14 07:03:16,7,2022-09-14 07:03:16,98.01245686,99.08998586,99.8841229,98,2022-09-14 07:03:16,66960,2022-09-14 07:03:16,40512,2022-09-14 07:03:16,495.0242119,65.0599355,6,6,6,150,0.65,127.3387949,6,6,6
750,2022-09-14 07:03:22,48.92375827,0.5361441095,0.4892375827,0.4107228606,2022-09-14 07:03:22,122.64,130.04,130.96,0.007025045816,2022-09-14 07:03:22,7,2022-09-14 07:03:22,98.03456962,99.10332117,99.88652066,98,2022-09-14 07:03:22,67320,2022-09-14 07:03:22,41303,2022-09-14 07:03:22,490.5079274,65.0599355,6,6,6,150,0.65,129.8959592,6,6,6
756,2022-09-14 07:03:28,47.20120965,0.4956486594,0.4720120965,0.4162769645,2022-09-14 07:03:28,122.32,130.28,132.4,0.01601208459,2022-09-14 07:03:28,7,2022-09-14 07:03:28,98.02595172,99.11702927,99.88854488,98,2022-09-14 07:03:28,67680,2022-09-14 07:03:28,42089,2022-09-14 07:03:28,487.4805027,65.0599355,6,6,6,150,0.65,130.1356934,6,6,6
762,2022-09-14 07:03:34,44.43942274,0.4915855166,0.4443942274,0.4086604908,2022-09-14 07:03:34,124.64,133.64,132.64,-0.00753920386,2022-09-14 07:03:34,7,2022-09-14 07:03:34,98.05955397,99.13341489,99.89011182,98,2022-09-14 07:03:34,68400,2022-09-14 07:03:34,42915,2022-09-14 07:03:34,486.7805625,65.0599355,6,6,6,150,0.65,133.4919716,6,6,6
768,2022-09-14 07:03:40,49.58390277,0.5632412041,0.4958390277,0.3893425446,2022-09-14 07:03:40,127,134.04,134.12,0.0005964807635,2022-09-14 07:03:40,7,2022-09-14 07:03:40,98.09353502,99.15088369,99.89182221,98,2022-09-14 07:03:40,69480,2022-09-14 07:03:40,43546,2022-09-14 07:03:40,486.9632642,65.0599355,6,6,6,150,0.65,133.8915286,6,6,6
774,2022-09-14 07:03:46,46.77109751,0.5231603718,0.4677109751,0.4100480021,2022-09-14 07:03:46,128.96,135.2,134.8,-0.00296735905,2022-09-14 07:03:46,7,2022-09-14 07:03:46,98.11874669,99.16504855,99.88573226,98,2022-09-14 07:03:46,69840,2022-09-14 07:03:46,44238,2022-09-14 07:03:46,490.1776188,65.0599355,6,6,6,150,0.65,135.0502437,6,6,6
780,2022-09-14 07:03:52,48.26297848,0.6231990051,0.4826297848,0.4279950982,2022-09-14 07:03:52,129.72,136.68,135.36,-0.00975177305,2022-09-14 07:03:52,7,2022-09-14 07:03:52,98.07589121,99.17660103,99.88767991,98,2022-09-14 07:03:52,70200,2022-09-14 07:03:52,45062,2022-09-14 07:03:52,503.1485835,65.0599355,6,6,6,150,0.65,136.5286043,6,6,6
786,2022-09-14 07:03:58,50.66664035,0.5943212612,0.5066664035,0.4923053427,2022-09-14 07:03:58,128.56,138.04,137,-0.007591240876,2022-09-14 07:03:58,7,2022-09-14 07:03:58,98.06475054,99.18895719,99.88963237,98,2022-09-14 07:03:58,70560,2022-09-14 07:03:58,45905,2022-09-14 07:03:58,504.8884248,65.0599355,6,6,6,150,0.65,137.8870979,6,7,6
792,2022-09-14 07:04:04,49.99127345,0.531928043,0.4999127345,0.4794885244,2022-09-14 07:04:04,128.48,137.92,137.96,0.0002899391128,2022-09-14 07:04:04,7,2022-09-14 07:04:04,98.07791343,99.20288025,99.88918357,98,2022-09-14 07:04:04,71280,2022-09-14 07:04:04,46739,2022-09-14 07:04:04,505.594923,65.0599355,6,6,6,150,0.65,137.7672308,6,6,6
798,2022-09-14 07:04:10,47.83081642,0.5121393087,0.4783081642,0.4640019302,2022-09-14 07:04:10,128.4,139.52,138.28,-0.008967312699,2022-09-14 07:04:10,7,2022-09-14 07:04:10,98.08357389,99.21837725,99.8908684,98,2022-09-14 07:04:10,71640,2022-09-14 07:04:10,47429,2022-09-14 07:04:10,500.9394733,65.0599355,6,6,6,150,0.65,139.3654586,6,7,7
