,,,,,,,152.08,154.6,155.52,,,,,,,,,,,,,,,,7,7,7,,,,,,
4032,2022-09-14 07:58:08,3.933270111,0.06081362468,0.03933270111,0.03495546543,2022-09-14 07:58:08,10.04,16.64,16.52,-0.007263922518,2022-09-14 07:58:08,7,2022-09-14 07:58:08,96.75241496,99.72594254,99.95795641,98,2022-09-14 07:58:08,343440,2022-09-14 07:58:08,241240,2022-09-14 07:58:08,473.6328144,65.0599355,1,1,1,150,0.65,16.62156845,1,1,1
4038,2022-09-14 07:58:14,5.215188989,0.04598136114,0.05215188989,0.03596985353,2022-09-14 07:58:14,12.04,27.12,25.44,-0.06603773585,2022-09-14 07:58:14,7,2022-09-14 07:58:14,96.75374191,99.72638482,99.95799148,98,2022-09-14 07:58:14,344160,2022-09-14 07:58:14,241487,2022-09-14 07:58:14,473.0412676,65.0599355,1,2,2,150,0.65,27.08996012,1,2,2
4044,2022-09-14 07:58:20,7.371516358,0.05458628944,0.07371516358,0.04696868309,2022-09-14 07:58:20,19.12,37.76,35.56,-0.06186726659,2022-09-14 07:58:20,7,2022-09-14 07:58:20,96.75599033,99.726701,99.95804047,98,2022-09-14 07:58:20,344520,2022-09-14 07:58:20,241732,2022-09-14 07:58:20,473.1919016,65.0599355,1,2,2,150,0.65,37.71817457,1,2,2
4050,2022-09-14 07:58:26,8.773406459,0.06885071827,0.08773406459,0.09367407591,2022-09-14 07:58:26,28.36,47.76,45.08,-0.0594498669,2022-09-14 07:58:26,7,2022-09-14 07:58:26,96.76007814,99.72703735,99.95808561,98,2022-09-14 07:58:26,344880,2022-09-14 07:58:26,242066,2022-09-14 07:58:26,474.3956397,65.0599355,2,3,2,150,0.65,47.70709792,2,3,2
4056,2022-09-14 07:58:32,15.26892942,0.07665888711,0.1526892942,0.1150286521,2022-09-14 07:58:32,36.4,53.32,54.2,0.01623616236,2022-09-14 07:58:32,7,2022-09-14 07:58:32,96.76335194,99.7273562,99.95816967,98,2022-09-14 07:58:32,345240,2022-09-14 07:58:32,242445,2022-09-14 07:58:32,474.1478044,65.0599355,2,3,3,150,0.65,53.2609393,2,3,3
4062,2022-09-14 07:58:38,15.38605388,0.1396012366,0.1538605388,0.1567163547,2022-09-14 07:58:38,47.92,57.96,59.44,0.02489905787,2022-09-14 07:58:38,7,2022-09-14 07:58:38,96.76915111,99.72768334,99.95823086,98,2022-09-14 07:58:38,346320,2022-09-14 07:58:38,242765,2022-09-14 07:58:38,473.4845708,65.0599355,3,3,3,150,0.65,57.89579973,3,3,3
4068,2022-09-14 07:58:44,20.24285036,0.1656522779,0.2024285036,0.1564876397,2022-09-14 07:58:44,54.4,60.04,60.36,0.005301524188,2022-09-14 07:58:44,7,2022-09-14 07:58:44,96.77333139,99.7282307,99.95827641,98,2022-09-14 07:58:44,347040,2022-09-14 07:58:44,243046,2022-09-14 07:58:44,471.2606524,65.0599355,3,3,3,150,0.65,59.97349579,3,3,3
4074,2022-09-14 07:58:50,20.25208759,0.1997708633,0.2025208759,0.1710158946,2022-09-14 07:58:50,59.08,58.92,59.48,0.009414929388,2022-09-14 07:58:50,7,2022-09-14 07:58:50,96.77909701,99.72855303,99.95832586,98,2022-09-14 07:58:50,347400,2022-09-14 07:58:50,243268,2022-09-14 07:58:50,472.1634337,65.0599355,3,3,3,150,0.65,58.85473638,3,3,3
4080,2022-09-14 07:58:56,19.00762685,0.2223127654,0.1900762685,0.1763121397,2022-09-14 07:58:56,60,57.64,58.28,0.01098146877,2022-09-14 07:58:56,7,2022-09-14 07:58:56,96.78267586,99.72886715,99.95836929,98,2022-09-14 07:58:56,347760,2022-09-14 07:58:56,243591,2022-09-14 07:58:56,475.874343,65.0599355,3,3,3,150,0.65,57.57615419,3,3,3
4086,2022-09-14 07:59:02,20.94234517,0.246380182,0.2094234517,0.1659976288,2022-09-14 07:59:02,58.16,57.8,57.16,-0.01119664101,2022-09-14 07:59:02,7,2022-09-14 07:59:02,96.78595462,99.72918171,99.9584481,98,2022-09-14 07:59:02,348120,2022-09-14 07:59:02,243976,2022-09-14 07:59:02,475.8738056,65.0599355,3,3,3,150,0.65,57.73597696,3,3,3
4092,2022-09-14 07:59:08,16.1305158,0.2521217085,0.161305158,0.1818211475,2022-09-14 07:59:08,56.76,58.12,59,0.01491525424,2022-09-14 07:59:08,7,2022-09-14 07:59:08,96.79118604,99.7294941,99.95850942,98,2022-09-14 07:59:08,348480,2022-09-14 07:59:08,244313,2022-09-14 07:59:08,480.0549152,65.0599355,3,3,3,150,0.65,58.05562251,3,3,3
4098,2022-09-14 07:59:14,21.23484688,0.2472975116,0.2123484688,0.1732816644,2022-09-14 07:59:14,57.28,63.32,61.96,-0.02194964493,2022-09-14 07:59:14,7,2022-09-14 07:59:14,96.79523125,99.73012901,99.95856571,98,2022-09-14 07:59:14,349200,2022-09-14 07:59:14,244669,2022-09-14 07:59:14,480.952256,65.0599355,3,3,3,150,0.65,63.24986265,3,3,3
4104,2022-09-14 07:59:20,20.2197821,0.2373083624,0.202197821,0.1668532475,2022-09-14 07:59:20,59.6,68.48,66.6,-0.02822822823,2022-09-14 07:59:20,7,2022-09-14 07:59:20,96.80131888,99.73060927,99.95862955,98,2022-09-14 07:59:20,349560,2022-09-14 07:59:20,245000,2022-09-14 07:59:20,475.8083391,65.0599355,3,3,3,150,0.65,68.4041471,3,3,3
4110,2022-09-14 07:59:26,22.3954366,0.2367561529,0.223954366,0.1997726714,2022-09-14 07:59:26,63.36,74.52,71.52,-0.04194630872,2022-09-14 07:59:26,7,2022-09-14 07:59:26,96.805878,99.73109054,99.95869691,98,2022-09-14 07:59:26,349920,2022-09-14 07:59:26,245469,2022-09-14 07:59:26,474.4680518,65.0599355,3,4,4,150,0.65,74.4374568,3,4,4
4116,2022-09-14 07:59:32,25.7554561,0.2768976719,0.257554561,0.2125912125,2022-09-14 07:59:32,67.4,79.08,77.16,-0.02488335925,2022-09-14 07:59:32,7,2022-09-14 07:59:32,96.81072467,99.73152647,99.95879991,98,2022-09-14 07:59:32,350280,2022-09-14 07:59:32,246005,2022-09-14 07:59:32,475.8846904,65.0599355,3,4,4,150,0.65,78.99240585,3,4,4
4122,2022-09-14 07:59:38,27.26535298,0.2912972218,0.2726535298,0.2158887607,2022-09-14 07:59:38,74,84.28,82.84,-0.01738290681,2022-09-14 07:59:38,7,2022-09-14 07:59:38,96.81845515,99.73202345,99.95888813,98,2022-09-14 07:59:38,351360,2022-09-14 07:59:38,246466,2022-09-14 07:59:38,475.1799575,65.0599355,4,4,4,150,0.65,84.18664599,4,4,4
4128,2022-09-14 07:59:44,28.21438444,0.3217436909,0.2821438444,0.2021115695,2022-09-14 07:59:44,78.48,87.84,87.2,-0.007339449541,2022-09-14 07:59:44,7,2022-09-14 07:59:44,96.82374317,99.73276925,99.95895948,98,2022-09-14 07:59:44,352080,2022-09-14 07:59:44,246958,2022-09-14 07:59:44,478.6825501,65.0599355,4,4,4,150,0.65,87.7427027,4,4,4
4134,2022-09-14 07:59:50,30.2469232,0.3045141904,0.302469232,0.25257112,2022-09-14 07:59:50,83.84,93.56,92.28,-0.01387082792,2022-09-14 07:59:50,7,2022-09-14 07:59:50,96.83173927,99.73339894,99.95904612,98,2022-09-14 07:59:50,352440,2022-09-14 07:59:50,247399,2022-09-14 07:59:50,479.8083491,65.0599355,4,4,4,150,0.65,93.45636686,4,5,5
4140,2022-09-14 07:59:56,30.93692903,0.3589563401,0.3093692903,0.2485938106,2022-09-14 07:59:56,87.72,97.12,97.96,0.008574928542,2022-09-14 07:59:56,7,2022-09-14 07:59:56,96.83782349,99.73398421,99.95914492,98,2022-09-14 07:59:56,352800,2022-09-14 07:59:56,247985,2022-09-14 07:59:56,481.6312964,65.0599355,4,5,5,150,0.65,97.01242357,4,5,5
4146,2022-09-14 08:00:02,33.49740499,0.3404754849,0.3349740499,0.2879878996,2022-09-14 08:00:02,92.04,99.44,101.28,0.01816745656,2022-09-14 08:00:02,7,2022-09-14 08:00:02,96.84383553,99.73449556,99.95925854,98,2022-09-14 08:00:02,353160,2022-09-14 08:00:02,248601,2022-09-14 08:00:02,486.1292277,65.0599355,5,5,5,150,0.65,99.32985379,5,5,5
4152,2022-09-14 08:00:08,31.43771659,0.3728329847,0.3143771659,0.2775610493,2022-09-14 08:00:08,97.04,101.32,103.92,0.02501924557,2022-09-14 08:00:08,7,2022-09-14 08:00:08,96.85356045,99.73503403,99.95935738,98,2022-09-14 08:00:08,353520,2022-09-14 08:00:08,249106,2022-09-14 08:00:08,481.5109238,65.0599355,5,5,5,150,0.65,101.2077714,5,5,5
4158,2022-09-14 08:00:14,35.70578799,0.3727012074,0.3570578799,0.3078653887,2022-09-14 08:00:14,98.32,100.92,103.04,0.02057453416,2022-09-14 08:00:14,7,2022-09-14 08:00:14,96.85956148,99.73581809,99.95943149,98,2022-09-14 08:00:14,354240,2022-09-14 08:00:14,249606,2022-09-14 08:00:14,479.0311283,65.0599355,5,5,5,150,0.65,100.8082144,5,5,5
4164,2022-09-14 08:00:20,33.94836389,0.4324492725,0.3394836389,0.3000765736,2022-09-14 08:00:20,100.84,100.48,101.64,0.01141282959,2022-09-14 08:00:20,7,2022-09-14 08:00:20,96.86846416,99.7363942,99.95951359,98,2022-09-14 08:00:20,354600,2022-09-14 08:00:20,250014,2022-09-14 08:00:20,475.3215504,65.0599355,5,5,5,150,0.65,100.3687018,5,5,5
4170,2022-09-14 08:00:26,32.60954711,0.4026936249,0.3260954711,0.3103571507,2022-09-14 08:00:26,100.24,96.8,98.56,0.01785714286,2022-09-14 08:00:26,7,2022-09-14 08:00:26,96.87428878,99.73688684,99.95959437,98,2022-09-14 08:00:26,354960,2022-09-14 08:00:26,250522,2022-09-14 08:00:26,472.7829863,65.0599355,5,5,5,150,0.65,96.69277802,5,5,5
4176,2022-09-14 08:00:32,33.05534815,0.3722996701,0.3305534815,0.2996061698,2022-09-14 08:00:32,99.72,93.24,93.28,0.0004288164666,2022-09-14 08:00:32,7,2022-09-14 08:00:32,96.88007983,99.73731395,99.95968827,98,2022-09-14 08:00:32,355320,2022-09-14 08:00:32,251047,2022-09-14 08:00:32,472.8832924,65.0599355,5,4,4,150,0.65,93.13672131,5,5,5
4182,2022-09-14 08:00:38,31.23306108,0.4219834772,0.3123306108,0.2936586374,2022-09-14 08:00:38,95.4,90.04,88.96,-0.01214028777,2022-09-14 08:00:38,7,2022-09-14 08:00:38,96.88833235,99.73774564,99.95976649,98,2022-09-14 08:00:38,356400,2022-09-14 08:00:38,251452,2022-09-14 08:00:38,476.3081892,65.0599355,5,4,4,150,0.65,89.94026584,5,4,4
4188,2022-09-14 08:00:44,30.88602339,0.4201863159,0.3088602339,0.252845559,2022-09-14 08:00:44,91.6,87.2,86.48,-0.008325624422,2022-09-14 08:00:44,7,2022-09-14 08:00:44,96.8931536,99.73840863,99.95982846,98,2022-09-14 08:00:44,357120,2022-09-14 08:00:44,251822,2022-09-14 08:00:44,477.3394483,65.0599355,5,4,4,150,0.65,87.10341161,5,4,4
4194,2022-09-14 08:00:50,26.40920156,0.3646434693,0.2640920156,0.2810396759,2022-09-14 08:00:50,88,81.12,82.24,0.01361867704,2022-09-14 08:00:50,7,2022-09-14 08:00:50,96.9005592,99.73882301,99.95988771,98,2022-09-14 08:00:50,357480,2022-09-14 08:00:50,252136,2022-09-14 08:00:50,479.0061937,65.0599355,4,4,4,150,0.65,81.03014621,4,4,4
4200,2022-09-14 08:00:56,26.53128864,0.3453390824,0.2653128864,0.2314160869,2022-09-14 08:00:56,84.51727255,74.48,77.32,0.03673047077,2022-09-14 08:00:56,7,2022-09-14 08:00:56,96.90539329,99.73912943,99.95994566,98,2022-09-14 08:00:56,357840,2022-09-14 08:00:56,252472,2022-09-14 08:00:56,480.4879149,65.0599355,4,4,4,150,0.65,74.39750111,4,4,4
4206,2022-09-14 08:01:02,27.17772541,0.3654391802,0.2717772541,0.226350769,2022-09-14 08:01:02,80.08,67.6,68.12,0.007633587786,2022-09-14 08:01:02,7,2022-09-14 08:01:02,96.9095116,99.73938319,99.96000791,98,2022-09-14 08:01:02,358200,2022-09-14 08:01:02,252769,2022-09-14 08:01:02,480.2442008,65.0599355,4,3,3,150,0.65,67.52512184,4,3,3
4212,2022-09-14 08:01:08,25.66389097,0.3409594071,0.2566389097,0.2045595725,2022-09-14 08:01:08,73.96,59.76,59.8,0.0006688963211,2022-09-14 08:01:08,7,2022-09-14 08:01:08,96.91520773,99.73958577,99.96005094,98,2022-09-14 08:01:08,358560,2022-09-14 08:01:08,253024,2022-09-14 08:01:08,480.9369091,65.0599355,4,3,3,150,0.65,59.69380594,4,3,3
4218,2022-09-14 08:01:14,21.27737696,0.3314374235,0.2127737696,0.1843133669,2022-09-14 08:01:14,67.16,54.56,56.72,0.03808180536,2022-09-14 08:01:14,7,2022-09-14 08:01:14,96.91817585,99.74007626,99.96009305,98,2022-09-14 08:01:14,359280,2022-09-14 08:01:14,253308,2022-09-14 08:01:14,482.1059352,65.0599355,3,3,3,150,0.65,54.4995658,3,3,3
4224,2022-09-14 08:01:20,18.42486564,0.3100680127,0.1842486564,0.1727032935,2022-09-14 08:01:20,58.55854103,52.32,53.76,0.02678571429,2022-09-14 08:01:20,7,2022-09-14 08:01:20,96.92250566,99.74037669,99.96013775,98,2022-09-14 08:01:20,359640,2022-09-14 08:01:20,253527,2022-09-14 08:01:20,477.8295939,65.0599355,3,3,3,150,0.65,52.26204696,3,3,3
4230,2022-09-14 08:01:26,18.86788425,0.2553163705,0.1886788425,0.1613687304,2022-09-14 08:01:26,56.4,51.04,51.6,0.01085271318,2022-09-14 08:01:26,7,2022-09-14 08:01:26,96.92597099,99.74060727,99.96017339,98,2022-09-14 08:01:26,360000,2022-09-14 08:01:26,253798,2022-09-14 08:01:26,477.0540928,65.0599355,3,3,3,150,0.65,50.98346478,3,3,3
4236,2022-09-14 08:01:32,18.98920281,0.2386899531,0.1898920281,0.1647110894,2022-09-14 08:01:32,52.68,51.04,51.8,0.01467181467,2022-09-14 08:01:32,7,2022-09-14 08:01:32,96.92884152,99.74081924,99.96022853,98,2022-09-14 08:01:32,360360,2022-09-14 08:01:32,254059,2022-09-14 08:01:32,475.5519872,65.0599355,3,3,3,150,0.65,50.98346478,3,3,3
4242,2022-09-14 08:01:38,18.03781792,0.2204343992,0.1803781792,0.1640631891,2022-09-14 08:01:38,51.08,47.92,46.08,-0.03993055556,2022-09-14 08:01:38,7,2022-09-14 08:01:38,96.93303362,99.74099879,99.96026226,98,2022-09-14 08:01:38,361440,2022-09-14 08:01:38,254238,2022-09-14 08:01:38,472.6313189,65.0599355,3,3,2,150,0.65,47.86692069,3,3,3
4248,2022-09-14 08:01:44,13.85246893,0.2101332964,0.1385246893,0.1327092658,2022-09-14 08:01:44,50.24326998,41.4,42.24,0.01988636364,2022-09-14 08:01:44,7,2022-09-14 08:01:44,96.93558273,99.74134077,99.96028757,98,2022-09-14 08:01:44,362160,2022-09-14 08:01:44,254399,2022-09-14 08:01:44,470.7411697,65.0599355,3,2,2,150,0.65,41.35414267,3,2,2
4254,2022-09-14 08:01:50,15.56566571,0.1922783282,0.1556566571,0.1241035554,2022-09-14 08:01:50,44.68,36.72,36.8,0.002173913043,2022-09-14 08:01:50,7,2022-09-14 08:01:50,96.93919634,99.74147764,99.96030873,98,2022-09-14 08:01:50,362520,2022-09-14 08:01:50,254530,2022-09-14 08:01:50,463.6448635,65.0599355,2,2,2,150,0.65,36.67932654,2,2,2
4260,2022-09-14 08:01:56,12.58935338,0.1900278195,0.1258935338,0.1200601155,2022-09-14 08:01:56,41.64,31.52,31.52,0,2022-09-14 08:01:56,7,2022-09-14 08:01:56,96.94108257,99.74157534,99.96032362,98,2022-09-14 08:01:56,362880,2022-09-14 08:01:56,254638,2022-09-14 08:01:56,469.3376939,65.0599355,2,2,2,150,0.65,31.4850864,2,2,2
4266,2022-09-14 08:02:02,12.26005032,0.1754140629,0.1226005032,0.1077588712,2022-09-14 08:02:02,36.76,27.92,26.84,-0.04023845007,2022-09-14 08:02:02,7,2022-09-14 08:02:02,96.94245542,99.74168099,99.96035683,98,2022-09-14 08:02:02,363240,2022-09-14 08:02:02,254772,2022-09-14 08:02:02,475.4417852,65.0599355,2,2,2,150,0.65,27.88907399,2,2,2
4272,2022-09-14 08:02:08,10.8588848,0.1702396636,0.108588848,0.09250765361,2022-09-14 08:02:08,30.84,24.44,23.64,-0.03384094755,2022-09-14 08:02:08,7,2022-09-14 08:02:08,96.94452211,99.74173974,99.96037319,98,2022-09-14 08:02:08,363600,2022-09-14 08:02:08,254882,2022-09-14 08:02:08,477.1276704,65.0599355,2,2,2,150,0.65,24.41292867,2,2,2
4278,2022-09-14 08:02:14,8.653116367,0.1591458766,0.08653116367,0.07019458015,2022-09-14 08:02:14,27,21.44,22,0.02545454545,2022-09-14 08:02:14,7,2022-09-14 08:02:14,96.94570297,99.7419984,99.9603893,98,2022-09-14 08:02:14,364320,2022-09-14 08:02:14,254975,2022-09-14 08:02:14,494.3608341,65.0599355,2,1,1,150,0.65,21.41625166,2,1,1
4284,2022-09-14 08:02:20,8.74407293,0.1265632675,0.0874407293,0.06290083106,2022-09-14 08:02:20,23.2,21.36,20.56,-0.03891050584,2022-09-14 08:02:20,7,2022-09-14 08:02:20,96.94778874,99.74208773,99.96040175,98,2022-09-14 08:02:20,364680,2022-09-14 08:02:20,255071,2022-09-14 08:02:20,481.4246206,65.0599355,2,1,1,150,0.65,21.33634027,2,1,1
4290,2022-09-14 08:02:26,7.346761574,0.1064817645,0.07346761574,0.06671975617,2022-09-14 08:02:26,21.4,20.6,20.84,0.01151631478,2022-09-14 08:02:26,7,2022-09-14 08:02:26,96.94897823,99.7421607,99.96041228,98,2022-09-14 08:02:26,365040,2022-09-14 08:02:26,255178,2022-09-14 08:02:26,482.4532208,65.0599355,1,1,1,150,0.65,20.5771821,1,1,1
4296,2022-09-14 08:02:32,7.317027568,0.08443539407,0.07317027568,0.06024038075,2022-09-14 08:02:32,20.52,20.92,21.04,0.005703422053,2022-09-14 08:02:32,7,2022-09-14 08:02:32,96.94977477,99.74225932,99.96044642,98,2022-09-14 08:02:32,365400,2022-09-14 08:02:32,255316,2022-09-14 08:02:32,475.9126764,65.0599355,1,1,1,150,0.65,20.89682765,1,1,1
4302,2022-09-14 08:02:38,7.390278398,0.08945379598,0.07390278398,0.05864822732,2022-09-14 08:02:38,20.48,20.84,21.16,0.01512287335,2022-09-14 08:02:38,7,2022-09-14 08:02:38,96.9515348,99.74232741,99.96046516,98,2022-09-14 08:02:38,366480,2022-09-14 08:02:38,255425,2022-09-14 08:02:38,462.069514,65.0599355,1,1,1,150,0.65,20.81691626,1,1,1
4308,2022-09-14 08:02:44,6.467332154,0.07398458869,0.06467332154,0.05816965601,2022-09-14 08:02:44,21,20.68,21.6,0.04259259259,2022-09-14 08:02:44,7,2022-09-14 08:02:44,96.95280928,99.74258974,99.96048134,98,2022-09-14 08:02:44,367200,2022-09-14 08:02:44,255531,2022-09-14 08:02:44,469.1954544,65.0599355,1,1,1,150,0.65,20.65709349,1,1,1
4314,2022-09-14 08:02:50,6.8627807,0.08268147333,0.068627807,0.05849104603,2022-09-14 08:02:50,20.88,20.44,21.68,0.05719557196,2022-09-14 08:02:50,7,2022-09-14 08:02:50,96.95491908,99.74266588,99.96049561,98,2022-09-14 08:02:50,367560,2022-09-14 08:02:50,255613,2022-09-14 08:02:50,471.2691458,65.0599355,1,1,1,150,0.65,20.41735933,1,1,1
4320,2022-09-14 08:02:56,5.728817099,0.07848211975,0.05728817099,0.05710486882,2022-09-14 08:02:56,20.99953926,20.6,21.76,0.05330882353,2022-09-14 08:02:56,7,2022-09-14 08:02:56,96.9561253,99.74274428,99.96050614,98,2022-09-14 08:02:56,367920,2022-09-14 08:02:56,255731,2022-09-14 08:02:56,477.1200498,65.0599355,1,1,1,150,0.65,20.5771821,1,1,1
4326,2022-09-14 08:03:02,7.963191531,0.07467675377,0.07963191531,0.06987204184,2022-09-14 08:03:02,20.76,20.56,21,0.02095238095,2022-09-14 08:03:02,7,2022-09-14 08:03:02,96.95685186,99.74283682,99.96053706,98,2022-09-14 08:03:02,368280,2022-09-14 08:03:02,255868,2022-09-14 08:03:02,480.2576878,65.0599355,1,1,1,150,0.65,20.53722641,1,1,1
4332,2022-09-14 08:03:08,7.035861142,0.0791893438,0.07035861142,0.06641705947,2022-09-14 08:03:08,20.72,20.32,20.72,0.01930501931,2022-09-14 08:03:08,7,2022-09-14 08:03:08,96.95871677,99.74290291,99.96055571,98,2022-09-14 08:03:08,368640,2022-09-14 08:03:08,255972,2022-09-14 08:03:08,474.1573005,65.0599355,1,1,1,150,0.65,20.29749225,1,1,1
4338,2022-09-14 08:03:14,6.268624825,0.0872547898,0.06268624825,0.06475732801,2022-09-14 08:03:14,21,20.56,21.36,0.03745318352,2022-09-14 08:03:14,7,2022-09-14 08:03:14,96.95987544,99.74316827,99.9605721,98,2022-09-14 08:03:14,369360,2022-09-14 08:03:14,256070,2022-09-14 08:03:14,469.5160789,65.0599355,1,1,1,150,0.65,20.53722641,1,1,1
4344,2022-09-14 08:03:20,6.922310186,0.08450768627,0.06922310186,0.0589033591,2022-09-14 08:03:20,20.68046086,20.28,21.24,0.04519774011,2022-09-14 08:03:20,7,2022-09-14 08:03:20,96.96201671,99.74324426,99.96058604,98,2022-09-14 08:03:20,369720,2022-09-14 08:03:20,256168,2022-09-14 08:03:20,462.7767957,65.0599355,1,1,1,150,0.65,20.25753655,1,1,1
4350,2022-09-14 08:03:26,6.505974124,0.08350000836,0.06505974124,0.06258231711,2022-09-14 08:03:26,20.84,20.6,21.08,0.02277039848,2022-09-14 08:03:26,7,2022-09-14 08:03:26,96.96317244,99.74331784,99.96059526,98,2022-09-14 08:03:26,370080,2022-09-14 08:03:26,256294,2022-09-14 08:03:26,470.6843829,65.0599355,1,1,1,150,0.65,20.5771821,1,1,1
4356,2022-09-14 08:03:32,7.446445086,0.09405440572,0.07446445086,0.05788601746,2022-09-14 08:03:32,20.84,20.76,21.08,0.01518026565,2022-09-14 08:03:32,7,2022-09-14 08:03:32,96.96392153,99.74341651,99.96062868,98,2022-09-14 08:03:32,370440,2022-09-14 08:03:32,256404,2022-09-14 08:03:32,477.8152666,65.0599355,1,1,1,150,0.65,20.73700487,1,1,1
4362,2022-09-14 08:03:38,6.320248076,0.09869751631,0.06320248076,0.05817443282,2022-09-14 08:03:38,20.92,20.8,20.52,-0.01364522417,2022-09-14 08:03:38,7,2022-09-14 08:03:38,96.96584565,99.7434881,99.96064484,98,2022-09-14 08:03:38,371520,2022-09-14 08:03:38,256516,2022-09-14 08:03:38,478.6985736,65.0599355,1,1,1,150,0.65,20.77696057,1,1,1
4368,2022-09-14 08:03:44,6.591218531,0.07968699398,0.06591218531,0.05697883113,2022-09-14 08:03:44,20.96,20.44,20.76,0.01541425819,2022-09-14 08:03:44,7,2022-09-14 08:03:44,96.96704038,99.74374126,99.96066087,98,2022-09-14 08:03:44,372240,2022-09-14 08:03:44,256621,2022-09-14 08:03:44,480.2764106,65.0599355,1,1,1,150,0.65,20.41735933,1,1,1
4374,2022-09-14 08:03:50,7.115501563,0.08206018132,0.07115501563,0.06378419697,2022-09-14 08:03:50,20.56,20.32,21.4,0.05046728972,2022-09-14 08:03:50,7,2022-09-14 08:03:50,96.96904686,99.74379143,99.96067534,98,2022-09-14 08:03:50,372600,2022-09-14 08:03:50,256698,2022-09-14 08:03:50,485.125413,65.0599355,1,1,1,150,0.65,20.29749225,1,1,1
4380,2022-09-14 08:03:56,7.379216372,0.08545282281,0.07379216372,0.06595316423,2022-09-14 08:03:56,21,20.56,21.04,0.02281368821,2022-09-14 08:03:56,7,2022-09-14 08:03:56,96.97020818,99.74389527,99.96068599,98,2022-09-14 08:03:56,372960,2022-09-14 08:03:56,256835,2022-09-14 08:03:56,481.5638408,65.0599355,1,1,1,150,0.65,20.53722641,1,1,1
4386,2022-09-14 08:04:02,7.38039133,0.09090893819,0.0738039133,0.06406775422,2022-09-14 08:04:02,21,20.56,21.24,0.03201506591,2022-09-14 08:04:02,7,2022-09-14 08:04:02,96.9710687,99.7439907,99.96071891,98,2022-09-14 08:04:02,373320,2022-09-14 08:04:02,256933,2022-09-14 08:04:02,474.1561007,65.0599355,1,1,1,150,0.65,20.53722641,1,1,1
4392,2022-09-14 08:04:08,5.810344566,0.08008355522,0.05810344566,0.06114369812,2022-09-14 08:04:08,20.8,18.88,18.6,-0.01505376344,2022-09-14 08:04:08,7,2022-09-14 08:04:08,96.97290393,99.74402322,99.96072806,98,2022-09-14 08:04:08,373680,2022-09-14 08:04:08,256966,2022-09-14 08:04:08,475.8364876,65.0599355,1,1,1,150,0.65,18.85908728,1,1,1
4398,2022-09-14 08:04:14,6.383704654,0.08010053982,0.06383704654,0.06184916402,2022-09-14 08:04:14,20.24,14.44,14.84,0.0269541779,2022-09-14 08:04:14,7,2022-09-14 08:04:14,96.97388294,99.74417955,99.96073017,98,2022-09-14 08:04:14,374400,2022-09-14 08:04:14,257000,2022-09-14 08:04:14,461.7449744,65.0599355,1,1,1,150,0.65,14.42400532,1,1,1
4404,2022-09-14 08:04:20,5.926558827,0.09107180151,0.05926558827,0.05566581901,2022-09-14 08:04:20,17.28,15,13.48,-0.1127596439,2022-09-14 08:04:20,7,2022-09-14 08:04:20,96.9751567,99.74423085,99.96073881,98,2022-09-14 08:04:20,374760,2022-09-14 08:04:20,257119,2022-09-14 08:04:20,461.592961,65.0599355,1,1,1,150,0.65,14.98338502,1,1,1
4410,2022-09-14 08:04:26,4.95249047,0.0790027283,0.0495249047,0.04649739324,2022-09-14 08:04:26,13.64,21.08,19.04,-0.1071428571,2022-09-14 08:04:26,7,2022-09-14 08:04:26,96.97530147,99.74446464,99.96076654,98,2022-09-14 08:04:26,375120,2022-09-14 08:04:26,257441,2022-09-14 08:04:26,466.7373248,65.0599355,1,1,1,150,0.65,21.05665042,1,1,1
4416,2022-09-14 08:04:32,7.056079628,0.05875227125,0.07056079628,0.05069636088,2022-09-14 08:04:32,14.92,32.88,32.88,0,2022-09-14 08:04:32,7,2022-09-14 08:04:32,96.97633074,99.74479292,99.96084039,98,2022-09-14 08:04:32,375480,2022-09-14 08:04:32,257888,2022-09-14 08:04:32,473.7454168,65.0599355,1,2,2,150,0.65,32.84357997,1,2,2
4422,2022-09-14 08:04:38,8.428221585,0.0660665419,0.08428221585,0.07248632323,2022-09-14 08:04:38,24.48,53.16,54.68,0.02779809802,2022-09-14 08:04:38,7,2022-09-14 08:04:38,96.9804486,99.7452207,99.96091548,98,2022-09-14 08:04:38,376560,2022-09-14 08:04:38,258417,2022-09-14 08:04:38,474.7759611,65.0599355,2,3,3,150,0.65,53.10111653,2,3,3
4428,2022-09-14 08:04:44,13.79891481,0.06385745358,0.1379891481,0.1324484204,2022-09-14 08:04:44,37.08,77.28,74.96,-0.03094983991,2022-09-14 08:04:44,7,2022-09-14 08:04:44,96.98456397,99.74598551,99.96099519,98,2022-09-14 08:04:44,377280,2022-09-14 08:04:44,259044,2022-09-14 08:04:44,477.1498136,65.0599355,2,4,4,150,0.65,77.19439965,2,4,4
4434,2022-09-14 08:04:50,21.44732232,0.1267191997,0.2144732232,0.1238840463,2022-09-14 08:04:50,62.84,104.56,97.24,-0.07527766351,2022-09-14 08:04:50,7,2022-09-14 08:04:50,96.99238426,99.74682279,99.96110029,98,2022-09-14 08:04:50,377640,2022-09-14 08:04:50,259654,2022-09-14 08:04:50,479.8963717,65.0599355,3,5,5,150,0.65,104.4441825,3,5,5
